nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Miles Price,Villager Equippable
요리사 옷,3177,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook0.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook0.png,일 년 내내,심플한,비즈니스,Red,NA,Yes
요리사 옷,9588,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook1.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook1.png,일 년 내내,심플한,비즈니스,Blue,NA,Yes
요리사 옷,9589,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook2.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook2.png,일 년 내내,심플한,비즈니스,Green,NA,Yes
요리사 옷,9590,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook3.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook3.png,일 년 내내,심플한,비즈니스,Yellow,NA,Yes
요리사 옷,9591,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook4.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook4.png,일 년 내내,심플한,비즈니스,Orange,NA,Yes
요리사 옷,9592,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook5.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook5.png,일 년 내내,심플한,비즈니스,Brown,NA,Yes
요리사 옷,9593,chef's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHCook6.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,하얀색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHCook6.png,일 년 내내,심플한,비즈니스,Black,NA,Yes
체스터 코트,3939,chesterfield coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLChester0.png,2320,580,에이블 시스터즈,에이블 시스터즈에만,베이지색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLChester0.png,겨울,쿨한,데일리,Camel,NA,Yes
체스터 코트,8435,chesterfield coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLChester1.png,2320,580,에이블 시스터즈,에이블 시스터즈에만,갈색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLChester1.png,겨울,쿨한,데일리,Brown,NA,Yes
체스터 코트,8436,chesterfield coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLChester2.png,2320,580,에이블 시스터즈,에이블 시스터즈에만,검정색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLChester2.png,겨울,쿨한,데일리,Black,NA,Yes
체스터 코트,8437,chesterfield coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLChester3.png,2320,580,에이블 시스터즈,에이블 시스터즈에만,회색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLChester3.png,겨울,쿨한,데일리,Gray,NA,Yes
병아리무늬 티셔츠,3259,chick tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHChickBlue.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHChickBlue.png,여름,심플한,데일리#릴렉스,NA,NA,Yes
치마요 베스트,4507,Chimayo vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLChimayo0.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLChimayo0.png,일 년 내내,우아한,데일리#아웃도어,Navy blue,NA,Yes
치마요 베스트,9448,Chimayo vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLChimayo1.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLChimayo1.png,일 년 내내,우아한,데일리#아웃도어,Red,NA,Yes
치마요 베스트,9449,Chimayo vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLChimayo2.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLChimayo2.png,일 년 내내,우아한,데일리#아웃도어,White,NA,Yes
치마요 베스트,9450,Chimayo vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLChimayo3.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하늘색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLChimayo3.png,일 년 내내,우아한,데일리#아웃도어,Light blue,NA,Yes
챠오 티셔츠,12120,ciao tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHelloit0.png,640,160,너굴 쇼핑 카탈로그,,빨간색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHelloit0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
코트 가디건,4601,coatigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoadigan0.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,보라색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoadigan0.png,겨울,우아한,데일리,Purple,NA,Yes
코트 가디건,8458,coatigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoadigan1.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,분홍색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoadigan1.png,겨울,우아한,데일리,Pink,NA,Yes
코트 가디건,8459,coatigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoadigan2.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,하늘색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoadigan2.png,겨울,우아한,데일리,Light blue,NA,Yes
코트 가디건,8460,coatigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoadigan3.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,회색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoadigan3.png,겨울,우아한,데일리,Gray,NA,Yes
코트 가디건,8461,coatigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoadigan4.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,초록색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoadigan4.png,겨울,우아한,데일리,Green,NA,Yes
노 칼라 코트,3663,collarless coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLNocollar0.png,2000,500,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLNocollar0.png,일 년 내내,심플한,데일리#포멀,Gray,NA,Yes
노 칼라 코트,8433,collarless coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLNocollar1.png,2000,500,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLNocollar1.png,일 년 내내,심플한,데일리#포멀,Beige,NA,Yes
노 칼라 코트,8434,collarless coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLNocollar2.png,2000,500,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLNocollar2.png,일 년 내내,심플한,데일리#포멀,Pink,NA,Yes
노 칼라 셔츠,3690,collarless shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNocollar0.png,960,240,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLNocollar0.png,일 년 내내,심플한,데일리,Black,NA,Yes
노 칼라 셔츠,8510,collarless shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNocollar1.png,960,240,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLNocollar1.png,일 년 내내,심플한,데일리,White,NA,Yes
컬리지 가디건,4306,college cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLCollegecardigan0.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLCollegecardigan0.png,일 년 내내,심플한,데일리,Navy blue,NA,Yes
컬리지 가디건,7752,college cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLCollegecardigan1.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLCollegecardigan1.png,일 년 내내,심플한,데일리,Red,NA,Yes
컬리지 가디건,7753,college cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLCollegecardigan2.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLCollegecardigan2.png,일 년 내내,심플한,데일리,Gray,NA,Yes
컬리지 가디건,7754,college cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLCollegecardigan3.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,주황색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLCollegecardigan3.png,일 년 내내,심플한,데일리,Orange,NA,Yes
컬리지 가디건,7755,college cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLCollegecardigan4.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLCollegecardigan4.png,일 년 내내,심플한,데일리,White,NA,Yes
투톤 셔츠,3316,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone0.png,960,240,에이블 시스터즈,에이블 시스터즈에만,하늘색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone0.png,일 년 내내,심플한,데일리,Blue,NA,Yes
투톤 셔츠,8489,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone1.png,960,240,에이블 시스터즈,에이블 시스터즈에만,빨간색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone1.png,일 년 내내,심플한,데일리,Red,NA,Yes
투톤 셔츠,8490,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone2.png,960,240,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone2.png,일 년 내내,심플한,데일리,Green,NA,Yes
투톤 셔츠,8491,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone3.png,960,240,에이블 시스터즈,에이블 시스터즈에만,분홍색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone3.png,일 년 내내,심플한,데일리,Purple,NA,Yes
투톤 셔츠,8492,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone4.png,960,240,에이블 시스터즈,에이블 시스터즈에만,노란색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone4.png,일 년 내내,심플한,데일리,Yellow,NA,Yes
투톤 셔츠,8493,color-block dress shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTwotone5.png,960,240,에이블 시스터즈,에이블 시스터즈에만,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTwotone5.png,일 년 내내,심플한,데일리,Gray,NA,Yes
줄무늬 니트,4613,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti0.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti0.png,일 년 내내,우아한,데일리,Navy & light blue & pink,NA,Yes
줄무늬 니트,7639,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti1.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti1.png,일 년 내내,우아한,데일리,White & blue & green,NA,Yes
줄무늬 니트,7640,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti2.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti2.png,일 년 내내,우아한,데일리,White & yellow & red,NA,Yes
줄무늬 니트,7641,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti3.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti3.png,일 년 내내,우아한,데일리,Black & coral & pink,NA,Yes
줄무늬 니트,7642,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti4.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti4.png,일 년 내내,우아한,데일리,Orange & yellow & black,NA,Yes
줄무늬 니트,7643,colorful striped sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLMulti5.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLMulti5.png,일 년 내내,우아한,데일리,Gray & white & light blue,NA,Yes
코미디언 옷,3197,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian0.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,주황색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian0.png,일 년 내내,화려한,파티#스테이지,Orange,NA,Yes
코미디언 옷,8097,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian1.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,파란색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian1.png,일 년 내내,화려한,파티#스테이지,Blue,NA,Yes
코미디언 옷,8098,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian2.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,빨간색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian2.png,일 년 내내,화려한,파티#스테이지,Red,NA,Yes
코미디언 옷,8099,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian3.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,노란색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian3.png,일 년 내내,화려한,파티#스테이지,Yellow,NA,Yes
코미디언 옷,8100,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian4.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,초록색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian4.png,일 년 내내,화려한,파티#스테이지,Green,NA,Yes
코미디언 옷,8101,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian5.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,보라색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian5.png,일 년 내내,화려한,파티#스테이지,Purple,NA,Yes
코미디언 옷,8102,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian6.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,초록색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian6.png,일 년 내내,화려한,파티#스테이지,Aquamarine,NA,Yes
코미디언 옷,8103,comedian's outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLComedian7.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,하얀색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLComedian7.png,일 년 내내,화려한,파티#스테이지,White,NA,Yes
Nook Inc. 알로하 코럴,12982,Coral Nook Inc. aloha shirt,https://acnhcdn.com/1.2.0/FtrIcon/TopsTexTopYshirtsHNookpink0.png,NFS,3000,너굴 마일 교환,,분홍색,하얀색,비매품,No,1x1,https://acnhcdn.com/1.2.0/ClosetIcon/TopsTexTopYshirtsHNookpink0.png,일 년 내내,심플한,릴렉스#바캉스,NA,600,Yes
커버올 코트,3680,coverall coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoverall0.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoverall0.png,겨울,심플한,데일리#아웃도어,Avocado,NA,Yes
커버올 코트,9288,coverall coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoverall1.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoverall1.png,겨울,심플한,데일리#아웃도어,Navy blue,NA,Yes
커버올 코트,9289,coverall coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoverall2.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoverall2.png,겨울,심플한,데일리#아웃도어,Beige,NA,Yes
커버올 코트,9290,coverall coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLCoverall3.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLCoverall3.png,겨울,심플한,데일리#아웃도어,Red,NA,Yes
카우보이 셔츠,4576,cowboy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCowboy0.png,2100,525,에이블 시스터즈,에이블 시스터즈에만,베이지색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCowboy0.png,일 년 내내,심플한,아웃도어#비즈니스,White,NA,Yes
카우보이 셔츠,9451,cowboy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCowboy1.png,2100,525,에이블 시스터즈,에이블 시스터즈에만,빨간색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCowboy1.png,일 년 내내,심플한,아웃도어#비즈니스,Red,NA,Yes
카우보이 셔츠,9452,cowboy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCowboy2.png,2100,525,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCowboy2.png,일 년 내내,심플한,아웃도어#비즈니스,Blue,NA,Yes
카우보이 셔츠,9453,cowboy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCowboy3.png,2100,525,에이블 시스터즈,에이블 시스터즈에만,하늘색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCowboy3.png,일 년 내내,심플한,아웃도어#비즈니스,Light blue,NA,Yes
카우보이 셔츠,9454,cowboy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCowboy4.png,2100,525,에이블 시스터즈,에이블 시스터즈에만,주황색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCowboy4.png,일 년 내내,심플한,아웃도어#비즈니스,Brown,NA,Yes
자전거 경주복,3258,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle0.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,하얀색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle0.png,일 년 내내,활동적인,아웃도어#스포츠,Blue & white,NA,Yes
자전거 경주복,9386,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle1.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle1.png,일 년 내내,활동적인,아웃도어#스포츠,Black & blue,NA,Yes
자전거 경주복,9387,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle2.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle2.png,일 년 내내,활동적인,아웃도어#스포츠,Black & red,NA,Yes
자전거 경주복,9388,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle3.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,검정색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle3.png,일 년 내내,활동적인,아웃도어#스포츠,Yellow & black,NA,Yes
자전거 경주복,9389,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle4.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,초록색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle4.png,일 년 내내,활동적인,아웃도어#스포츠,Red & green,NA,Yes
자전거 경주복,9390,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle5.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,주황색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle5.png,일 년 내내,활동적인,아웃도어#스포츠,Red & orange,NA,Yes
자전거 경주복,9391,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle6.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,하늘색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle6.png,일 년 내내,활동적인,아웃도어#스포츠,Lime & light blue,NA,Yes
자전거 경주복,9392,cycling shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHCycle7.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,분홍색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHCycle7.png,일 년 내내,활동적인,아웃도어#스포츠,Purple & pink,NA,Yes
DAL 앞치마,12126,DAL apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHDal0.png,NFS,1010,도도항공,DAL 우편으로 옴,파란색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHDal0.png,일 년 내내,심플한,바캉스#비즈니스,NA,NA,Yes
DAL MA-1,12127,DAL pilot jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLDal0.png,NFS,1010,도도항공,DAL 우편으로 옴,초록색,초록색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLDal0.png,일 년 내내,쿨한,아웃도어#바캉스#비즈니스,NA,NA,Yes
DAL 티셔츠,12125,DAL tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHDal0.png,NFS,1010,도도항공,DAL 우편으로 옴,파란색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHDal0.png,일 년 내내,심플한,데일리#릴렉스#바캉스,NA,NA,Yes
댄스 트레이닝복,5317,dance-team jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCool0.png,1680,420,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCool0.png,일 년 내내,활동적인,스포츠#스테이지,Black,NA,Yes
댄스 트레이닝복,7617,dance-team jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCool1.png,1680,420,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCool1.png,일 년 내내,활동적인,스포츠#스테이지,White,NA,Yes
댄스 트레이닝복,7618,dance-team jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCool2.png,1680,420,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCool2.png,일 년 내내,활동적인,스포츠#스테이지,Purple,NA,Yes
