nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Villager Equippable,Miles Price
탐험 모자,11811,explorer's hat,https://acnhcdn.com/latest/FtrIcon/CapHatExpedition3.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatExpedition3.png,일 년 내내,활동적인,아웃도어#비즈니스,Blue,Yes,NA
메르헨 두건,5323,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl0.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl0.png,일 년 내내,귀여운,메르헨#스테이지,Red,No,NA
메르헨 두건,11836,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl1.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl1.png,일 년 내내,귀여운,메르헨#스테이지,Pink,No,NA
메르헨 두건,11837,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl2.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,노란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl2.png,일 년 내내,귀여운,메르헨#스테이지,Yellow,No,NA
메르헨 두건,11838,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl3.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl3.png,일 년 내내,귀여운,메르헨#스테이지,Green,No,NA
메르헨 두건,11839,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl4.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl4.png,일 년 내내,귀여운,메르헨#스테이지,Blue,No,NA
메르헨 두건,11840,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl5.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,하늘색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl5.png,일 년 내내,귀여운,메르헨#스테이지,Light blue,No,NA
메르헨 두건,11841,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl6.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl6.png,일 년 내내,귀여운,메르헨#스테이지,Light green,No,NA
메르헨 두건,11842,fairy-tale hood,https://acnhcdn.com/latest/FtrIcon/CapBangsCowl7.png,1560,390,에이블 시스터즈,에이블 시스터즈에만,주황색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCowl7.png,일 년 내내,귀여운,메르헨#스테이지,Orange,No,NA
인조털 모자,5144,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka0.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,베이지색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka0.png,겨울,우아한,데일리#포멀#파티,Beige,Yes,NA
인조털 모자,10920,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka1.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka1.png,겨울,우아한,데일리#포멀#파티,Brown,Yes,NA
인조털 모자,10921,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka2.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,회색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka2.png,겨울,우아한,데일리#포멀#파티,Gray,Yes,NA
인조털 모자,10922,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka3.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka3.png,겨울,우아한,데일리#포멀#파티,Black,Yes,NA
인조털 모자,10923,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka4.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka4.png,겨울,우아한,데일리#포멀#파티,Pink,Yes,NA
인조털 모자,10924,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka5.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,하얀색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka5.png,겨울,우아한,데일리#포멀#파티,White,Yes,NA
인조털 모자,10925,faux-fur hat,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka6.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka6.png,겨울,우아한,데일리#포멀#파티,Red,Yes,NA
페도라,5301,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt0.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt0.png,일 년 내내,쿨한,데일리#포멀#비즈니스,Beige,Yes,NA
페도라,11045,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt1.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt1.png,일 년 내내,쿨한,데일리#포멀#비즈니스,Black,Yes,NA
페도라,11046,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt2.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt2.png,일 년 내내,쿨한,데일리#포멀#비즈니스,Green,Yes,NA
페도라,11047,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt3.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt3.png,일 년 내내,쿨한,데일리#포멀#비즈니스,Gray,Yes,NA
페도라,11048,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt4.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt4.png,일 년 내내,쿨한,데일리#포멀#비즈니스,White,Yes,NA
페도라,11049,fedora,https://acnhcdn.com/latest/FtrIcon/CapHatFelt5.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt5.png,일 년 내내,쿨한,데일리#포멀#비즈니스,Red,Yes,NA
소방관 모자,5374,firefighter's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter0.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter0.png,일 년 내내,활동적인,비즈니스,Black,No,NA
소방관 모자,11617,firefighter's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter1.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,주황색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter1.png,일 년 내내,활동적인,비즈니스,Flame orange,No,NA
소방관 모자,11618,firefighter's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter2.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter2.png,일 년 내내,활동적인,비즈니스,Brown,No,NA
소방관 모자,11619,firefighter's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter3.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter3.png,일 년 내내,활동적인,비즈니스,Lime yellow,No,NA
소방관 모자,11620,firefighter's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter4.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter4.png,일 년 내내,활동적인,비즈니스,Avocado,No,NA
화려한 머리핀,8611,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy0.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,분홍색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy0.png,일 년 내내,화려한,데일리#파티#스테이지,Pink,Yes,NA
화려한 머리핀,10842,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy1.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,파란색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy1.png,일 년 내내,화려한,데일리#파티#스테이지,Blue,Yes,NA
화려한 머리핀,10843,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy2.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,검정색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy2.png,일 년 내내,화려한,데일리#파티#스테이지,Black,Yes,NA
화려한 머리핀,10844,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy3.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy3.png,일 년 내내,화려한,데일리#파티#스테이지,Purple,Yes,NA
화려한 머리핀,10845,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy4.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,주황색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy4.png,일 년 내내,화려한,데일리#파티#스테이지,Orange,Yes,NA
화려한 머리핀,10846,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy5.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy5.png,일 년 내내,화려한,데일리#파티#스테이지,Green,Yes,NA
화려한 머리핀,10847,flashy hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy6.png,2340,585,에이블 시스터즈,에이블 시스터즈에만,하얀색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy6.png,일 년 내내,화려한,데일리#파티#스테이지,White,Yes,NA
꽃 머리핀,9854,floral hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin0.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin0.png,일 년 내내,귀여운,데일리#메르헨,Pink,Yes,NA
꽃 머리핀,11959,floral hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin1.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin1.png,일 년 내내,귀여운,데일리#메르헨,Blue,Yes,NA
꽃 머리핀,11960,floral hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin2.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin2.png,일 년 내내,귀여운,데일리#메르헨,Green,Yes,NA
꽃 머리핀,11961,floral hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin3.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin3.png,일 년 내내,귀여운,데일리#메르헨,Yellow,Yes,NA
꽃 머리핀,11962,floral hairpin,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin4.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin4.png,일 년 내내,귀여운,데일리#메르헨,Purple,Yes,NA
럭비 헬멧,5373,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball0.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,초록색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball0.png,일 년 내내,활동적인,스포츠#비즈니스,Green,No,NA
럭비 헬멧,11604,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball1.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,하얀색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball1.png,일 년 내내,활동적인,스포츠#비즈니스,White,No,NA
럭비 헬멧,11605,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball2.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball2.png,일 년 내내,활동적인,스포츠#비즈니스,Yellow,No,NA
럭비 헬멧,11606,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball3.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,빨간색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball3.png,일 년 내내,활동적인,스포츠#비즈니스,Berry red,No,NA
럭비 헬멧,11607,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball4.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,파란색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball4.png,일 년 내내,활동적인,스포츠#비즈니스,Blue,No,NA
럭비 헬멧,11608,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball5.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball5.png,일 년 내내,활동적인,스포츠#비즈니스,Turquoise,No,NA
럭비 헬멧,11609,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball6.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,주황색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball6.png,일 년 내내,활동적인,스포츠#비즈니스,Red,No,NA
럭비 헬멧,11610,football helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball7.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,검정색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball7.png,일 년 내내,활동적인,스포츠#비즈니스,Black,No,NA
여우 가면,6034,fox mask,https://acnhcdn.com/latest/FtrIcon/CapMaskFox0.png,1400,350,에이블 시스터즈,에이블 시스터즈에만,하얀색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapMaskFox0.png,일 년 내내,쿨한,호러#스테이지,White,Yes,NA
여우 가면,11171,fox mask,https://acnhcdn.com/latest/FtrIcon/CapMaskFox1.png,1400,350,에이블 시스터즈,에이블 시스터즈에만,검정색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapMaskFox1.png,일 년 내내,쿨한,호러#스테이지,Black,Yes,NA
개구리 모자,5335,frog cap,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Green,No,NA
개구리 모자,11697,frog cap,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,하늘색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog1.png,일 년 내내,귀여운,메르헨#파티#스테이지,Blue,No,NA
개구리 모자,11698,frog cap,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog2.png,일 년 내내,귀여운,메르헨#파티#스테이지,Red,No,NA
개구리 모자,11699,frog cap,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog3.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,노란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog3.png,일 년 내내,귀여운,메르헨#파티#스테이지,Yellow,No,NA
누더기 모자,5299,frugal hat,https://acnhcdn.com/latest/FtrIcon/CapHatSimple0.png,350,87,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple0.png,일 년 내내,심플한,메르헨#호러,Brown,Yes,NA
누더기 모자,11846,frugal hat,https://acnhcdn.com/latest/FtrIcon/CapHatSimple1.png,350,87,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple1.png,일 년 내내,심플한,메르헨#호러,Green,Yes,NA
누더기 모자,11847,frugal hat,https://acnhcdn.com/latest/FtrIcon/CapHatSimple2.png,350,87,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple2.png,일 년 내내,심플한,메르헨#호러,Blue-gray,Yes,NA
게이샤 머리,5695,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya0.png,NFS,1350,죠니,,빨간색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya0.png,일 년 내내,귀여운,스테이지#비즈니스,Red,No,NA
게이샤 머리,9741,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya1.png,NFS,1350,죠니,,분홍색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya1.png,일 년 내내,귀여운,스테이지#비즈니스,Pink,No,NA
게이샤 머리,9742,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya2.png,NFS,1350,죠니,,주황색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya2.png,일 년 내내,귀여운,스테이지#비즈니스,Golden yellow,No,NA
게이샤 머리,9743,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya3.png,NFS,1350,죠니,,초록색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya3.png,일 년 내내,귀여운,스테이지#비즈니스,Green,No,NA
게이샤 머리,9744,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya4.png,NFS,1350,죠니,,파란색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya4.png,일 년 내내,귀여운,스테이지#비즈니스,Blue,No,NA
게이샤 머리,9745,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya5.png,NFS,1350,죠니,,보라색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya5.png,일 년 내내,귀여운,스테이지#비즈니스,Purple,No,NA
게이샤 머리,9746,geisha wig,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya6.png,NFS,1350,죠니,,검정색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya6.png,일 년 내내,귀여운,스테이지#비즈니스,Black,No,NA
커다란 리본,9861,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon0.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Red,Yes,NA
커다란 리본,12052,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon1.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon1.png,일 년 내내,귀여운,메르헨#파티#스테이지,Green,Yes,NA
커다란 리본,12053,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon2.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon2.png,일 년 내내,귀여운,메르헨#파티#스테이지,Blue,Yes,NA
커다란 리본,12054,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon3.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,노란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon3.png,일 년 내내,귀여운,메르헨#파티#스테이지,Yellow,Yes,NA
커다란 리본,12055,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon4.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,주황색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon4.png,일 년 내내,귀여운,메르헨#파티#스테이지,Orange,Yes,NA
커다란 리본,12056,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon5.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon5.png,일 년 내내,귀여운,메르헨#파티#스테이지,Pink,Yes,NA
커다란 리본,12057,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon6.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,하얀색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon6.png,일 년 내내,귀여운,메르헨#파티#스테이지,White,Yes,NA
커다란 리본,12058,giant ribbon,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon7.png,1470,367,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon7.png,일 년 내내,귀여운,메르헨#파티#스테이지,Black,Yes,NA
글렌개리,6049,glengarry,https://acnhcdn.com/latest/FtrIcon/CapHatGreeneryRed.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,검정색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatGreeneryRed.png,일 년 내내,우아한,포멀#비즈니스,Black,Yes,NA
골든 아머 헬멧,5346,gold helmet,https://acnhcdn.com/latest/FtrIcon/CapFullfaceKnightGold.png,NFS,50000,제작,,노란색,빨간색,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceKnightGold.png,일 년 내내,화려한,메르헨#호러,Gold,No,NA
골드 장미 화관,7378,gold rose crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose5.png,NFS,12000,제작,,노란색,노란색,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose5.png,일 년 내내,귀여운,메르헨#파티#바캉스,Gold,Yes,NA
헤드드레스,5683,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,보라색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress0.png,일 년 내내,우아한,메르헨#파티#스테이지,Purple,No,NA
헤드드레스,11897,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,검정색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress1.png,일 년 내내,우아한,메르헨#파티#스테이지,Black,No,NA
헤드드레스,11898,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,빨간색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress2.png,일 년 내내,우아한,메르헨#파티#스테이지,Red,No,NA
헤드드레스,11899,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress3.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,분홍색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress3.png,일 년 내내,우아한,메르헨#파티#스테이지,Pink,No,NA
헤드드레스,11900,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress4.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,파란색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress4.png,일 년 내내,우아한,메르헨#파티#스테이지,Blue,No,NA
헤드드레스,11901,gothic headdress,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress5.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,보라색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress5.png,일 년 내내,우아한,메르헨#파티#스테이지,Light purple,No,NA
포도 모자,5278,grape hat,https://acnhcdn.com/latest/FtrIcon/CapHatGrape.png,700,175,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatGrape.png,일 년 내내,귀여운,메르헨#파티#스테이지,Purple,Yes,NA
천사 링,6921,halo,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAAngel0.png,2220,555,에이블 시스터즈,에이블 시스터즈에만,노란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAAngel0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Gold,Yes,NA
수제 왕관,12576,handmade crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCChildren0.png,300,75,국제 어린이날,,빨간색,컬러풀,카탈로그 내 없음,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCChildren0.png,일 년 내내,활동적인,메르헨#스테이지,NA,Yes,NA
