nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Miles Price
마구 붙인 돌바닥,5233,slate flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSlate00.png,1380,345,너굴 상점,,회색,회색,구매가능,No,,NA
별빛 모래사장 바닥,7239,starry-sands flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSandStar00.png,NFS,7720,제작,,베이지색,하얀색,비매품,Yes,,NA
철판 바닥,4960,steel flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSteel00.png,NFS,5250,제작,,회색,회색,비매품,Yes,,NA
대리석 바닥,5069,stone tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarble00.png,3000,750,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
스트라이프 바닥,4963,stripe flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorStripe00.png,1200,300,너굴 상점,,컬러풀,회색,구매가능,No,,NA
씨름판,5013,sumo ring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorArena00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
진흙탕 바닥,5238,swamp flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBog00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
일본식 바닥,5039,tatami,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatami00.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
일본식 돗자리 바닥,5077,tatami flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatamiPanel00.png,2200,550,너굴 상점,,초록색,하얀색,구매가능,No,,NA
테라코타 타일 바닥,4971,terra-cotta flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileTerracotta00.png,1800,450,너굴 상점,,주황색,주황색,구매가능,No,,NA
호랑이 카펫 바닥,6848,tiger-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal03.png,1300,325,너굴 상점,,검정색,주황색,구매가능,No,,NA
승강장 바닥,5009,train-station flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPlatform00.png,3000,750,사하라,,베이지색,갈색,비매품,No,,NA
해저 바닥,5268,underwater flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorFishTank00.png,NFS,6600,제작,,파란색,하늘색,비매품,Yes,,NA
수면 바닥,5030,water flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorWater00.png,NFS,7200,제작,,하늘색,파란색,비매품,Yes,,NA
황야 바닥,4984,western desert,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorWilderness00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
하얀 육각 타일 바닥,5042,white honeycomb tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycomb03.png,1420,355,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 패턴 바닥,6843,white iron-parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquetIron03.png,2350,587,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 모자이크 타일 바닥,5020,white mosaic-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTile00.png,900,225,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
하얀 웨딩 바닥,12431,white wedding flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarbleTile00.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,NA
하얀 벽돌 바닥,4974,white-brick flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBrick00.png,1040,260,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
화이트 초콜릿 바닥,5052,white-chocolates flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorChocolate01.png,3000,750,사하라,,하얀색,베이지색,비매품,No,,NA
하얀 페인트 마룻바닥,5060,white-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood03.png,1040,260,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
풀꽃 카펫 바닥,5006,wildflower meadow,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGrassland01.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
옹이 무늬 마룻바닥,5049,wooden-knot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCedar00.png,780,195,너굴 상점,,갈색,갈색,구매가능,No,,NA
노란 꽃무늬 마룻바닥,5073,yellow floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDecoWood00.png,1520,380,너굴 상점,,노란색,노란색,구매가능,No,,NA
얼룩말 무늬 바닥,4962,zebra-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal02.png,1300,325,너굴 상점,,검정색,하얀색,구매가능,No,,NA
