nameKor	Internal ID	Name	Image	Buy	Sell	Source	Source Notes	Color 1	Color 2	Catalog	DIY	Size	Variant ID	Variation	Body Title	Pattern	Pattern Title	Kit Cost	Body Customize	Pattern Customize	Door Deco	Outdoor
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	분홍색	파란색	구매가능	No	1x1 	4_1	Pink		Blue bee	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	분홍색	검정색	구매가능	No	1x1 	4_2	Pink		B & W numeral	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	하얀색	컬러풀	구매가능	No	1x1 	5_0	Cream		Red lines	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	하얀색	파란색	구매가능	No	1x1 	5_1	Cream		Blue bee	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	하얀색	검정색	구매가능	No	1x1 	5_2	Cream		B & W numeral	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	보라색	컬러풀	구매가능	No	1x1 	6_0	Purple		Red lines	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	보라색	파란색	구매가능	No	1x1 	6_1	Purple		Blue bee	Clock face	1	No	Yes	No	No
다이너 네온 시계	4144	diner neon clock	https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	보라색	검정색	구매가능	No	1x1 	6_2	Purple		B & W numeral	Clock face	1	No	Yes	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	검정색	하얀색	구매가능	No	0.5x1 	0_0	Black					No	No	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	하얀색	하얀색	구매가능	No	0.5x1 	1_0	White					No	No	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	회색	하얀색	구매가능	No	0.5x1 	2_0	Silver					No	No	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	하늘색	하얀색	구매가능	No	0.5x1 	3_0	Green					No	No	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	빨간색	검정색	구매가능	No	0.5x1 	4_0	Red					No	No	No	No
양면 벽시계	4133	double-sided wall clock	https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png	1100	275	너굴 상점	증축 후 너굴상점의 일반 가구 영역	노란색	빨간색	구매가능	No	0.5x1 	5_0	Yellow					No	No	No	No
비상구	955	exit sign	https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png	810	202	너굴 상점	증축 전, 후 너굴상점의 가구 영역	초록색	하얀색	구매가능	No	1x0.5 	0_0	←					No	No	No	No
비상구	955	exit sign	https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png	810	202	너굴 상점	증축 전, 후 너굴상점의 가구 영역	초록색	하얀색	구매가능	No	1x0.5 	1_0	→					No	No	No	No
비상구	955	exit sign	https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png	810	202	너굴 상점	증축 전, 후 너굴상점의 가구 영역	빨간색	하얀색	구매가능	No	1x0.5 	2_0	Red exit					No	No	No	No
비상구	955	exit sign	https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png	810	202	너굴 상점	증축 전, 후 너굴상점의 가구 영역	검정색	초록색	구매가능	No	1x0.5 	3_0	← →					No	No	No	No
팬시 백합 리스	5677	fancy lily wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png	NFS	1200	제작		분홍색	노란색	비매품	Yes	1x1 							No	No	Yes	No
팬시 국화 리스	5749	fancy mum wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png	NFS	1200	제작		분홍색	빨간색	비매품	Yes	1x1 							No	No	Yes	No
팬시 장미 리스	5747	fancy rose wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png	NFS	1200	제작		분홍색	노란색	비매품	Yes	1x1 							No	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png	NFS	90	낚시대회		하늘색	하얀색	비매품	No	1x1 	0_0	Light blue	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png	NFS	90	낚시대회		빨간색	하얀색	비매품	No	1x1 	1_0	Red	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png	NFS	90	낚시대회		주황색	하얀색	비매품	No	1x1 	2_0	Orange	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png	NFS	90	낚시대회		노란색	하얀색	비매품	No	1x1 	3_0	Yellow	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png	NFS	90	낚시대회		초록색	하얀색	비매품	No	1x1 	4_0	Green	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png	NFS	90	낚시대회		보라색	하얀색	비매품	No	1x1 	5_0	Blue	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png	NFS	90	낚시대회		검정색	하얀색	비매품	No	1x1 	6_0	Black	Color			1	Yes	No	Yes	No
물고기 문패	4764	fish doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png	NFS	90	낚시대회		회색	하얀색	비매품	No	1x1 	7_0	Gray	Color			1	Yes	No	Yes	No
물고기 벽장식	12486	fish plaque	https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png	1200	300	국제 박물관의 날	물고기 스탬프 랠리 보상	노란색	갈색	비매품	No	1x1	0_0						No	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	0_0	Giant trevally	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png	NFS	700	낚시대회		빨간색	컬러풀	비매품	No	2x1 	1_0	Red snapper	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	2_0	Blue marlin	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	3_0	Squid	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	4_0	Black bass	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	5_0	Carp	Variation			1	Yes	No	No	No
어탁	3699	fish print	https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png	NFS	700	낚시대회		검정색	하얀색	비매품	No	2x1 	6_0	Giant snakehead	Variation			1	Yes	No	No	No
풍어기	3583	fishing-boat flag	https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png	2200	550	너굴 상점	증축 전, 후 너굴상점의 가구 영역	컬러풀	노란색	구매가능	No	2x1.5 	0_0	Nintenmaru - Big Catch					No	No	No	No
풍어기	3583	fishing-boat flag	https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png	2200	550	너굴 상점	증축 전, 후 너굴상점의 가구 영역	컬러풀	노란색	구매가능	No	2x1.5 	1_0	Tsurukamemaru - Longevity					No	No	No	No
풍어기	3583	fishing-boat flag	https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png	2200	550	너굴 상점	증축 전, 후 너굴상점의 가구 영역	컬러풀	노란색	구매가능	No	2x1.5 	2_0	Marufukumaru - Bounty					No	No	No	No
풍어기	3583	fishing-boat flag	https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png	2200	550	너굴 상점	증축 전, 후 너굴상점의 가구 영역	컬러풀	노란색	구매가능	No	2x1.5 	3_0	Uomasamaru III - Launch					No	No	No	No
벽걸이 드라이플라워	4027	floral swag	https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png	NFS	200	제작		노란색	하늘색	비매품	Yes	1x1 	0_0	Yellow	Color			1	Yes	No	No	No
벽걸이 드라이플라워	4027	floral swag	https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png	NFS	200	제작		분홍색	초록색	비매품	Yes	1x1 	1_0	Pink	Color			1	Yes	No	No	No
벽걸이 드라이플라워	4027	floral swag	https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png	NFS	200	제작		보라색	초록색	비매품	Yes	1x1 	2_0	Blue	Color			1	Yes	No	No	No
벽걸이 드라이플라워	4027	floral swag	https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png	NFS	200	제작		하얀색	노란색	비매품	Yes	1x1 	3_0	White	Color			1	Yes	No	No	No
벽걸이 드라이플라워	4027	floral swag	https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png	NFS	200	제작		컬러풀	초록색	비매품	Yes	1x1 	4_0	Colorful	Color			1	Yes	No	No	No
표창장	4099	formal paper	https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png	620	155	너굴 상점	증축 전, 후 너굴상점의 가구 영역	베이지색	주황색	구매가능	No	1x1 	0_0	Brown					No	No	No	No
표창장	4099	formal paper	https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png	620	155	너굴 상점	증축 전, 후 너굴상점의 가구 영역	하얀색	노란색	구매가능	No	1x1 	1_0	Light brown					No	No	No	No
표창장	4099	formal paper	https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png	620	155	너굴 상점	증축 전, 후 너굴상점의 가구 영역	베이지색	갈색	구매가능	No	1x1 	2_0	Dark brown					No	No	No	No
화석 문패	5719	fossil doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png	NFS	500	제작		회색	베이지색	비매품	Yes	1x1 	0_0	Gray	Color			1	Yes	No	Yes	No
화석 문패	5719	fossil doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png	NFS	500	제작		파란색	베이지색	비매품	Yes	1x1 	1_0	Blue	Color			1	Yes	No	Yes	No
화석 벽장식	12484	fossil plaque	https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png	1200	300	국제 박물관의 날	화석 스탬프 랠리 보상	노란색	갈색	비매품	No	1x1	0_0						No	No	No	No
과일 리스	4378	fruit wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png	NFS	2000	제작		컬러풀	컬러풀	비매품	Yes	1x1 							No	No	Yes	No
톱니바퀴	7280	gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	회색	회색	구매가능	No	2x1 	0_0	Silver					No	No	No	No
톱니바퀴	7280	gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	갈색	갈색	구매가능	No	2x1 	1_0	Copper					No	No	No	No
톱니바퀴	7280	gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	검정색	검정색	구매가능	No	2x1 	2_0	Black					No	No	No	No
톱니바퀴	7280	gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	컬러풀	컬러풀	구매가능	No	2x1 	3_0	Colorful					No	No	No	No
톱니바퀴	7280	gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png	1500	375	너굴 상점	증축 후 너굴상점의 일반 가구 영역	갈색	베이지색	구매가능	No	2x1 	4_0	Wooden					No	No	No	No
아카데미 금 상패	7035	gold HHA plaque	https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png	NFS	450	해피 홈 아카데미		갈색	노란색	비매품	No	1x1 							No	No	No	No
금장미 리스	5820	gold rose wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png	NFS	20000	제작		노란색	노란색	비매품	Yes	1x1 							No	No	Yes	No
황금 톱니바퀴	11261	golden gears	https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png	NFS	11125	제작		노란색	노란색	비매품	Yes	2x1 							No	No	No	No
메뚜기 머리 벽장식	11099	grasshopper-head model	https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png	1400	350	너굴 상점	증축 후 너굴상점의 일반 가구 영역	초록색	초록색	구매가능	No	1x1 							No	No	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	초록색	하얀색	구매가능	No	1x2 	0_0	Green		Calligraphy	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	초록색	회색	구매가능	No	1x2 	0_1	Green		Mountains	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	초록색	주황색	구매가능	No	1x2 	0_2	Green		Fish	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	초록색	주황색	구매가능	No	1x2 	0_3	Green		Bird	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	초록색	베이지색	구매가능	No	1x2 	0_4	Green		Flower	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	하얀색	구매가능	No	1x2 	1_0	Brown		Calligraphy	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	회색	구매가능	No	1x2 	1_1	Brown		Mountains	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	주황색	구매가능	No	1x2 	1_2	Brown		Fish	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	주황색	구매가능	No	1x2 	1_3	Brown		Bird	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	베이지색	구매가능	No	1x2 	1_4	Brown		Flower	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	분홍색	하얀색	구매가능	No	1x2 	2_0	Pink		Calligraphy	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	분홍색	회색	구매가능	No	1x2 	2_1	Pink		Mountains	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	분홍색	주황색	구매가능	No	1x2 	2_2	Pink		Fish	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	분홍색	주황색	구매가능	No	1x2 	2_3	Pink		Bird	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	분홍색	베이지색	구매가능	No	1x2 	2_4	Pink		Flower	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	하늘색	하얀색	구매가능	No	1x2 	3_0	Blue		Calligraphy	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	하늘색	회색	구매가능	No	1x2 	3_1	Blue		Mountains	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_2.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	하늘색	주황색	구매가능	No	1x2 	3_2	Blue		Fish	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_3.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	하늘색	주황색	구매가능	No	1x2 	3_3	Blue		Bird	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_4.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	하늘색	베이지색	구매가능	No	1x2 	3_4	Blue		Flower	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_0.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	보라색	하얀색	구매가능	No	1x2 	4_0	Purple		Calligraphy	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_1.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	보라색	회색	구매가능	No	1x2 	4_1	Purple		Mountains	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_2.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	보라색	주황색	구매가능	No	1x2 	4_2	Purple		Fish	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_3.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	보라색	주황색	구매가능	No	1x2 	4_3	Purple		Bird	Design	7	No	Yes	No	No
족자	7282	hanging scroll	https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_4.png	140000	35000	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	보라색	베이지색	구매가능	No	1x2 	4_4	Purple		Flower	Design	7	No	Yes	No	No
행잉 테라리움	3775	hanging terrarium	https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png	NFS	3240	제작		검정색	초록색	비매품	Yes	1x1.5 	0_0	Black	Frame			5	Yes	No	No	No
행잉 테라리움	3775	hanging terrarium	https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_1_0.png	NFS	3240	제작		갈색	초록색	비매품	Yes	1x1.5 	1_0	Gold	Frame			5	Yes	No	No	No
행잉 테라리움	3775	hanging terrarium	https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_2_0.png	NFS	3240	제작		갈색	초록색	비매품	Yes	1x1.5 	2_0	Brown	Frame			5	Yes	No	No	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_0_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	분홍색	하얀색	구매가능	No	1x1 	0_0	Pink					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_1_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	회색	하늘색	구매가능	No	1x1 	1_0	Blue					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_2_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	검정색	하얀색	구매가능	No	1x1 	2_0	Monotone					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_3_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	파란색	하늘색	구매가능	No	1x1 	3_0	Light blue					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_4_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	초록색	초록색	구매가능	No	1x1 	4_0	Green					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_5_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	주황색	주황색	구매가능	No	1x1 	5_0	Orange					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_6_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	빨간색	빨간색	구매가능	No	1x1 	6_0	Red					No	No	Yes	No
하트 문패	5309	heart doorplate	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_7_0.png	600	150	너굴 상점	증축 전, 후 너굴상점의 가구 영역	보라색	보라색	구매가능	No	1x1 	7_0	Purple					No	No	Yes	No
아카데미 페넌트	7040	HHA pennant	https://acnhcdn.com/latest/FtrIcon/FtrPenantHha.png	NFS	375	해피 홈 아카데미		파란색	노란색	비매품	No	1x1.5 							No	No	No	No
히아신스 리스	5468	hyacinth wreath	https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinth.png	NFS	720	제작		빨간색	하얀색	비매품	Yes	1x1 							No	No	Yes	No
오리엔탈 쉘프	3970	imperial decorative shelves	https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png	8500	2125	너굴 상점	증축 후 너굴상점의 일반 가구 영역	빨간색	빨간색	구매가능	No	2x1.5 	0_0	Red					No	No	No	No
오리엔탈 쉘프	3970	imperial decorative shelves	https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_1_0.png	8500	2125	너굴 상점	증축 후 너굴상점의 일반 가구 영역	파란색	파란색	구매가능	No	2x1.5 	1_0	Blue					No	No	No	No
오리엔탈 쉘프	3970	imperial decorative shelves	https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_2_0.png	8500	2125	너굴 상점	증축 후 너굴상점의 일반 가구 영역	갈색	갈색	구매가능	No	2x1.5 	2_0	Brown					No	No	No	No
오리엔탈 쉘프	3970	imperial decorative shelves	https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_3_0.png	8500	2125	너굴 상점	증축 후 너굴상점의 일반 가구 영역	검정색	검정색	구매가능	No	2x1.5 	3_0	Black					No	No	No	No
중국풍 랜턴	8415	imperial dining lantern	https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_0_0.png	19000	4750	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	노란색	빨간색	구매가능	No	1x1.5 	0_0	Gold					No	No	No	No
중국풍 랜턴	8415	imperial dining lantern	https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_1_0.png	19000	4750	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	검정색	빨간색	구매가능	No	1x1.5 	1_0	Black					No	No	No	No
중국풍 랜턴	8415	imperial dining lantern	https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_2_0.png	19000	4750	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	파란색	빨간색	구매가능	No	1x1.5 	2_0	Blue					No	No	No	No
중국풍 랜턴	8415	imperial dining lantern	https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_3_0.png	19000	4750	너굴 상점	증축 후 너굴상점의 세 번째 가구 영역	빨간색	노란색	구매가능	No	1x1.5 	3_0	Red					No	No	No	No
