nameKor	Internal ID	Name	Image	Buy	Sell	Source	Source Notes	Color 1	Color 2	Catalog	DIY	Size	Variant ID	Variation	Body Title	Pattern	Pattern Title	Kit Cost	Customize
팬타의 사진	6782	Chester's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr15_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
팬타의 사진	6782	Chester's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr15_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
팬타의 사진	6782	Chester's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr15_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
팬타의 사진	6782	Chester's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr15_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
팬타의 사진	6782	Chester's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr15_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
윤이의 사진	6503	Chevre's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGoa00_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
대장의 사진	6731	Chief's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol00_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
돈후앙의 사진	6657	Chops's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
츄양의 사진	6438	Chow's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
크리스틴의 사진	6676	Chrissy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
비니거의 사진	6674	Claude's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
신디의 사진	6729	Claudia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
햄둥의 사진	6527	Clay's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
아이소토프의 사진	6546	Cleo's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
마철이의 사진	6550	Clyde's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
철소의 사진	6742	Coach's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
박사의 사진	6652	Cobb's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
이요의 사진	6664	Coco's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
아마민의 사진	6681	Cole's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
안소니의 사진	6551	Colton's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs11_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
안소니의 사진	6551	Colton's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs11_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
