nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,Body Customize,Pattern Customize,Miles Price,Outdoor
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_0_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,파란색,노란색,구매가능,No,2x1,0_0,Blue,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_1_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,분홍색,분홍색,구매가능,No,2x1,1_0,Pink,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_2_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,하늘색,구매가능,No,2x1,2_0,Red,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_3_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,하늘색,하얀색,구매가능,No,2x1,3_0,Light blue,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_4_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,노란색,주황색,구매가능,No,2x1,4_0,Yellow,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_5_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,하얀색,분홍색,구매가능,No,2x1,5_0,White,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_6_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,회색,분홍색,구매가능,No,2x1,6_0,Gray,NA,NA,NA,NA,No,No,NA,No
코끼리 미끄럼틀,86,elephant slide,https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_7_0.png,4200,1050,너굴상점,증축 전#후 너굴상점의 가구 영역,검정색,주황색,구매가능,No,2x1,7_0,Black,NA,NA,NA,NA,No,No,NA,No
짐 볼,1598,exercise ball,https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_0_0.png,1100,275,너굴상점,증축 전#후 너굴상점의 가구 영역,파란색,파란색,구매가능,No,1x1,0_0,Blue,NA,NA,NA,NA,No,No,NA,No
짐 볼,1598,exercise ball,https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_1_0.png,1100,275,너굴상점,증축 전#후 너굴상점의 가구 영역,분홍색,분홍색,구매가능,No,1x1,1_0,Pink,NA,NA,NA,NA,No,No,NA,No
짐 볼,1598,exercise ball,https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_2_0.png,1100,275,너굴상점,증축 전#후 너굴상점의 가구 영역,하얀색,하얀색,구매가능,No,1x1,2_0,White,NA,NA,NA,NA,No,No,NA,No
짐 볼,1598,exercise ball,https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_3_0.png,1100,275,너굴상점,증축 전#후 너굴상점의 가구 영역,검정색,검정색,구매가능,No,1x1,3_0,Black,NA,NA,NA,NA,No,No,NA,No
짐 볼,1598,exercise ball,https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_4_0.png,1100,275,너굴상점,증축 전#후 너굴상점의 가구 영역,노란색,노란색,구매가능,No,1x1,4_0,Gold,NA,NA,NA,NA,No,No,NA,No
자전거 머신,287,exercise bike,https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_0_0.png,4800,1200,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,회색,구매가능,No,1x1,0_0,Black,NA,NA,NA,NA,No,No,NA,No
자전거 머신,287,exercise bike,https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_1_0.png,4800,1200,너굴상점,증축 후 너굴상점의 일반 가구 영역,빨간색,검정색,구매가능,No,1x1,1_0,Red,NA,NA,NA,NA,No,No,NA,No
자전거 머신,287,exercise bike,https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_2_0.png,4800,1200,너굴상점,증축 후 너굴상점의 일반 가구 영역,노란색,검정색,구매가능,No,1x1,2_0,Yellow,NA,NA,NA,NA,No,No,NA,No
자전거 머신,287,exercise bike,https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_3_0.png,4800,1200,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,검정색,구매가능,No,1x1,3_0,White,NA,NA,NA,NA,No,No,NA,No
선풍기,3820,fan,https://acnhcdn.com/latest/FtrIcon/FtrFan_Remake_0_0.png,1700,425,너굴상점,증축 전#후 너굴상점의 가구 영역,하얀색,하얀색,구매가능,No,1x1,0_0,White,NA,NA,NA,NA,No,No,NA,No
선풍기,3820,fan,https://acnhcdn.com/latest/FtrIcon/FtrFan_Remake_1_0.png,1700,425,너굴상점,증축 전#후 너굴상점의 가구 영역,검정색,검정색,구매가능,No,1x1,1_0,Black,NA,NA,NA,NA,No,No,NA,No
선풍기,3820,fan,https://acnhcdn.com/latest/FtrIcon/FtrFan_Remake_2_0.png,1700,425,너굴상점,증축 전#후 너굴상점의 가구 영역,하늘색,하늘색,구매가능,No,1x1,2_0,Light blue,NA,NA,NA,NA,No,No,NA,No
선풍기,3820,fan,https://acnhcdn.com/latest/FtrIcon/FtrFan_Remake_3_0.png,1700,425,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,빨간색,구매가능,No,1x1,3_0,Pink,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_0_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,검정색,초록색,구매가능,No,1x1,0_0,Black,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_1_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,하얀색,초록색,구매가능,No,1x1,1_0,White,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_2_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,초록색,구매가능,No,1x1,2_0,Brown,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_3_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,파란색,초록색,구매가능,No,1x1,3_0,Blue,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_4_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,초록색,초록색,구매가능,No,1x1,4_0,Green,NA,NA,NA,NA,No,No,NA,No
아레카야자,1288,fan palm,https://acnhcdn.com/latest/FtrIcon/FtrPlantYamadoriyashi_Remake_5_0.png,1200,300,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,초록색,구매가능,No,1x1,5_0,Red,NA,NA,NA,NA,No,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_0_0.png,NFS,1400,제작,,초록색,컬러풀,비매품,Yes,1x1,0_0,Colorful,Design,NA,NA,2,Yes,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_1_0.png,NFS,1400,제작,,초록색,파란색,비매품,Yes,1x1,1_0,Blue,Design,NA,NA,2,Yes,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_2_0.png,NFS,1400,제작,,초록색,빨간색,비매품,Yes,1x1,2_0,Red,Design,NA,NA,2,Yes,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_3_0.png,NFS,1400,제작,,분홍색,빨간색,비매품,Yes,1x1,3_0,Pink,Design,NA,NA,2,Yes,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_4_0.png,NFS,1400,제작,,초록색,노란색,비매품,Yes,1x1,4_0,Gold,Design,NA,NA,2,Yes,No,NA,No
귀여운 크리스마스트리,3991,festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasS_Remake_5_0.png,NFS,1400,제작,,하얀색,회색,비매품,Yes,1x1,5_0,White,Design,NA,NA,2,Yes,No,NA,No
야외용 화덕,4100,fire pit,https://acnhcdn.com/latest/FtrIcon/FtrFirepit.png,96000,24000,너굴상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,검정색,구매가능,No,1.5x1.5,NA,NA,NA,NA,NA,NA,No,No,NA,Yes
난로,742,fireplace,https://acnhcdn.com/latest/FtrIcon/FtrFireplace_Remake_0_0.png,5900,1475,너굴상점,증축 전#후 너굴상점의 가구 영역,주황색,갈색,구매가능,No,2x1,0_0,Red,NA,NA,NA,NA,No,No,NA,No
난로,742,fireplace,https://acnhcdn.com/latest/FtrIcon/FtrFireplace_Remake_1_0.png,5900,1475,너굴상점,증축 전#후 너굴상점의 가구 영역,갈색,갈색,구매가능,No,2x1,1_0,Dark brown,NA,NA,NA,NA,No,No,NA,No
난로,742,fireplace,https://acnhcdn.com/latest/FtrIcon/FtrFireplace_Remake_2_0.png,5900,1475,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,베이지색,구매가능,No,2x1,2_0,Beige,NA,NA,NA,NA,No,No,NA,No
난로,742,fireplace,https://acnhcdn.com/latest/FtrIcon/FtrFireplace_Remake_3_0.png,5900,1475,너굴상점,증축 전#후 너굴상점의 가구 영역,하얀색,회색,구매가능,No,2x1,3_0,White,NA,NA,NA,NA,No,No,NA,No
생선 건조대,3581,fish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDriedfish_Remake_0_0.png,NFS,750,낚시대회,,갈색,베이지색,비매품,No,2x1,0_0,Fish,Variation,NA,NA,1,Yes,No,NA,Yes
생선 건조대,3581,fish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDriedfish_Remake_1_0.png,NFS,750,낚시대회,,노란색,베이지색,비매품,No,2x1,1_0,Squid,Variation,NA,NA,1,Yes,No,NA,Yes
생선 건조대,3581,fish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDriedfish_Remake_2_0.png,NFS,750,낚시대회,,주황색,베이지색,비매품,No,2x1,2_0,Octopus,Variation,NA,NA,1,Yes,No,NA,Yes
낚싯대 스탠드,3587,fishing-rod stand,https://acnhcdn.com/latest/FtrIcon/FtrRodstand_Remake_0_0.png,NFS,300,낚시대회,,노란색,검정색,비매품,No,1x1,0_0,Natural,Variation,NA,NA,1,Yes,No,NA,No
낚싯대 스탠드,3587,fishing-rod stand,https://acnhcdn.com/latest/FtrIcon/FtrRodstand_Remake_1_0.png,NFS,300,낚시대회,,노란색,검정색,비매품,No,1x1,1_0,White,Variation,NA,NA,1,Yes,No,NA,No
낚싯대 스탠드,3587,fishing-rod stand,https://acnhcdn.com/latest/FtrIcon/FtrRodstand_Remake_2_0.png,NFS,300,낚시대회,,검정색,검정색,비매품,No,1x1,2_0,Black,Variation,NA,NA,1,Yes,No,NA,No
화환,1243,flashy-flower sign,https://acnhcdn.com/latest/FtrIcon/FtrWreath_Remake_0_0.png,1800,450,너굴상점,증축 후 너굴상점의 일반 가구 영역,빨간색,컬러풀,구매가능,No,1x1,0_0,Pop,NA,NA,NA,NA,No,No,NA,Yes
화환,1243,flashy-flower sign,https://acnhcdn.com/latest/FtrIcon/FtrWreath_Remake_1_0.png,1800,450,너굴상점,증축 후 너굴상점의 일반 가구 영역,빨간색,하얀색,구매가능,No,1x1,1_0,Cute,NA,NA,NA,NA,No,No,NA,Yes
화환,1243,flashy-flower sign,https://acnhcdn.com/latest/FtrIcon/FtrWreath_Remake_2_0.png,1800,450,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,보라색,구매가능,No,1x1,2_0,Elegant,NA,NA,NA,NA,No,No,NA,Yes
낮은 바위,12206,flat garden rock,https://acnhcdn.com/latest/FtrIcon/FtrGardenrockLow.png,NFS,3000,제작,,회색,회색,비매품,Yes,2x1,NA,NA,NA,NA,NA,NA,No,No,NA,Yes
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_0.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,하얀색,구매가능,No,1x1,0_0,Natural,NA,White,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_1.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,회색,구매가능,No,1x1,0_1,Natural,NA,Gray,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_2.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,분홍색,구매가능,No,1x1,0_2,Natural,NA,Pink,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_3.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,하늘색,구매가능,No,1x1,0_3,Natural,NA,Light blue,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_4.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,노란색,구매가능,No,1x1,0_4,Natural,NA,Yellow design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_5.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,초록색,구매가능,No,1x1,0_5,Natural,NA,Green design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_6.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,빨간색,구매가능,No,1x1,0_6,Natural,NA,Orange design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_7.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,베이지색,파란색,구매가능,No,1x1,0_7,Natural,NA,Navy design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_0.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,하얀색,구매가능,No,1x1,1_0,Brown,NA,White,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_1.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,회색,구매가능,No,1x1,1_1,Brown,NA,Gray,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_2.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,분홍색,구매가능,No,1x1,1_2,Brown,NA,Pink,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_3.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,하늘색,구매가능,No,1x1,1_3,Brown,NA,Light blue,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_4.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,노란색,구매가능,No,1x1,1_4,Brown,NA,Yellow design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_5.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,초록색,구매가능,No,1x1,1_5,Brown,NA,Green design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_6.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,빨간색,구매가능,No,1x1,1_6,Brown,NA,Orange design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_1_7.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,갈색,파란색,구매가능,No,1x1,1_7,Brown,NA,Navy design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_0.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,하얀색,구매가능,No,1x1,2_0,White,NA,White,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_1.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,회색,구매가능,No,1x1,2_1,White,NA,Gray,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_2.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,분홍색,구매가능,No,1x1,2_2,White,NA,Pink,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_3.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,하늘색,구매가능,No,1x1,2_3,White,NA,Light blue,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_4.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,노란색,구매가능,No,1x1,2_4,White,NA,Yellow design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_5.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,초록색,구매가능,No,1x1,2_5,White,NA,Green design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_6.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,빨간색,구매가능,No,1x1,2_6,White,NA,Orange design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_2_7.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,파란색,구매가능,No,1x1,2_7,White,NA,Navy design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_0.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,하얀색,구매가능,No,1x1,3_0,Black,NA,White,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_1.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,회색,구매가능,No,1x1,3_1,Black,NA,Gray,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_2.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,분홍색,구매가능,No,1x1,3_2,Black,NA,Pink,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_3.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,하늘색,구매가능,No,1x1,3_3,Black,NA,Light blue,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_4.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,노란색,구매가능,No,1x1,3_4,Black,NA,Yellow design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_5.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,초록색,구매가능,No,1x1,3_5,Black,NA,Green design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_6.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,빨간색,구매가능,No,1x1,3_6,Black,NA,Orange design,Lampshade,1,No,Yes,NA,No
플로어 스탠드,2561,floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_3_7.png,1400,350,너굴상점,증축 후 너굴상점의 일반 가구 영역,검정색,파란색,구매가능,No,1x1,3_7,Black,NA,Navy design,Lampshade,1,No,Yes,NA,No
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_0_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,하얀색,하얀색,구매가능,No,1x1,0_0,White,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_1_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,주황색,주황색,구매가능,No,1x1,1_0,Orange,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_2_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,빨간색,빨간색,구매가능,No,1x1,2_0,Red,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_3_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,분홍색,분홍색,구매가능,No,1x1,3_0,Pink,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_4_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,주황색,주황색,구매가능,No,1x1,4_0,Purple,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_5_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,파란색,파란색,구매가능,No,1x1,5_0,Blue,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_6_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,하늘색,하늘색,구매가능,No,1x1,6_0,Light blue,NA,NA,NA,NA,No,No,NA,Yes
바닥 조명,7135,floor light,https://acnhcdn.com/latest/FtrIcon/FtrGrandlight_Remake_7_0.png,2200,550,너굴상점,증축 후 너굴상점의 일반 가구 영역,초록색,초록색,구매가능,No,1x1,7_0,Green,NA,NA,NA,NA,No,No,NA,Yes
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_0_0.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,갈색,초록색,구매가능,No,1x1,0_0,Natural,NA,Pale grass green,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_0_1.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,갈색,노란색,구매가능,No,1x1,0_1,Natural,NA,Mustard yellow,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_0_2.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,갈색,분홍색,구매가능,No,1x1,0_2,Natural,NA,Peach,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_0_3.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,갈색,파란색,구매가능,No,1x1,0_3,Natural,NA,Deep blue,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_1_0.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,초록색,구매가능,No,1x1,1_0,Light wood,NA,Pale grass green,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_1_1.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,노란색,구매가능,No,1x1,1_1,Light wood,NA,Mustard yellow,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_1_2.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,분홍색,구매가능,No,1x1,1_2,Light wood,NA,Peach,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_1_3.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,베이지색,파란색,구매가능,No,1x1,1_3,Light wood,NA,Deep blue,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_2_0.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,초록색,구매가능,No,1x1,2_0,Dark wood,NA,Pale grass green,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_2_1.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,노란색,구매가능,No,1x1,2_1,Dark wood,NA,Mustard yellow,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_2_2.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,분홍색,구매가능,No,1x1,2_2,Dark wood,NA,Peach,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_2_3.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,빨간색,파란색,구매가능,No,1x1,2_3,Dark wood,NA,Deep blue,Cushion,1,No,Yes,NA,No
좌식 의자,3622,floor seat,https://acnhcdn.com/latest/FtrIcon/FtrFloorchair_Remake_3_0.png,730,182,너굴상점,증축 전#후 너굴상점의 가구 영역,검정색,초록색,구매가능,No,1x1,3_0,Black,NA,Pale grass green,Cushion,1,No,Yes,NA,No
