nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize
팩스,4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_3_3.png,1500,375,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,White,For sale,No,1x1,3_3,Black,NA,Written note,Printout,1,office,None,None,None,No,Yes
축제 팽이,12230,festive top set,https://acnhcdn.com/latest/FtrIcon/FtrFestivaltop.png,NFS,320,Crafting,,Colorful,Red,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,party,fancy,festive,None,No,No
영사기,3963,film projector,https://acnhcdn.com/latest/FtrIcon/FtrProjector.png,2400,600,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,NA,NA,NA,NA,NA,NA,facility,None,None,None,No,No
반디 모형,7065,firefly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHotaruToy.png,NFS,900,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
장작,5970,firewood,https://acnhcdn.com/latest/FtrIcon/FtrFirewood.png,NFS,960,Crafting,,Brown,Beige,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,garage,garden,None,None,No,No
벼룩 모형,5935,flea model,https://acnhcdn.com/latest/FtrIcon/FtrInsectNomiToy.png,NFS,210,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
비오톱,4094,floating-biotope planter,https://acnhcdn.com/latest/FtrIcon/FtrBiotope_Remake_0_0.png,1600,400,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Brown,Green,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,living room,garden,None,None,No,No
비오톱,4094,floating-biotope planter,https://acnhcdn.com/latest/FtrIcon/FtrBiotope_Remake_1_0.png,1600,400,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Blue,Green,For sale,No,1x1,1_0,Artistic,NA,NA,NA,NA,living room,garden,None,None,No,No
비오톱,4094,floating-biotope planter,https://acnhcdn.com/latest/FtrIcon/FtrBiotope_Remake_2_0.png,1600,400,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,White,Green,For sale,No,1x1,2_0,White,NA,NA,NA,NA,living room,garden,None,None,No,No
비오톱,4094,floating-biotope planter,https://acnhcdn.com/latest/FtrIcon/FtrBiotope_Remake_3_0.png,1600,400,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Black,Green,For sale,No,1x1,3_0,Black,NA,NA,NA,NA,living room,garden,None,None,No,No
플로어 사인,7260,floor sign,https://acnhcdn.com/latest/FtrIcon/FtrSafetycone_Remake_0_0.png,890,222,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Red,For sale,No,1x1,0_0,Warning,NA,NA,NA,NA,garage,facility,None,None,No,No
플로어 사인,7260,floor sign,https://acnhcdn.com/latest/FtrIcon/FtrSafetycone_Remake_1_0.png,890,222,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Red,For sale,No,1x1,1_0,Stop,NA,NA,NA,NA,garage,facility,None,None,No,No
플로어 사인,7260,floor sign,https://acnhcdn.com/latest/FtrIcon/FtrSafetycone_Remake_2_0.png,890,222,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Red,For sale,No,1x1,2_0,No Entry,NA,NA,NA,NA,garage,facility,None,None,No,No
플로어 사인,7260,floor sign,https://acnhcdn.com/latest/FtrIcon/FtrSafetycone_Remake_3_0.png,890,222,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Red,For sale,No,1x1,3_0,Slippery,NA,NA,NA,NA,garage,facility,None,None,No,No
플로어 사인,7260,floor sign,https://acnhcdn.com/latest/FtrIcon/FtrSafetycone_Remake_4_0.png,890,222,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Red,For sale,No,1x1,4_0,No Parking,NA,NA,NA,NA,garage,facility,None,None,No,No
파리 모형,7060,fly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHaeToy.png,NFS,180,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
럭비공,4381,football,https://acnhcdn.com/latest/FtrIcon/FtrFootball.png,400,100,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,White,For sale,No,1x1,NA,NA,NA,NA,NA,NA,fitness,school,None,None,No,No
초롱아귀 모형,6940,football fish model,https://acnhcdn.com/latest/FtrIcon/FtrFishChouchinankouToy.png,NFS,7500,C.J.,Trade 3 fish to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
운세 세트,3961,fortune-telling set,https://acnhcdn.com/latest/FtrIcon/FtrPsychicset_Remake_0_0.png,1000,250,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Purple,For sale,No,1x1,0_0,Purple,NA,NA,NA,NA,child's room,horror,None,None,No,No
운세 세트,3961,fortune-telling set,https://acnhcdn.com/latest/FtrIcon/FtrPsychicset_Remake_1_0.png,1000,250,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Purple,Black,For sale,No,1x1,1_0,Black,NA,NA,NA,NA,child's room,horror,None,None,No,No
아로마 디퓨저,8418,fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_0_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Beige,For sale,No,1x1,0_0,White,NA,NA,NA,NA,living room,None,None,None,No,No
아로마 디퓨저,8418,fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_1_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Brown,For sale,No,1x1,1_0,Yellow,NA,NA,NA,NA,living room,None,None,None,No,No
아로마 디퓨저,8418,fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_2_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Pink,For sale,No,1x1,2_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No
아로마 디퓨저,8418,fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_3_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,3_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No
아로마 디퓨저,8418,fragrance diffuser,https://acnhcdn.com/latest/FtrIcon/FtrAromadiffuser_Remake_4_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Black,For sale,No,1x1,4_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No
아로마 스틱,10244,fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_0_0.png,830,207,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Beige,For sale,No,1x1,0_0,Green,NA,NA,NA,NA,living room,fancy,None,None,No,No
아로마 스틱,10244,fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_1_0.png,830,207,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Beige,For sale,No,1x1,1_0,Blue,NA,NA,NA,NA,living room,fancy,None,None,No,No
아로마 스틱,10244,fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_2_0.png,830,207,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,Beige,For sale,No,1x1,2_0,Brown,NA,NA,NA,NA,living room,fancy,None,None,No,No
아로마 스틱,10244,fragrance sticks,https://acnhcdn.com/latest/FtrIcon/FtrAromastick_Remake_3_0.png,830,207,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Beige,For sale,No,1x1,3_0,Black,NA,NA,NA,NA,living room,fancy,None,None,No,No
동사리 모형,6946,freshwater goby model,https://acnhcdn.com/latest/FtrIcon/FtrFishDonkoToy.png,NFS,1200,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
개구리 모형,6962,frog model,https://acnhcdn.com/latest/FtrIcon/FtrFishKaeruToy.png,NFS,360,C.J.,Trade 3 fish to receive a model in the mail the next day,Green,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png,NFS,5400,Crafting,,Light blue,Beige,Not for sale,Yes,1x1,0_0,Soda,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_1_0.png,NFS,5400,Crafting,,Light blue,Beige,Not for sale,Yes,1x1,1_0,Vanilla & chocolate,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_2_0.png,NFS,5400,Crafting,,Light blue,Yellow,Not for sale,Yes,1x1,2_0,Citrus,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_3_0.png,NFS,5400,Crafting,,Light blue,Colorful,Not for sale,Yes,1x1,3_0,Berry,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_4_0.png,NFS,5400,Crafting,,Light blue,Colorful,Not for sale,Yes,1x1,4_0,Kiwifruit,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
막대 아이스크림,4279,frozen-treat set,https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_5_0.png,NFS,5400,Crafting,,Light blue,Colorful,Not for sale,Yes,1x1,5_0,Chocolate mint,Flavor,NA,NA,7,freezing cold,child's room,frozen,None,Yes,No
과일 바구니,975,fruit basket,https://acnhcdn.com/latest/FtrIcon/FtrFruitbasket.png,NFS,1000,Crafting,,Colorful,Beige,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,kitchen,fancy,fruits,None,No,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_0_0.png,NFS,1500,Crafting,,Black,Black,Not for sale,Yes,1x1,0_0,Empty,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_1_0.png,NFS,1500,Crafting,,Black,Green,Not for sale,Yes,1x1,1_0,Veggie sauté,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_2_0.png,NFS,1500,Crafting,,Black,Beige,Not for sale,Yes,1x1,2_0,Pasta,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_3_0.png,NFS,1500,Crafting,,Black,Red,Not for sale,Yes,1x1,3_0,Ratatouille,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_4_0.png,NFS,1500,Crafting,,Black,Yellow,Not for sale,Yes,1x1,4_0,Pizza,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
프라이팬,4104,frying pan,https://acnhcdn.com/latest/FtrIcon/FtrPan_Remake_5_0.png,NFS,1500,Crafting,,Black,Brown,Not for sale,Yes,1x1,5_0,Failed attempt,Dish,NA,NA,2,kitchen,shop,None,None,Yes,No
가아 모형,6952,gar model,https://acnhcdn.com/latest/FtrIcon/FtrFishGaToy.png,NFS,18000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_0_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Blue,For sale,No,1x1,0_0,Sprightly gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_1_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Purple,Yellow,For sale,No,1x1,1_0,Sleepy gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_2_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Light blue,For sale,No,1x1,2_0,Surprised gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_3_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Blue,Brown,For sale,No,1x1,3_0,Reliable gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_4_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Orange,Green,For sale,No,1x1,4_0,Hungry gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_5_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Yellow,For sale,No,1x1,5_0,Laid-back gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_6_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Red,For sale,No,1x1,6_0,Passionate gnome,NA,NA,NA,NA,garden,None,None,None,No,No
노움 모형,1624,garden gnome,https://acnhcdn.com/latest/FtrIcon/FtrDwarf_Remake_7_0.png,1900,475,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Black,Black,For sale,No,1x1,7_0,Rebel gnome,NA,NA,NA,NA,garden,None,None,None,No,No
곰매미 모형,7078,giant cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKumazemiToy.png,NFS,1500,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
가물치 모형,7007,giant snakehead model,https://acnhcdn.com/latest/FtrIcon/FtrFishRaigyoToy.png,NFS,16500,C.J.,Trade 3 fish to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
왕사슴벌레 모형,7092,giant stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOhkuwagataToy.png,NFS,30000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
무명갈전갱이 모형,7010,giant trevally model,https://acnhcdn.com/latest/FtrIcon/FtrFishRouninajiToy.png,NFS,13500,C.J.,Trade 3 fish to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
물장군 모형,7120,giant water bug model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTagameToy.png,NFS,6000,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_0_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,0_0,White,NA,NA,NA,NA,living room,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_1_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,1_0,Red,NA,NA,NA,NA,living room,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_2_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Pink,For sale,No,1x1,2_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_3_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,3_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_4_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Blue,For sale,No,1x1,4_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No
유리컵 양초,4230,glass holder with candle,https://acnhcdn.com/latest/FtrIcon/FtrGlasscandle_Remake_5_0.png,350,87,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Purple,Purple,For sale,No,1x1,5_0,Purple,NA,NA,NA,NA,living room,None,None,None,No,No
지구의,1411,globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_0_0.png,1800,450,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Orange,For sale,No,1x1,0_0,Standard,NA,NA,NA,NA,child's room,school,None,None,No,No
지구의,1411,globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_1_0.png,1800,450,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Brown,For sale,No,1x1,1_0,Sepia,NA,NA,NA,NA,child's room,school,None,None,No,No
지구의,1411,globe,https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_2_0.png,1800,450,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Black,For sale,No,1x1,2_0,Cool,NA,NA,NA,NA,child's room,school,None,None,No,No
금괴,3065,gold bars,https://acnhcdn.com/latest/FtrIcon/FtrGoldbar.png,NFS,30000,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,None,golden,None,No,No
금 곤충 트로피,1203,gold bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectGold.png,NFS,450,Bug-Off,,Yellow,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No
금 물고기 트로피,1200,gold fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishGold.png,NFS,450,Fishing Tourney,,Yellow,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No
집 모양 금 트로피,7032,gold HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaGold.png,NFS,450,HHA,,Yellow,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No
금 아로와나,11260,golden arowana model,https://acnhcdn.com/latest/FtrIcon/FtrFishArowanaGold.png,NFS,30000,Crafting,,Yellow,Brown,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,ocean,facility,None,None,No,No
황금 촛대,3772,golden candlestick,https://acnhcdn.com/latest/FtrIcon/FtrGoldCandlestand.png,NFS,20000,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,horror,golden,None,No,No
황금 식기,3810,golden dishes,https://acnhcdn.com/latest/FtrIcon/FtrGoldDishes.png,NFS,10000,Crafting,,Yellow,Red,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,kitchen,expensive,golden,None,No,No
금 쇠똥구리,5941,golden dung beetle,https://acnhcdn.com/latest/FtrIcon/FtrInsectKabutomushiGold.png,NFS,30000,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,None,None,None,No,No
황금사슴벌레 모형,7093,golden stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOugononikuwagataToy.png,NFS,36000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Yellow,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
금송어 모형,6953,golden trout model,https://acnhcdn.com/latest/FtrIcon/FtrFishGoldenTorautoToy.png,NFS,45000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
금붕어 모형,6930,goldfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishKingyoToy.png,NFS,3900,C.J.,Trade 3 fish to receive a model in the mail the next day,Red,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 나방 모형,7109,grand Atlas moth model,https://acnhcdn.com/latest/FtrIcon/FtrInsectYonagunisanToy.png,NFS,9000,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 잠자리 모형,7090,grand b. dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOniyanmaToy.png,NFS,13500,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Yellow,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 사슴벌레 모형,7115,grand giraffe stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGirafanokogirikuwagataToy.png,NFS,36000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 꽃무지 모형,7059,grand goliath beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGoraiasuohtsunohanamuguriToy.png,NFS,24000,Flick,Trade 3 insects to receive a model in the mail the next day,Red,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 장수풍뎅이 모형,5924,grand h. hercules model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHerakuresuohkabutoToy.png,NFS,36000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Yellow,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
위대한 나비 모형,7051,grand Q. A. birdwing model,https://acnhcdn.com/latest/FtrIcon/FtrInsectArekisandoratoribaneagehaToy.png,NFS,12000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
여치 모형,7073,grasshopper model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKirigirisuToy.png,NFS,480,Flick,Trade 3 insects to receive a model in the mail the next day,Green,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
왕오색나비 모형,7113,great purple emperor model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOhmurasakiToy.png,NFS,9000,Flick,Trade 3 insects to receive a model in the mail the next day,Purple,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
상어 모형,7013,great white shark model,https://acnhcdn.com/latest/FtrIcon/FtrFishSameToy.png,NFS,45000,C.J.,Trade 3 fish to receive a model in the mail the next day,Blue,Black,Not for sale,No,2x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
구피 모형,6954,guppy model,https://acnhcdn.com/latest/FtrIcon/FtrFishGuppiToy.png,NFS,3900,C.J.,Trade 3 fish to receive a model in the mail the next day,Blue,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
귀상어 모형,7015,hammerhead shark model,https://acnhcdn.com/latest/FtrIcon/FtrFishShumokuzameToy.png,NFS,24000,C.J.,Trade 3 fish to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
햄스터 철장,1348,hamster cage,https://acnhcdn.com/latest/FtrIcon/FtrHamstercage_Remake_0_0.png,870,217,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Colorful,For sale,No,1x1,0_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No
햄스터 철장,1348,hamster cage,https://acnhcdn.com/latest/FtrIcon/FtrHamstercage_Remake_1_0.png,870,217,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Colorful,For sale,No,1x1,1_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No
햄스터 철장,1348,hamster cage,https://acnhcdn.com/latest/FtrIcon/FtrHamstercage_Remake_2_0.png,870,217,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Colorful,For sale,No,1x1,2_0,Yellow,NA,NA,NA,NA,living room,None,None,None,No,No
햄스터 철장,1348,hamster cage,https://acnhcdn.com/latest/FtrIcon/FtrHamstercage_Remake_3_0.png,870,217,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Colorful,For sale,No,1x1,3_0,Red,NA,NA,NA,NA,living room,None,None,None,No,No
햄스터 철장,1348,hamster cage,https://acnhcdn.com/latest/FtrIcon/FtrHamstercage_Remake_4_0.png,870,217,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,Colorful,For sale,No,1x1,4_0,Brown,NA,NA,NA,NA,living room,None,None,None,No,No
워터 저그,3960,handy water cooler,https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_0_0.png,1400,350,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Blue,White,For sale,No,1x1,0_0,Blue,NA,NA,NA,NA,fitness,school,None,None,No,No
워터 저그,3960,handy water cooler,https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_1_0.png,1400,350,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Red,White,For sale,No,1x1,1_0,Red,NA,NA,NA,NA,fitness,school,None,None,No,No
워터 저그,3960,handy water cooler,https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_2_0.png,1400,350,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Green,White,For sale,No,1x1,2_0,Green,NA,NA,NA,NA,fitness,school,None,None,No,No
워터 저그,3960,handy water cooler,https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_3_0.png,1400,350,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Yellow,Brown,For sale,No,1x1,3_0,Yellow,NA,NA,NA,NA,fitness,school,None,None,No,No
워터 저그,3960,handy water cooler,https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_4_0.png,1400,350,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Beige,Green,For sale,No,1x1,4_0,Avocado,NA,NA,NA,NA,fitness,school,None,None,No,No
