nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Door Deco
사슴 장식,3340,deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_1_0.png,NFS,960,Crafting,,Beige,Beige,Not for sale,Yes,1x1.5 ,1_0,Ash,Paint color,NA,NA,2,living room,None,None,None,Yes,No,No
사슴 장식,3340,deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_2_0.png,NFS,960,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1.5 ,2_0,Ivory,Paint color,NA,NA,2,living room,None,None,None,Yes,No,No
사슴 장식,3340,deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_3_0.png,NFS,960,Crafting,,White,White,Not for sale,Yes,1x1.5 ,3_0,White,Paint color,NA,NA,2,living room,None,None,None,Yes,No,No
사슴 장식,3340,deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_4_0.png,NFS,960,Crafting,,Black,Black,Not for sale,Yes,1x1.5 ,4_0,Black,Paint color,NA,NA,2,living room,None,None,None,Yes,No,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Colorful,For sale,No,1x1 ,0_0,Red,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Blue,For sale,No,1x1 ,0_1,Red,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Black,For sale,No,1x1 ,0_2,Red,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Colorful,For sale,No,1x1 ,1_0,Blue,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Blue,For sale,No,1x1 ,1_1,Blue,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Black,For sale,No,1x1 ,1_2,Blue,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,Colorful,For sale,No,1x1 ,2_0,Yellow,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,Blue,For sale,No,1x1 ,2_1,Yellow,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,Black,For sale,No,1x1 ,2_2,Yellow,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Colorful,For sale,No,1x1 ,3_0,Aquamarine,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Blue,For sale,No,1x1 ,3_1,Aquamarine,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Black,For sale,No,1x1 ,3_2,Aquamarine,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Pink,Colorful,For sale,No,1x1 ,4_0,Pink,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Pink,Blue,For sale,No,1x1 ,4_1,Pink,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Pink,Black,For sale,No,1x1 ,4_2,Pink,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,Colorful,For sale,No,1x1 ,5_0,Cream,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,Blue,For sale,No,1x1 ,5_1,Cream,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,Black,For sale,No,1x1 ,5_2,Cream,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Purple,Colorful,For sale,No,1x1 ,6_0,Purple,NA,Red lines,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Purple,Blue,For sale,No,1x1 ,6_1,Purple,NA,Blue bee,Clock face,1,shop,None,diner,None,No,Yes,No
다이너 네온 시계,4144,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Purple,Black,For sale,No,1x1 ,6_2,Purple,NA,B & W numeral,Clock face,1,shop,None,diner,None,No,Yes,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,White,For sale,No,0.5x1 ,0_0,Black,NA,NA,NA,NA,facility,None,None,None,No,No,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,White,For sale,No,0.5x1 ,1_0,White,NA,NA,NA,NA,facility,None,None,None,No,No,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Gray,White,For sale,No,0.5x1 ,2_0,Silver,NA,NA,NA,NA,facility,None,None,None,No,No,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Light blue,White,For sale,No,0.5x1 ,3_0,Green,NA,NA,NA,NA,facility,None,None,None,No,No,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Black,For sale,No,0.5x1 ,4_0,Red,NA,NA,NA,NA,facility,None,None,None,No,No,No
양면 벽시계,4133,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png,1100,275,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,Red,For sale,No,0.5x1 ,5_0,Yellow,NA,NA,NA,NA,facility,None,None,None,No,No,No
비상구,955,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png,810,202,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,White,For sale,No,1x0.5 ,0_0,←,NA,NA,NA,NA,office,facility,None,None,No,No,No
비상구,955,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png,810,202,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,White,For sale,No,1x0.5 ,1_0,→,NA,NA,NA,NA,office,facility,None,None,No,No,No
비상구,955,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png,810,202,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,White,For sale,No,1x0.5 ,2_0,Red exit,NA,NA,NA,NA,office,facility,None,None,No,No,No
비상구,955,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png,810,202,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Black,Green,For sale,No,1x0.5 ,3_0,← →,NA,NA,NA,NA,office,facility,None,None,No,No,No
팬시 백합 리스,5677,fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,NFS,1200,Crafting,,Pink,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
팬시 국화 리스,5749,fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,NFS,1200,Crafting,,Pink,Red,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
팬시 장미 리스,5747,fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,NFS,1200,Crafting,,Pink,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,NFS,90,Fishing Tourney,,Light blue,White,Not for sale,No,1x1 ,0_0,Light blue,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,NFS,90,Fishing Tourney,,Red,White,Not for sale,No,1x1 ,1_0,Red,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,NFS,90,Fishing Tourney,,Orange,White,Not for sale,No,1x1 ,2_0,Orange,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,NFS,90,Fishing Tourney,,Yellow,White,Not for sale,No,1x1 ,3_0,Yellow,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,NFS,90,Fishing Tourney,,Green,White,Not for sale,No,1x1 ,4_0,Green,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,NFS,90,Fishing Tourney,,Purple,White,Not for sale,No,1x1 ,5_0,Blue,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,NFS,90,Fishing Tourney,,Black,White,Not for sale,No,1x1 ,6_0,Black,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 문패,4764,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,NFS,90,Fishing Tourney,,Gray,White,Not for sale,No,1x1 ,7_0,Gray,Color,NA,NA,1,child's room,fancy,None,None,Yes,No,Yes
물고기 벽장식,12486,fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,1200,300,International Museum Day,Reward for completing the Stamp Rally in the fish gallery,Yellow,Brown,Not for sale,No,1x1,0_0,NA,NA,NA,NA,NA,expensive,den,None,None,No,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,0_0,Giant trevally,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,NFS,700,Fishing Tourney,,Red,Colorful,Not for sale,No,2x1 ,1_0,Red snapper,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,2_0,Blue marlin,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,3_0,Squid,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,4_0,Black bass,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,5_0,Carp,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
어탁,3699,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,NFS,700,Fishing Tourney,,Black,White,Not for sale,No,2x1 ,6_0,Giant snakehead,Variation,NA,NA,1,ocean,living room,None,None,Yes,No,No
풍어기,3583,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,2200,550,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Yellow,For sale,No,2x1.5 ,0_0,Nintenmaru - Big Catch,NA,NA,NA,NA,ocean,None,None,None,No,No,No
풍어기,3583,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,2200,550,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Yellow,For sale,No,2x1.5 ,1_0,Tsurukamemaru - Longevity,NA,NA,NA,NA,ocean,None,None,None,No,No,No
풍어기,3583,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,2200,550,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Yellow,For sale,No,2x1.5 ,2_0,Marufukumaru - Bounty,NA,NA,NA,NA,ocean,None,None,None,No,No,No
풍어기,3583,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,2200,550,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Yellow,For sale,No,2x1.5 ,3_0,Uomasamaru III - Launch,NA,NA,NA,NA,ocean,None,None,None,No,No,No
벽걸이 드라이플라워,4027,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,NFS,200,Crafting,,Yellow,Light blue,Not for sale,Yes,1x1 ,0_0,Yellow,Color,NA,NA,1,living room,None,None,None,Yes,No,No
벽걸이 드라이플라워,4027,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,NFS,200,Crafting,,Pink,Green,Not for sale,Yes,1x1 ,1_0,Pink,Color,NA,NA,1,living room,None,None,None,Yes,No,No
벽걸이 드라이플라워,4027,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,NFS,200,Crafting,,Purple,Green,Not for sale,Yes,1x1 ,2_0,Blue,Color,NA,NA,1,living room,None,None,None,Yes,No,No
벽걸이 드라이플라워,4027,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,NFS,200,Crafting,,White,Yellow,Not for sale,Yes,1x1 ,3_0,White,Color,NA,NA,1,living room,None,None,None,Yes,No,No
벽걸이 드라이플라워,4027,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,NFS,200,Crafting,,Colorful,Green,Not for sale,Yes,1x1 ,4_0,Colorful,Color,NA,NA,1,living room,None,None,None,Yes,No,No
표창장,4099,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png,620,155,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Orange,For sale,No,1x1 ,0_0,Brown,NA,NA,NA,NA,school,den,None,None,No,No,No
표창장,4099,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png,620,155,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,White,Yellow,For sale,No,1x1 ,1_0,Light brown,NA,NA,NA,NA,school,den,None,None,No,No,No
표창장,4099,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png,620,155,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Brown,For sale,No,1x1 ,2_0,Dark brown,NA,NA,NA,NA,school,den,None,None,No,No,No
화석 문패,5719,fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png,NFS,500,Crafting,,Gray,Beige,Not for sale,Yes,1x1 ,0_0,Gray,Color,NA,NA,1,facility,None,None,None,Yes,No,Yes
화석 문패,5719,fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png,NFS,500,Crafting,,Blue,Beige,Not for sale,Yes,1x1 ,1_0,Blue,Color,NA,NA,1,facility,None,None,None,Yes,No,Yes
화석 벽장식,12484,fossil plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png,1200,300,International Museum Day,Reward for completing the Stamp Rally in the fossil gallery,Yellow,Brown,Not for sale,No,1x1,0_0,NA,NA,NA,NA,NA,expensive,den,None,None,No,No,No
과일 리스,4378,fruit wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png,NFS,2000,Crafting,,Colorful,Colorful,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,fruits,None,No,No,Yes
톱니바퀴,7280,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Gray,Gray,For sale,No,2x1 ,0_0,Silver,NA,NA,NA,NA,facility,garage,None,None,No,No,No
톱니바퀴,7280,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,Brown,For sale,No,2x1 ,1_0,Copper,NA,NA,NA,NA,facility,garage,None,None,No,No,No
톱니바퀴,7280,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Black,For sale,No,2x1 ,2_0,Black,NA,NA,NA,NA,facility,garage,None,None,No,No,No
톱니바퀴,7280,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Colorful,Colorful,For sale,No,2x1 ,3_0,Colorful,NA,NA,NA,NA,facility,garage,None,None,No,No,No
톱니바퀴,7280,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,Beige,For sale,No,2x1 ,4_0,Wooden,NA,NA,NA,NA,facility,garage,None,None,No,No,No
아카데미 금 상패,7035,gold HHA plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png,NFS,450,HHA,,Brown,Yellow,Not for sale,No,1x1 ,NA,NA,NA,NA,NA,NA,living room,expensive,None,None,No,No,No
금장미 리스,5820,gold rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png,NFS,20000,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,expensive,None,flowers,None,No,No,Yes
황금 톱니바퀴,11261,golden gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png,NFS,11125,Crafting,,Yellow,Yellow,Not for sale,Yes,2x1 ,NA,NA,NA,NA,NA,NA,expensive,None,golden,None,No,No,No
메뚜기 머리 벽장식,11099,grasshopper-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png,1400,350,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Green,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,facility,None,None,None,No,No,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,White,For sale,No,1x2 ,0_0,Green,NA,Calligraphy,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,Gray,For sale,No,1x2 ,0_1,Green,NA,Mountains,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,Orange,For sale,No,1x2 ,0_2,Green,NA,Fish,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,Orange,For sale,No,1x2 ,0_3,Green,NA,Bird,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Green,Beige,For sale,No,1x2 ,0_4,Green,NA,Flower,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,White,For sale,No,1x2 ,1_0,Brown,NA,Calligraphy,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Gray,For sale,No,1x2 ,1_1,Brown,NA,Mountains,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Orange,For sale,No,1x2 ,1_2,Brown,NA,Fish,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Orange,For sale,No,1x2 ,1_3,Brown,NA,Bird,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Beige,For sale,No,1x2 ,1_4,Brown,NA,Flower,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,White,For sale,No,1x2 ,2_0,Pink,NA,Calligraphy,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Gray,For sale,No,1x2 ,2_1,Pink,NA,Mountains,Design,7,zen-style,expensive,None,None,No,Yes,No
