nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Kit Cost,Body Title,Customize,Uses,Stack Size
아웃도어 낚싯대,8473,outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Pink,1,Color,Yes,30,1
아웃도어 낚싯대,8473,outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Yellow,1,Color,Yes,30,1
아웃도어 낚싯대,8473,outdoorsy fishing rod,https://acnhcdn.com/latest/FtrIcon/ToolFishingrodOutdoor_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Avocado,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,Orange,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Light blue,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Red,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Beige,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Pink,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Yellow,1,Color,Yes,30,1
아웃도어 잠자리채,8178,outdoorsy net,https://acnhcdn.com/latest/FtrIcon/ToolNetOutdoor_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,30,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Avocado,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,Orange,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Light blue,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Red,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Beige,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Pink,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Yellow,1,Color,Yes,100,1
아웃도어 삽,8575,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,100,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Avocado,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,Orange,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Light blue,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Red,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Beige,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Pink,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Yellow,1,Color,Yes,20,1
아웃도어 새총,8579,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,20,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Avocado,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,Orange,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Light blue,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Red,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Beige,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Pink,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Yellow,1,Color,Yes,60,1
아웃도어 물뿌리개,8536,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,60,1
팬파이프,5517,pan flute,https://acnhcdn.com/latest/FtrIcon/ToolPanpipe.png,NFS,2800,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
팬지 지팡이,5091,pansy wand,https://acnhcdn.com/latest/FtrIcon/ToolStickPansy.png,NFS,1580,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
파티용 폭죽,2753,party popper,https://acnhcdn.com/latest/FtrIcon/ToolCracker.png,100,25,Nook's Cranny,Only available close to new year holiday,None,None,Not in catalog,No,1x1,NA,NA,NA,NA,No,1,10
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Light blue,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,White,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Yellow,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Pink,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Green,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Blue,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Purple,1,Color,Yes,100,1
꽃무늬 삽,8576,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Black,1,Color,Yes,100,1
장미 지팡이,5093,rose wand,https://acnhcdn.com/latest/FtrIcon/ToolStickRose.png,NFS,1580,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
조개껍데기 지팡이,7586,shell wand,https://acnhcdn.com/latest/FtrIcon/ToolStickShell.png,NFS,5100,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_0_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,0_0,Red,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_1_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,1_0,Yellow,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_2_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,2_0,Green,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_3_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,3_0,Blue,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_4_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,4_0,Purple,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_5_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,5_0,Pink,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_6_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,6_0,White,1,Color,Yes,100,1
삽,2099,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_7_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,7_0,Black,1,Color,Yes,100,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_0_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,0_0,Red,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_1_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,1_0,Yellow,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_2_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,2_0,Green,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_3_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,3_0,Blue,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_4_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,4_0,Purple,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_5_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,5_0,Pink,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_6_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,6_0,White,1,Color,Yes,20,1
새총,2822,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_7_0.png,900,225,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",None,None,Not in catalog,Yes,1x1,7_0,Gray,1,Color,Yes,20,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_0_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,0_0,Yellow,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_1_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,1_0,Red,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_2_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,2_0,Blue,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_3_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,3_0,Light green,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_4_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,4_0,Pink,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_5_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,5_0,Purple,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_6_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,6_0,Light blue,1,Color,Yes,30,1
별모양 잠자리채,8176,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_7_0.png,2500,625,Nook's Cranny,Available in Nook's Cranny (upgraded only),None,None,Not in catalog,No,1x1,7_0,Green,1,Color,Yes,30,1
별 지팡이,2544,star wand,https://acnhcdn.com/latest/FtrIcon/ToolChangeStick.png,NFS,6500,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
돌도끼,5856,stone axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeStoneNormal.png,NFS,560,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,100,1
탬버린,5430,tambourine,https://acnhcdn.com/latest/FtrIcon/ToolTambourine.png,1500,375,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,None,None,Not in catalog,No,1x1,NA,NA,NA,NA,No,Unlimited,1
타이머,3331,timer,https://acnhcdn.com/latest/FtrIcon/ToolTimer.png,840,210,Nook's Cranny,,None,None,Not in catalog,No,1x1,NA,NA,NA,NA,No,Unlimited,1
나뭇가지 지팡이,7587,tree-branch wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTree.png,NFS,1550,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
튤립 지팡이,5085,tulip wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTulip.png,NFS,1580,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
높이뛰기 장대,4703,vaulting pole,https://acnhcdn.com/latest/FtrIcon/LongWoodenStick.png,NFS,600,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
지팡이,7584,wand,https://acnhcdn.com/latest/FtrIcon/ToolStickWood.png,NFS,1000,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_0_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,0_0,Blue,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_1_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,1_0,Orange,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_2_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,2_0,Green,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_3_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,3_0,Red,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_4_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,4_0,Purple,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_6_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,6_0,White,1,Color,Yes,60,1
물뿌리개,2379,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_7_0.png,2400,600,Crafting,,None,None,Not in catalog,Yes,1x1,7_0,Black,1,Color,Yes,60,1
웨딩 지팡이,12695,wedding wand,https://acnhcdn.com/latest/FtrIcon/ToolStickJune.png,NFS,3500,Wedding Season,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
아네모네 지팡이,5084,windflower wand,https://acnhcdn.com/latest/FtrIcon/ToolStickAnemones.png,NFS,1580,Crafting,,None,None,Not in catalog,Yes,1x1,NA,NA,NA,NA,No,Unlimited,1
튼튼하지 않은 도끼,12615,worn axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeFragile.png,40,10,May Day Tour,Only available during May Day Tour,None,None,Not in catalog,No,1x1,NA,NA,NA,NA,No,3,1
