nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Type
물안경,11485,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles2.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles2.png,Summer,Active,outdoorsy; sporty; vacation,Pink,AccessoryEye
물안경,11486,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles3.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles3.png,Summer,Active,outdoorsy; sporty; vacation,Green,AccessoryEye
물안경,11487,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles4.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles4.png,Summer,Active,outdoorsy; sporty; vacation,Purple,AccessoryEye
물안경,11488,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles5.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles5.png,Summer,Active,outdoorsy; sporty; vacation,Red,AccessoryEye
콧수염,3550,handlebar mustache,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardBlack.png,1120,280,Able Sisters,Available from Able Sisters shop only,Colorful,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardBlack.png,All Year,Elegant,fairy tale; formal; theatrical,Black,AccessoryMouth
하트 선글라스,4237,heart shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart0.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart0.png,All Year,Cute,party; vacation,Pink,AccessoryEye
하트 선글라스,11188,heart shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart1.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart1.png,All Year,Cute,party; vacation,Yellow,AccessoryEye
하트 선글라스,11189,heart shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart2.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart2.png,All Year,Cute,party; vacation,Blue,AccessoryEye
하트 선글라스,11190,heart shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart3.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart3.png,All Year,Cute,party; vacation,Purple,AccessoryEye
하트 선글라스,11191,heart shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart4.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart4.png,All Year,Cute,party; vacation,Green,AccessoryEye
HMD,5182,HMD,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHmdWhite.png,2000,500,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHmdWhite.png,All Year,Cool,comfy,White,AccessoryEye
피에로 가면,4678,jester's mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot0.png,1760,440,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot0.png,All Year,Cool,fairy tale; goth; party; theatrical; work,Black,AccessoryEyeMouthInvisibleNose
피에로 가면,11166,jester's mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot1.png,1760,440,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot1.png,All Year,Cool,fairy tale; goth; party; theatrical; work,Red,AccessoryEyeMouthInvisibleNose
피에로 가면,11167,jester's mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot2.png,1760,440,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot2.png,All Year,Cool,fairy tale; goth; party; theatrical; work,Green,AccessoryEyeMouthInvisibleNose
피에로 가면,11168,jester's mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot3.png,1760,440,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot3.png,All Year,Cool,fairy tale; goth; party; theatrical; work,Blue,AccessoryEyeMouthInvisibleNose
케이트의 선글라스,9887,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate0.png,2000,500,Labelle,,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate0.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Twilight,AccessoryEye
케이트의 선글라스,11776,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate1.png,2000,500,Labelle,,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate1.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Midnight,AccessoryEye
케이트의 선글라스,11777,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate2.png,2000,500,Labelle,,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate2.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Passion,AccessoryEye
케이트의 선글라스,11778,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate3.png,2000,500,Labelle,,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate3.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Ocean,AccessoryEye
케이트의 선글라스,11779,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate4.png,2000,500,Labelle,,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate4.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Sunset,AccessoryEye
케이트의 선글라스,11780,Labelle sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate5.png,2000,500,Labelle,,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate5.png,All Year,Gorgeous,everyday; formal; party; theatrical; vacation,Love,AccessoryEye
블라인드 선글라스,4464,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind0.png,880,220,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind0.png,All Year,Active,party; theatrical,Red,AccessoryEye
블라인드 선글라스,11002,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind1.png,880,220,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind1.png,All Year,Active,party; theatrical,Blue,AccessoryEye
블라인드 선글라스,11003,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind2.png,880,220,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind2.png,All Year,Active,party; theatrical,Green,AccessoryEye
블라인드 선글라스,11004,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind3.png,880,220,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind3.png,All Year,Active,party; theatrical,Pink,AccessoryEye
블라인드 선글라스,11005,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind4.png,880,220,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind4.png,All Year,Active,party; theatrical,Yellow,AccessoryEye
블라인드 선글라스,11006,ladder shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind5.png,880,220,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind5.png,All Year,Active,party; theatrical,Gold,AccessoryEye
나뭇잎,4682,leaf,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeafGreen.png,NFS,100,Crafting,,Green,Green,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeafGreen.png,All Year,Simple,outdoorsy; comfy; vacation,Green,AccessoryMouth
베네치안 마스크,4667,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png,910,227,Able Sisters,Available from Able Sisters shop only,Pink,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian0.png,All Year,Gorgeous,fairy tale; party; theatrical,Purple,AccessoryEye
베네치안 마스크,11161,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png,910,227,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian1.png,All Year,Gorgeous,fairy tale; party; theatrical,Black,AccessoryEye
베네치안 마스크,11162,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian2.png,910,227,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian2.png,All Year,Gorgeous,fairy tale; party; theatrical,Blue,AccessoryEye
베네치안 마스크,11163,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png,910,227,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian3.png,All Year,Gorgeous,fairy tale; party; theatrical,Red,AccessoryEye
베네치안 마스크,11164,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png,910,227,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian4.png,All Year,Gorgeous,fairy tale; party; theatrical,Green,AccessoryEye
베네치안 마스크,11165,masquerade mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png,910,227,Able Sisters,Available from Able Sisters shop only,Orange,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian5.png,All Year,Gorgeous,fairy tale; party; theatrical,Gold,AccessoryEye
모노클,4462,monocle,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle0.png,All Year,Elegant,fairy tale; formal; work,Black,AccessoryOneEye
모노클,11000,monocle,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle1.png,All Year,Elegant,fairy tale; formal; work,Gold,AccessoryOneEye
모노클,11001,monocle,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle2.png,1100,275,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle2.png,All Year,Elegant,fairy tale; formal; work,Silver,AccessoryOneEye
나이트 비전 고글,5261,night-vision goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNightvisionBlack.png,1560,390,Able Sisters,Available from Able Sisters shop only,Black,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNightvisionBlack.png,All Year,Active,outdoorsy,Black,AccessoryEye
Nook Inc. 안대,9654,Nook Inc. eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNook0.png,NFS,2000,Nook Miles Shop,,Green,White,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNook0.png,All Year,Simple,comfy,Green,AccessoryEye
콧물,5833,nose drip,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthJokeDripCyan.png,490,122,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthJokeDripCyan.png,All Year,Simple,comfy,Light blue,AccessoryMouth
팔각 안경,4239,octagonal glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon0.png,All Year,Cute,comfy; vacation; work,Gray,AccessoryEye
팔각 안경,11072,octagonal glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon1.png,All Year,Cute,comfy; vacation; work,Green,AccessoryEye
팔각 안경,11073,octagonal glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon2.png,1100,275,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon2.png,All Year,Cute,comfy; vacation; work,Purple,AccessoryEye
팔각 안경,11074,octagonal glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon3.png,1100,275,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon3.png,All Year,Cute,comfy; vacation; work,Gold,AccessoryEye
팔각 안경,11075,octagonal glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon4.png,1100,275,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon4.png,All Year,Cute,comfy; vacation; work,Black,AccessoryEye
타원 안경,4609,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval0.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval0.png,All Year,Simple,everyday; work,Green,AccessoryEye
타원 안경,11087,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval1.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval1.png,All Year,Simple,everyday; work,Orange,AccessoryEye
타원 안경,11088,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval2.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval2.png,All Year,Simple,everyday; work,Blue,AccessoryEye
타원 안경,11089,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval3.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval3.png,All Year,Simple,everyday; work,Purple,AccessoryEye
타원 안경,11090,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval4.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval4.png,All Year,Simple,everyday; work,Magenta,AccessoryEye
타원 안경,11091,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval5.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval5.png,All Year,Simple,everyday; work,Mustard,AccessoryEye
타원 안경,11092,oval glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval6.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval6.png,All Year,Simple,everyday; work,Black,AccessoryEye
노리개젖꼭지,2298,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier0.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier0.png,All Year,Cute,comfy,Baby purple,AccessoryMouth
노리개젖꼭지,11013,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier1.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier1.png,All Year,Cute,comfy,Baby mint,AccessoryMouth
노리개젖꼭지,11014,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier2.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier2.png,All Year,Cute,comfy,Baby yellow,AccessoryMouth
노리개젖꼭지,11015,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier3.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier3.png,All Year,Cute,comfy,Baby green,AccessoryMouth
노리개젖꼭지,11016,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier4.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier4.png,All Year,Cute,comfy,Baby pink,AccessoryMouth
노리개젖꼭지,11017,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier5.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier5.png,All Year,Cute,comfy,Baby gray,AccessoryMouth
노리개젖꼭지,11018,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier6.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier6.png,All Year,Cute,comfy,Baby blue,AccessoryMouth
노리개젖꼭지,11019,pacifier,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier7.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier7.png,All Year,Cute,comfy,Baby orange,AccessoryMouth
돼지 코,4647,pig nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPigPink.png,560,140,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPigPink.png,All Year,Cute,fairy tale; party; theatrical,Pink,AccessoryMouthInvisibleNose
파일럿 선글라스,4459,pilot shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot0.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot0.png,All Year,Cool,sporty; work,Black,AccessoryEye
파일럿 선글라스,11214,pilot shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot1.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot1.png,All Year,Cool,sporty; work,Gold,AccessoryEye
도트 선글라스,4646,pixel shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot0.png,1320,330,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot0.png,All Year,Cool,party; vacation,Red,AccessoryEye
도트 선글라스,11223,pixel shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot1.png,1320,330,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot1.png,All Year,Cool,party; vacation,Green,AccessoryEye
도트 선글라스,11224,pixel shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot2.png,1320,330,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot2.png,All Year,Cool,party; vacation,Blue,AccessoryEye
도트 선글라스,11225,pixel shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot3.png,1320,330,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot3.png,All Year,Cool,party; vacation,Black,AccessoryEye
가죽 마스크,6040,pleather mask,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeatherBlack.png,770,192,Able Sisters,Available from Able Sisters shop only,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeatherBlack.png,All Year,Cool,goth,Black,AccessoryMouthEarJaw
안대,4452,post-op patch,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyepatchWhite.png,490,122,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyepatchWhite.png,All Year,Simple,goth,White,AccessoryOneEye
블랙 마스크,4671,privacy mask,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCrowBlack.png,560,140,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCrowBlack.png,All Year,Cool,everyday; goth; comfy,Black,AccessoryMouthEarJaw
반사경,6039,reflector,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMirrorGray.png,560,140,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMirrorGray.png,All Year,Cool,work,Gray,AccessoryEye
레트로 선글라스,4456,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro0.png,1560,390,Able Sisters,Available from Able Sisters shop only,White,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro0.png,All Year,Elegant,everyday; party; vacation,Yellow,AccessoryEye
레트로 선글라스,11209,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro1.png,1560,390,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro1.png,All Year,Elegant,everyday; party; vacation,Green,AccessoryEye
레트로 선글라스,11210,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro2.png,1560,390,Able Sisters,Available from Able Sisters shop only,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro2.png,All Year,Elegant,everyday; party; vacation,Red,AccessoryEye
레트로 선글라스,11211,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro3.png,1560,390,Able Sisters,Available from Able Sisters shop only,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro3.png,All Year,Elegant,everyday; party; vacation,Purple,AccessoryEye
레트로 선글라스,11212,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro4.png,1560,390,Able Sisters,Available from Able Sisters shop only,Light blue,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro4.png,All Year,Elegant,everyday; party; vacation,Blue,AccessoryEye
레트로 선글라스,11213,retro shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro5.png,1560,390,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro5.png,All Year,Elegant,everyday; party; vacation,Gray,AccessoryEye
라인스톤 안경,4683,rhinestone shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone0.png,1040,260,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone0.png,All Year,Gorgeous,party; theatrical; vacation,Red,AccessoryEye
라인스톤 안경,11226,rhinestone shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone1.png,1040,260,Able Sisters,Available from Able Sisters shop only,Brown,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone1.png,All Year,Gorgeous,party; theatrical; vacation,Ochre,AccessoryEye
라인스톤 안경,11227,rhinestone shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone2.png,1040,260,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone2.png,All Year,Gorgeous,party; theatrical; vacation,Purple,AccessoryEye
동글 안경,4235,rimmed glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle0.png,630,157,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle0.png,All Year,Elegant,everyday; formal; work,Black,AccessoryEye
동글 안경,11184,rimmed glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle1.png,630,157,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle1.png,All Year,Elegant,everyday; formal; work,Gold,AccessoryEye
동글 안경,11185,rimmed glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle2.png,630,157,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle2.png,All Year,Elegant,everyday; formal; work,Gray,AccessoryEye
