nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape
아라비아 공주 의상,8160,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia2.png,All Year,Elegant,fairy tale; party,Pink,Overall,H
아라비아 공주 의상,8161,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia3.png,All Year,Elegant,fairy tale; party,Yellow,Overall,H
다이너 유니폼,3142,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress0.png,1800,450,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress0.png,All Year,Cute,work,Pink,Balloon,H
다이너 유니폼,8876,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress1.png,1800,450,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress1.png,All Year,Cute,work,Red,Balloon,H
다이너 유니폼,8877,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress2.png,1800,450,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress2.png,All Year,Cute,work,Blue,Balloon,H
다이너 유니폼,8878,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress3.png,1800,450,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress3.png,All Year,Cute,work,Yellow,Balloon,H
다이너 유니폼,8879,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress4.png,1800,450,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress4.png,All Year,Cute,work,Aquamarine,Balloon,H
다이너 유니폼,8880,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress5.png,1800,450,Able Sisters,Available from Able Sisters shop only,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress5.png,All Year,Cute,work,Cream,Balloon,H
다이너 유니폼,8881,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress6.png,1800,450,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress6.png,All Year,Cute,work,Black,Balloon,H
아이돌 의상,4406,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys0.png,2800,700,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys0.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Yellow,Balloon,N
아이돌 의상,9422,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys1.png,2800,700,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys1.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Red,Balloon,N
아이돌 의상,9423,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys2.png,2800,700,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys2.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Green,Balloon,N
아이돌 의상,9424,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys3.png,2800,700,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys3.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Pink,Balloon,N
아이돌 의상,9425,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys4.png,2800,700,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys4.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Purple,Balloon,N
아이돌 의상,9426,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys5.png,2800,700,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys5.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Sky blue,Balloon,N
아이돌 의상,9427,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys6.png,2800,700,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys6.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Light blue,Balloon,N
드래곤 옷,3462,dragon suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLDragonYellow.png,2500,625,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLDragonYellow.png,All Year,Active,sporty,Yellow,Overall,L
아기자기한 드레스,5796,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa0.png,2080,520,Able Sisters,Available from Able Sisters shop only,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa0.png,All Year,Cute,fairy tale; party; theatrical,Pink,Balloon,H
아기자기한 드레스,8699,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa1.png,2080,520,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa1.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Balloon,H
아기자기한 드레스,8700,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa2.png,2080,520,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa2.png,All Year,Cute,fairy tale; party; theatrical,Blue,Balloon,H
아기자기한 드레스,8701,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa3.png,2080,520,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa3.png,All Year,Cute,fairy tale; party; theatrical,Green,Balloon,H
땅 달걀 옷,12449,earth-egg outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggground0.png,NFS,1200,Crafting,,Red,Yellow,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggground0.png,All Year,Active,fairy tale; party; theatrical,None,Rib,N
달걀 파티 원피스,12448,egg party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLEgg0.png,NFS,7200,Crafting,,Colorful,Colorful,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLEgg0.png,All Year,Gorgeous,fairy tale; party; theatrical,None,Balloon,L
계란 초밥 의상,5614,egg-sushi costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEgg.png,1600,400,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEgg.png,All Year,Cute,fairy tale; party; theatrical,White,Rib,N
우아한 드레스,4791,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady0.png,2400,600,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady0.png,All Year,Elegant,fairy tale; formal; party,Purple,Dress,L
우아한 드레스,8142,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady1.png,2400,600,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady1.png,All Year,Elegant,fairy tale; formal; party,Blue,Dress,L
우아한 드레스,8143,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady2.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady2.png,All Year,Elegant,fairy tale; formal; party,Green,Dress,L
우아한 드레스,8144,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady3.png,2400,600,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady3.png,All Year,Elegant,fairy tale; formal; party,Berry red,Dress,L
우아한 드레스,8145,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady4.png,2400,600,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady4.png,All Year,Elegant,fairy tale; formal; party,Pink,Dress,L
요정의 옷,3703,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy0.png,3640,910,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy0.png,All Year,Cute,fairy tale; party; theatrical,Green,Balloon,N
요정의 옷,8127,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy1.png,3640,910,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy1.png,All Year,Cute,fairy tale; party; theatrical,Pink,Balloon,N
요정의 옷,8128,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy2.png,3640,910,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy2.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Balloon,N
요정의 옷,8129,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy3.png,3640,910,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy3.png,All Year,Cute,fairy tale; party; theatrical,Mint,Balloon,N
요정의 옷,8130,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy4.png,3640,910,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy4.png,All Year,Cute,fairy tale; party; theatrical,Purple,Balloon,N
메르헨 드레스,3137,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood0.png,2400,600,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood0.png,All Year,Cute,fairy tale; theatrical,Red,Balloon,H
메르헨 드레스,8869,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood1.png,2400,600,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood1.png,All Year,Cute,fairy tale; theatrical,Pink,Balloon,H
메르헨 드레스,8870,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood2.png,2400,600,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood2.png,All Year,Cute,fairy tale; theatrical,Yellow,Balloon,H
메르헨 드레스,8871,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood3.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood3.png,All Year,Cute,fairy tale; theatrical,Green,Balloon,H
메르헨 드레스,8872,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood4.png,2400,600,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood4.png,All Year,Cute,fairy tale; theatrical,Blue,Balloon,H
메르헨 드레스,8873,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood5.png,2400,600,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood5.png,All Year,Cute,fairy tale; theatrical,Light blue,Balloon,H
메르헨 드레스,8874,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood6.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood6.png,All Year,Cute,fairy tale; theatrical,Light green,Balloon,H
메르헨 드레스,8875,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood7.png,2400,600,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood7.png,All Year,Cute,fairy tale; theatrical,Orange,Balloon,H
화려한 기모노,5461,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi0.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Red,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi0.png,Winter,Gorgeous,formal; party,Vermilion,Kimono,L
화려한 기모노,8984,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi1.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Green,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi1.png,Winter,Gorgeous,formal; party,Green,Kimono,L
화려한 기모노,8985,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi2.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi2.png,Winter,Gorgeous,formal; party,Indigo blue,Kimono,L
화려한 기모노,8986,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi3.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi3.png,Winter,Gorgeous,formal; party,Pink,Kimono,L
화려한 기모노,8987,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi4.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Purple,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi4.png,Winter,Gorgeous,formal; party,Purple,Kimono,L
화려한 기모노,8988,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi5.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Light blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi5.png,Winter,Gorgeous,formal; party,Aqua,Kimono,L
화려한 기모노,8989,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi6.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Orange,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi6.png,Winter,Gorgeous,formal; party,Pale orange,Kimono,L
화려한 기모노,8990,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi7.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi7.png,Winter,Gorgeous,formal; party,Parrot green,Kimono,L
파티 원피스,3131,fancy party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty0.png,2400,600,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty0.png,All Year,Elegant,formal; party,Blue,Box,H
파티 원피스,7922,fancy party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty1.png,2400,600,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty1.png,All Year,Elegant,formal; party,Pink,Box,H
파티 원피스,7923,fancy party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty2.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty2.png,All Year,Elegant,formal; party,Green,Box,H
파티 원피스,7924,fancy party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty3.png,2400,600,Able Sisters,Available from Able Sisters shop only,Beige,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty3.png,All Year,Elegant,formal; party,Beige,Box,H
농장 작업복,5830,farmer overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm0.png,All Year,Active,everyday; outdoorsy; work,Red,Overall,L
농장 작업복,9477,farmer overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm1.png,All Year,Active,everyday; outdoorsy; work,Green,Overall,L
농장 작업복,9478,farmer overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm2.png,All Year,Active,everyday; outdoorsy; work,Blue,Overall,L
농장 작업복,9479,farmer overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm3.png,All Year,Active,everyday; outdoorsy; work,Yellow,Overall,L
농장 작업복,9480,farmer overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm4.png,All Year,Active,everyday; outdoorsy; work,Gray,Overall,L
앙투아네트 드레스,3435,fashionable royal dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic0.png,6000,1500,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic0.png,All Year,Gorgeous,fairy tale; formal; party; theatrical,Green,Dress,L
앙투아네트 드레스,8238,fashionable royal dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic1.png,6000,1500,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic1.png,All Year,Gorgeous,fairy tale; formal; party; theatrical,Blue,Dress,L
앙투아네트 드레스,8239,fashionable royal dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic2.png,6000,1500,Able Sisters,Available from Able Sisters shop only,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic2.png,All Year,Gorgeous,fairy tale; formal; party; theatrical,Yellow,Dress,L
앙투아네트 드레스,8240,fashionable royal dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic3.png,6000,1500,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic3.png,All Year,Gorgeous,fairy tale; formal; party; theatrical,Pink,Dress,L
앙투아네트 드레스,8241,fashionable royal dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic4.png,6000,1500,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic4.png,All Year,Gorgeous,fairy tale; formal; party; theatrical,Purple,Dress,L
크리스마스 드레스,3135,festive dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNXmasRed.png,2400,600,Able Sisters,Available from Able Sisters shop only during Festive Season,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNXmasRed.png,All Year,Cute,fairy tale; party,Red,Balloon,N
크리스마스트리 원피스,3169,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,2240,560,Able Sisters,Available from Able Sisters shop only during Festive Season,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,All Year,Cute,fairy tale; party,Green & white,A-line,N
크리스마스트리 원피스,9488,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,2240,560,Able Sisters,Available from Able Sisters shop only during Festive Season,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,All Year,Cute,fairy tale; party,Green & blue,A-line,N
크리스마스트리 원피스,9489,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,2240,560,Able Sisters,Available from Able Sisters shop only during Festive Season,Green,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,All Year,Cute,fairy tale; party,Green & red,A-line,N
크리스마스트리 원피스,9490,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,2240,560,Able Sisters,Available from Able Sisters shop only during Festive Season,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,All Year,Cute,fairy tale; party,Pink,A-line,N
크리스마스트리 원피스,9491,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,2240,560,Able Sisters,Available from Able Sisters shop only during Festive Season,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,All Year,Cute,fairy tale; party,Gold,A-line,N
크리스마스트리 원피스,9492,festive-tree dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,2240,560,Able Sisters,,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,All Year,Cute,fairy tale; party,Silver,A-line,N
피겨 의상,5404,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure0.png,2880,720,Able Sisters,Available from Able Sisters shop only,Light blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure0.png,All Year,Active,sporty; theatrical; work,Blue,Overall,L
피겨 의상,9522,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure1.png,2880,720,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure1.png,All Year,Active,sporty; theatrical; work,Red,Overall,L
피겨 의상,9523,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure2.png,2880,720,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure2.png,All Year,Active,sporty; theatrical; work,Green,Overall,L
피겨 의상,9524,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure3.png,2880,720,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure3.png,All Year,Active,sporty; theatrical; work,Purple,Overall,L
피겨 의상,9525,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure4.png,2880,720,Able Sisters,Available from Able Sisters shop only,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure4.png,All Year,Active,sporty; theatrical; work,Pink,Overall,L
피겨 의상,9526,figure-skating costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure5.png,2880,720,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure5.png,All Year,Active,sporty; theatrical; work,Yellow,Overall,L
