Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress5.png,Cream,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress6.png,Black,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys0.png,Yellow,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys1.png,Red,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys2.png,Green,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys3.png,Pink,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys4.png,Purple,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys5.png,Sky blue,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys6.png,Light blue,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
dragon suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLDragonYellow.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLDragonYellow.png,Yellow,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty,For sale,Overall,L
dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa0.png,Pink,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa1.png,Yellow,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa2.png,Blue,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa3.png,Green,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
earth-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggground0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggground0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
egg party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLEgg0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLEgg0.png,None,Yes,NFS,7200,1x1,Crafting,,All Year,Gorgeous,fairy tale; party; theatrical,Not for sale,Balloon,L
egg-sushi costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEgg.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEgg.png,White,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
elegant dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady0.png,Purple,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party,For sale,Dress,L
elegant dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady1.png,Blue,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party,For sale,Dress,L
elegant dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady2.png,Green,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party,For sale,Dress,L
elegant dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady3.png,Berry red,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party,For sale,Dress,L
elegant dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady4.png,Pink,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party,For sale,Dress,L
fairy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy0.png,Green,No,3640,910,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
fairy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy1.png,Pink,No,3640,910,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
fairy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy2.png,Yellow,No,3640,910,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
fairy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy3.png,Mint,No,3640,910,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
fairy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy4.png,Purple,No,3640,910,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood0.png,Red,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood1.png,Pink,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood2.png,Yellow,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood3.png,Green,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood4.png,Blue,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood5.png,Light blue,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood6.png,Light green,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fairy-tale dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood7.png,Orange,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi0.png,Vermilion,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi1.png,Green,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi2.png,Indigo blue,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi3.png,Pink,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi4.png,Purple,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi5.png,Aqua,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi6.png,Pale orange,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi7.png,Parrot green,No,5200,1300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Gorgeous,formal; party,For sale,Kimono,L
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty0.png,Blue,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Box,H
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty1.png,Pink,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Box,H
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty2.png,Green,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Box,H
fancy party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHParty3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHParty3.png,Beige,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Box,H
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm0.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; work,For sale,Overall,L
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm1.png,Green,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; work,For sale,Overall,L
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm2.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; work,For sale,Overall,L
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm3.png,Yellow,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; work,For sale,Overall,L
farmer overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarm4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarm4.png,Gray,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; work,For sale,Overall,L
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic0.png,Green,No,6000,1500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic1.png,Blue,No,6000,1500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic2.png,Yellow,No,6000,1500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic3.png,Pink,No,6000,1500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L
fashionable royal dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLClassic4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLClassic4.png,Purple,No,6000,1500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,Dress,L
festive dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNXmasRed.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNXmasRed.png,Red,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,Balloon,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal0.png,Green & white,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,A-line,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal1.png,Green & blue,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,A-line,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal2.png,Green & red,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,A-line,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal3.png,Pink,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,A-line,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal4.png,Gold,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,Cute,fairy tale; party,For sale,A-line,N
festive-tree dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNXmastreeNormal5.png,Silver,No,2240,560,1x1,Able Sisters,,All Year,Cute,fairy tale; party,For sale,A-line,N
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure0.png,Blue,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure1.png,Red,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure2.png,Green,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure3.png,Purple,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure4.png,Pink,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure5.png,Yellow,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFigure6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFigure6.png,Black,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Overall,L
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure0.png,Blue,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure1.png,Red,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure2.png,Green,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure3.png,Purple,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure4.png,Pink,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure5.png,Yellow,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
figure-skating dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFigure6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFigure6.png,Black,No,2880,720,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical; work,For sale,Balloon,N
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter0.png,Black,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,For sale,Salopette,L
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter1.png,Flame orange,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,For sale,Salopette,L
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter2.png,Brown,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,For sale,Salopette,L
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter3.png,Lime yellow,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,For sale,Salopette,L
firefighter uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLFirefighter4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLFirefighter4.png,Avocado,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,For sale,Salopette,L
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders0.png,Avocado,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; sporty,For sale,Overall,L
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders1.png,Orange,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; sporty,For sale,Overall,L
fishing waders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWaders2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWaders2.png,Navy blue,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; sporty,For sale,Overall,L
