Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Internal ID
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled5.png,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,8938
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter0.png,Pink,No,600,150,Pink,Light blue,1x1,Kicks,,All Year,Active,everyday; comfy,For sale,5406
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter1.png,Blue,No,600,150,Blue,Green,1x1,Kicks,,All Year,Active,everyday; comfy,For sale,9992
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter2.png,Red,No,600,150,Red,Yellow,1x1,Kicks,,All Year,Active,everyday; comfy,For sale,9993
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter3.png,Green,No,600,150,Green,Blue,1x1,Kicks,,All Year,Active,everyday; comfy,For sale,9994
funny-face socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCharacter4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter4.png,Black,No,600,150,Black,Gray,1x1,Kicks,,All Year,Active,everyday; comfy,For sale,9995
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter0.png,Black,No,980,245,Black,Black,1x1,Kicks,,All Year,Cool,formal; party; theatrical,For sale,4747
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter1.png,White,No,980,245,White,White,1x1,Kicks,,All Year,Cool,formal; party; theatrical,For sale,9661
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter2.png,Purple,No,980,245,Purple,Purple,1x1,Kicks,,All Year,Cool,formal; party; theatrical,For sale,9662
garter socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexGarter3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter3.png,Red,No,980,245,Red,Red,1x1,Kicks,,All Year,Cool,formal; party; theatrical,For sale,9663
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo0.png,Yellow,No,950,237,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,5444
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo1.png,Peacock blue,No,950,237,Light blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,9912
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo2.png,Purple,No,950,237,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,9913
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo3.png,Beige,No,950,237,Beige,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,9914
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo4.png,Pink,No,950,237,Pink,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,9915
geometric-print socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexChimayo5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo5.png,Green,No,950,237,Green,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy,For sale,9916
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit0.png,Green,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; comfy,For sale,5196
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit1.png,Purple,No,700,175,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; comfy,For sale,9076
hand-knit socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHandknit2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit2.png,Orange,No,700,175,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; comfy,For sale,9077
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole0.png,Blue,No,NFS,10,Blue,Blue,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale,5178
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole1.png,Navy blue,No,NFS,10,Blue,Blue,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale,9070
holey socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexHole2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHole2.png,White,No,NFS,10,Beige,Beige,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale,9071
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights0.png,Black,No,350,87,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,5176
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights1.png,Pink,No,350,87,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9664
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights2.png,Light blue,No,350,87,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9665
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights3.png,Red,No,350,87,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9666
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights4.png,Purple,No,350,87,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9667
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights5.png,Green,No,350,87,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9668
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights6.png,Blue,No,350,87,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9669
holey tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexHoletights7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights7.png,Yellow,No,350,87,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; goth; theatrical,For sale,9670
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids0.png,Red & light blue,No,600,150,Red,Light blue,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,5201
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids1.png,Blue & orange,No,600,150,Blue,Orange,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9985
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids2.png,Lime & pink,No,600,150,Green,Pink,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9986
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids3.png,Yellow & purple,No,600,150,Yellow,Purple,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9987
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids4.png,Light blue & red,No,600,150,Light blue,Red,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9988
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids5.png,Purple & green,No,600,150,Purple,Green,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9989
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids6.png,Pink & yellow,No,600,150,Pink,Yellow,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9990
kiddie socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKids7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKids7.png,Black & gray,No,600,150,Black,Gray,1x1,Kicks,,All Year,Cute,everyday; outdoorsy; comfy; sporty,For sale,9991
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks0.png,Twilight,No,940,235,Purple,Purple,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,9883
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks1.png,Midnight,No,940,235,Black,Black,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,11761
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks2.png,Passion,No,940,235,Red,Red,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,11762
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks3.png,Ocean,No,940,235,Blue,Blue,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,11763
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks4.png,Sunset,No,940,235,Yellow,Yellow,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,11764
Labelle socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatesocks5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks5.png,Love,No,940,235,Pink,Pink,1x1,Labelle,,All Year,Cool,everyday; formal; sporty; theatrical,For sale,11765
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights0.png,Twilight,No,1240,310,Purple,Purple,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,9882
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights1.png,Midnight,No,1240,310,Black,Black,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,11756
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights2.png,Passion,No,1240,310,Red,Red,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,11757
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights3.png,Ocean,No,1240,310,Blue,Blue,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,11758
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights4.png,Sunset,No,1240,310,Orange,Orange,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,11759
Labelle tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexKatetights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights5.png,Love,No,1240,310,Pink,Pink,1x1,Labelle,,All Year,Elegant,everyday; formal; party; theatrical,For sale,11760
lace socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexLace0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLace0.png,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; fairy tale; formal; party,For sale,5173
lace socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexLace1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLace1.png,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; fairy tale; formal; party,For sale,8931
lace socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexLace2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLace2.png,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; fairy tale; formal; party,For sale,8932
lace socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexLace3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLace3.png,Black,No,720,180,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; fairy tale; formal; party,For sale,8933
lace socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexLace4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLace4.png,Beige,No,720,180,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; fairy tale; formal; party,For sale,10170
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping0.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping0.png,Purple,No,720,180,Gray,Purple,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,5195
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping1.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping1.png,Blue,No,720,180,Gray,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,9902
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping2.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping2.png,Yellow,No,720,180,Gray,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,9903
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping3.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping3.png,Green,No,720,180,Gray,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,9904
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping4.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping4.png,Red,No,720,180,Gray,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,9905
layered socks,https://acnhcdn.com/latest/ClosetIcon/SockstTexOverlapping5.png,https://acnhcdn.com/latest/FtrIcon/SockstTexOverlapping5.png,Orange,No,720,180,Gray,Orange,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Simple,everyday; comfy,For sale,9906
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer0.png,Purple,No,440,110,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,5169
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer1.png,Black,No,440,110,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,9785
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer2.png,Gray,No,440,110,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,9786
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer3.png,Pink,No,440,110,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,9787
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer4.png,Light purple,No,440,110,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,9788
leg warmers,https://acnhcdn.com/latest/ClosetIcon/SocksTexLegwarmer5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLegwarmer5.png,Blue,No,440,110,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,outdoorsy; comfy,For sale,9789
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed0.png,Red,No,800,200,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,5168
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed1.png,Avocado,No,800,200,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9063
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed2.png,Light blue,No,800,200,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9064
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed3.png,Purple,No,800,200,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9065
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed4.png,Blue,No,800,200,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9066
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed5.png,Orange,No,800,200,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9067
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed6.png,Lime,No,800,200,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9068
mixed-tweed socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMixtweed7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMixtweed7.png,Pink,No,800,200,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9069
neon leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeonleggings0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeonleggings0.png,Yellow,No,540,135,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; party; theatrical,For sale,9586
neon leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeonleggings1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeonleggings1.png,Pink,No,540,135,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; party; theatrical,For sale,9808
neon leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeonleggings2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeonleggings2.png,Orange,No,540,135,Orange,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; party; theatrical,For sale,9809
neon leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeonleggings3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeonleggings3.png,Green,No,540,135,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; party; theatrical,For sale,9810
neon leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeonleggings4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeonleggings4.png,Purple,No,540,135,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; party; theatrical,For sale,9811
neon tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeontights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeontights0.png,Yellow,No,720,180,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,party; theatrical,For sale,9583
neon tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeontights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeontights1.png,Pink,No,720,180,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,party; theatrical,For sale,9694
neon tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeontights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeontights2.png,Orange,No,720,180,Orange,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,party; theatrical,For sale,9695
neon tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeontights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeontights3.png,Green,No,720,180,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,party; theatrical,For sale,9696
neon tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNeontights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNeontights4.png,Purple,No,720,180,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,party; theatrical,For sale,9697
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin0.png,Gray,No,480,120,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,4741
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin1.png,White,No,480,120,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10003
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin2.png,Berry red,No,480,120,Red,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10004
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin3.png,Light blue,No,480,120,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10005
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin4.png,Orange,No,480,120,Orange,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10006
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin5.png,Green,No,480,120,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10007
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin6.png,Navy blue,No,480,120,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10008
no-show socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSneakerin7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSneakerin7.png,Yellow,No,480,120,Yellow,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; comfy; sporty,For sale,10009
Nook Inc. socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorderRco.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorderRco.png,Yellow,No,NFS,2000,Yellow,Orange,1x1,Nook Miles Shop,,All Year,Active,everyday; outdoorsy; comfy,Not for sale,5629
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic0.png,Navy blue,No,840,210,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,4748
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic1.png,Ivory,No,840,210,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9889
