Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Catalog,Variant ID,Internal ID
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6458
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6458
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6458
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6458
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6458
Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6458
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6430
Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6430
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6803
Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6803
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6588
Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6588
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6463
Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6463
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6434
Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6434
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6501
Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6501
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6474
Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6474
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6735
Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6735
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6673
Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6673
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,7213
Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,7213
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6589
Dora's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6589
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6663
Dotty's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6663
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6806
Drago's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6806
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6464
Drake's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk09_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6464
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,4_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,5_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,6_0,6488
Drift's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,7_0,6488
Ed's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs06_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,0_0,6545
Ed's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs06_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,1_0,6545
Ed's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs06_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,2_0,6545
Ed's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs06_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,Not in catalog,3_0,6545
