Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Outdoor
1161,cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_1_0.png,500,125,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Gray,For sale,No,1x1,1_0,Silver,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1161,cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_2_0.png,500,125,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Gray,For sale,No,1x1,2_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1161,cream and sugar,https://acnhcdn.com/latest/FtrIcon/FtrSugermilk_Remake_3_0.png,500,125,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Gray,For sale,No,1x1,3_0,Floral,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7077,cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKohrogiToy.png,NFS,390,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
6929,crucian carp model,https://acnhcdn.com/latest/FtrIcon/FtrFishFunaToy.png,NFS,480,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_0.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,0_0,NA,NA,White,Cover,1,living room,child's room,None,None,No,Yes,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_1.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Colorful,For sale,No,1x1,0_1,NA,NA,Floral,Cover,1,living room,child's room,None,None,No,Yes,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_2.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Green,For sale,No,1x1,0_2,NA,NA,Alphabet,Cover,1,living room,child's room,None,None,No,Yes,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_3.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,0_3,NA,NA,Paisley,Cover,1,living room,child's room,None,None,No,Yes,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_4.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Colorful,Colorful,For sale,No,1x1,0_4,NA,NA,Rainbow colors,Cover,1,living room,child's room,None,None,No,Yes,No
1792,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_5.png,300,75,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Colorful,For sale,No,1x1,0_5,NA,NA,Pop,Cover,1,living room,child's room,None,None,No,Yes,No
4003,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png,2600,650,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Pink,For sale,No,1x1,0_0,White,NA,NA,NA,NA,fancy,None,cute,None,No,No,No
4003,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_1_0.png,2600,650,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,1_0,Sky blue,NA,NA,NA,NA,fancy,None,cute,None,No,No,No
4003,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_2_0.png,2600,650,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Orange,For sale,No,1x1,2_0,Yellow,NA,NA,NA,NA,fancy,None,cute,None,No,No,No
4003,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_3_0.png,2600,650,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,White,For sale,No,1x1,3_0,Red,NA,NA,NA,NA,fancy,None,cute,None,No,No,No
4003,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_4_0.png,2600,650,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Black,For sale,No,1x1,4_0,Blue,NA,NA,NA,NA,fancy,None,cute,None,No,No,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_0.png,NFS,990,Crafting,,Beige,Red,Not for sale,Yes,1x1,0_0,No finish,Finish,Red,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_1.png,NFS,990,Crafting,,Beige,Blue,Not for sale,Yes,1x1,0_1,No finish,Finish,Blue,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_2.png,NFS,990,Crafting,,Beige,Yellow,Not for sale,Yes,1x1,0_2,No finish,Finish,Yellow,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_0.png,NFS,990,Crafting,,Orange,Red,Not for sale,Yes,1x1,1_0,Cherry brown,Finish,Red,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_1.png,NFS,990,Crafting,,Orange,Blue,Not for sale,Yes,1x1,1_1,Cherry brown,Finish,Blue,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_2.png,NFS,990,Crafting,,Orange,Yellow,Not for sale,Yes,1x1,1_2,Cherry brown,Finish,Yellow,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_0.png,NFS,990,Crafting,,Brown,Red,Not for sale,Yes,1x1,2_0,Dark,Finish,Red,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_1.png,NFS,990,Crafting,,Brown,Blue,Not for sale,Yes,1x1,2_1,Dark,Finish,Blue,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_2.png,NFS,990,Crafting,,Brown,Yellow,Not for sale,Yes,1x1,2_2,Dark,Finish,Yellow,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_0.png,NFS,990,Crafting,,Yellow,Red,Not for sale,Yes,1x1,3_0,Natural,Finish,Red,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_1.png,NFS,990,Crafting,,Yellow,Blue,Not for sale,Yes,1x1,3_1,Natural,Finish,Blue,Towel,3,kitchen,shop,None,None,Yes,Yes,No
3618,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_2.png,NFS,990,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,3_2,Natural,Finish,Yellow,Towel,3,kitchen,shop,None,None,Yes,Yes,No
7064,cyclommatus stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHosoakakuwagataToy.png,NFS,24000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
6965,dab model,https://acnhcdn.com/latest/FtrIcon/FtrFishKareiToy.png,NFS,900,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7024,dace model,https://acnhcdn.com/latest/FtrIcon/FtrFishUguiToy.png,NFS,720,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
12140,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_0_0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Blue,White,Not for sale,No,1x1,0_0,Blue,Color,NA,NA,2,child's room,living room,None,None,Yes,No,No
12140,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_1_0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Yellow,White,Not for sale,No,1x1,1_0,Yellow,Color,NA,NA,2,child's room,living room,None,None,Yes,No,No
12140,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_2_0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Orange,White,Not for sale,No,1x1,2_0,Orange,Color,NA,NA,2,child's room,living room,None,None,Yes,No,No
12140,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_3_0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Green,White,Not for sale,No,1x1,3_0,Green,Color,NA,NA,2,child's room,living room,None,None,Yes,No,No
12139,DAL mug,https://acnhcdn.com/latest/FtrIcon/FtrDalMug.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Blue,White,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,kitchen,living room,None,None,No,No,No
685,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_0_0.png,NFS,1300,Gulliver,,Red,Colorful,Not for sale,No,1x1,0_0,Red,Variation,NA,NA,2,folk art,None,None,None,Yes,No,No
685,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_1_0.png,NFS,1300,Gulliver,,Blue,Colorful,Not for sale,No,1x1,1_0,Blue,Variation,NA,NA,2,folk art,None,None,None,Yes,No,No
685,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_2_0.png,NFS,1300,Gulliver,,White,Colorful,Not for sale,No,1x1,2_0,White,Variation,NA,NA,2,folk art,None,None,None,Yes,No,No
7121,damselfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectItotonboToy.png,NFS,1500,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Blue,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7058,darner dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGinyanmaToy.png,NFS,690,Flick,Trade 3 insects to receive a model in the mail the next day,Green,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_0_0.png,NFS,480,Crafting,,Beige,Beige,Not for sale,Yes,1x1,0_0,Natural,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_1_0.png,NFS,480,Crafting,,Beige,Green,Not for sale,Yes,1x1,1_0,Mallard,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_2_0.png,NFS,480,Crafting,,Brown,Beige,Not for sale,Yes,1x1,2_0,Spot-billed,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_3_0.png,NFS,480,Crafting,,White,Black,Not for sale,Yes,1x1,3_0,Greater scaup,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_4_0.png,NFS,480,Crafting,,White,Orange,Not for sale,Yes,1x1,4_0,Common pochard,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_5_0.png,NFS,480,Crafting,,Black,Black,Not for sale,Yes,1x1,5_0,Steamer duck,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_6_0.png,NFS,480,Crafting,,White,White,Not for sale,Yes,1x1,6_0,Duck,Design,NA,NA,1,child's room,None,None,None,Yes,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_0_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Light blue,For sale,No,1x1,0_0,Gold,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_1_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Light blue,For sale,No,1x1,1_0,Red,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_2_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Light blue,For sale,No,1x1,2_0,Pink,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_3_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Light blue,For sale,No,1x1,3_0,Blue,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_4_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Light blue,For sale,No,1x1,4_0,White,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_5_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Light blue,For sale,No,1x1,5_0,Black,NA,NA,NA,NA,child's room,shop,None,None,No,No,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_0.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Blue,For sale,No,1x1,0_0,Black,NA,Desktop,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_1.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,White,For sale,No,1x1,0_1,Black,NA,Search engine,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_2.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Colorful,For sale,No,1x1,0_2,Black,NA,Calculations,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_3.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Colorful,For sale,No,1x1,0_3,Black,NA,Web browsing,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_4.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Colorful,For sale,No,1x1,0_4,Black,NA,Programming,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_5.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Colorful,For sale,No,1x1,0_5,Black,NA,Art program,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_6.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,0_6,Black,NA,Digital audio workstation,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_0.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Blue,For sale,No,1x1,1_0,Silver,NA,Desktop,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_1.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,White,For sale,No,1x1,1_1,Silver,NA,Search engine,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_2.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,1_2,Silver,NA,Calculations,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_3.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,1_3,Silver,NA,Web browsing,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_4.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,1_4,Silver,NA,Programming,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_5.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,1_5,Silver,NA,Art program,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_6.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Gray,Colorful,For sale,No,1x1,1_6,Silver,NA,Digital audio workstation,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_0.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Blue,For sale,No,1x1,2_0,White,NA,Desktop,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_1.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,White,For sale,No,1x1,2_1,White,NA,Search engine,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_2.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Colorful,For sale,No,1x1,2_2,White,NA,Calculations,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_3.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Colorful,For sale,No,1x1,2_3,White,NA,Web browsing,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_4.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Colorful,For sale,No,1x1,2_4,White,NA,Programming,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_5.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Colorful,For sale,No,1x1,2_5,White,NA,Art program,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_6.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Colorful,For sale,No,1x1,2_6,White,NA,Digital audio workstation,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_0.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Blue,For sale,No,1x1,3_0,Pink,NA,Desktop,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_1.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,White,For sale,No,1x1,3_1,Pink,NA,Search engine,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_2.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Colorful,For sale,No,1x1,3_2,Pink,NA,Calculations,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_3.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Colorful,For sale,No,1x1,3_3,Pink,NA,Web browsing,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_4.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Colorful,For sale,No,1x1,3_4,Pink,NA,Programming,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_5.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Colorful,For sale,No,1x1,3_5,Pink,NA,Art program,Screen,7,office,living room,None,None,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_6.png,100000,25000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Colorful,For sale,No,1x1,3_6,Pink,NA,Digital audio workstation,Screen,7,office,living room,None,None,No,Yes,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_0_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,White,For sale,No,1x1,0_0,Orange,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_1_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,1_0,Lime,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_2_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Orange,For sale,No,1x1,2_0,Light blue,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_3_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Yellow,For sale,No,1x1,3_0,Blue,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_4_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Purple,Green,For sale,No,1x1,4_0,Purple,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_5_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,White,For sale,No,1x1,5_0,Pink,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_6_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Light blue,For sale,No,1x1,6_0,White,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_7_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Red,For sale,No,1x1,7_0,Black,NA,NA,NA,NA,living room,child's room,None,None,No,No,No
1798,dinnerware,https://acnhcdn.com/latest/FtrIcon/FtrDishes.png,930,232,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,NA,NA,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,0_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_1_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,1_0,Black,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_2_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Gray,For sale,No,1x1,2_0,Silver,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_3_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Pink,For sale,No,1x1,3_0,Red,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_4_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Light blue,For sale,No,1x1,4_0,Blue,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_5_0.png,530,132,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Yellow,For sale,No,1x1,5_0,Yellow,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7057,diving beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGengorouToy.png,NFS,2400,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Light blue,For sale,Yes,1x1,0_0,NA,NA,Resource documents,Writing,2,office,den,None,None,No,Yes,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_1.png,1600,400,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,Yes,1x1,0_1,NA,NA,Text documents,Writing,2,office,den,None,None,No,Yes,No
