Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Tag,Door Deco,Catalog,Variant ID,Internal ID
deer decoration,https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_4_0.png,Black,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Black,Black,1x1.5 ,Crafting,,living room,None,None,None,Animal,No,Not for sale,4_0,3340
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_0.png,Red,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Red,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,0_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_1.png,Red,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Red,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,0_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_2.png,Red,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Red,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,0_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_0.png,Blue,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Blue,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,1_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_1.png,Blue,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,1_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_2.png,Blue,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,1_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_0.png,Yellow,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Yellow,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,2_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_1.png,Yellow,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Yellow,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,2_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_2.png,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Yellow,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,2_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_0.png,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Green,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,3_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_1.png,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Green,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,3_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_2.png,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Green,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,3_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_0.png,Pink,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Pink,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,4_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png,Pink,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Pink,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,4_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png,Pink,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Pink,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,4_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png,Cream,NA,Red lines,Clock face,No,No,Yes,1,1500,375,White,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,5_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png,Cream,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,White,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,5_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png,Cream,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,White,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,5_2,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png,Purple,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Purple,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,6_0,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png,Purple,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Purple,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,6_1,4144
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png,Purple,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Purple,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Clock,No,For sale,6_2,4144
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,0_0,4133
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,1100,275,White,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,1_0,4133
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1100,275,Gray,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,2_0,4133
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1100,275,Light blue,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,3_0,4133
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1100,275,Red,Black,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,4_0,4133
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,1100,275,Yellow,Red,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Clock,No,For sale,5_0,4133
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png,←,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Facility Decor,No,For sale,0_0,955
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png,→,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Facility Decor,No,For sale,1_0,955
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png,Red exit,NA,NA,NA,No,No,No,NA,810,202,Red,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Facility Decor,No,For sale,2_0,955
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png,← →,NA,NA,NA,No,No,No,NA,810,202,Black,Green,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Facility Decor,No,For sale,3_0,955
fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5677
fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Red,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5749
fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5747
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,Light blue,Color,NA,NA,No,Yes,No,1,NFS,90,Light blue,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,0_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,Red,Color,NA,NA,No,Yes,No,1,NFS,90,Red,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,1_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,1,NFS,90,Orange,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,2_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,Yellow,Color,NA,NA,No,Yes,No,1,NFS,90,Yellow,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,3_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,Green,Color,NA,NA,No,Yes,No,1,NFS,90,Green,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,4_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,Blue,Color,NA,NA,No,Yes,No,1,NFS,90,Purple,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,5_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,Black,Color,NA,NA,No,Yes,No,1,NFS,90,Black,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,6_0,4764
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,Gray,Color,NA,NA,No,Yes,No,1,NFS,90,Gray,White,1x1 ,Fishing Tourney,,child's room,fancy,None,None,House Door Decor,Yes,Not for sale,7_0,4764
fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,NA,NA,NA,NA,No,No,No,NA,1200,300,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fish gallery,expensive,den,None,None,Museum,No,Not for sale,0_0,12486
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,Giant trevally,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,0_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,Red snapper,Variation,NA,NA,No,Yes,No,1,NFS,700,Red,Colorful,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,1_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,Blue marlin,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,2_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,Squid,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,3_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,Black bass,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,4_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,Carp,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,5_0,3699
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,Giant snakehead,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,ocean,living room,None,None,Seaside,No,Not for sale,6_0,3699
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Seaside,No,For sale,0_0,3583
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Seaside,No,For sale,1_0,3583
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Seaside,No,For sale,2_0,3583
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Seaside,No,For sale,3_0,3583
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,1,NFS,200,Yellow,Light blue,1x1 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,0_0,4027
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,200,Pink,Green,1x1 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,1_0,4027
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,200,Purple,Green,1x1 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,2_0,4027
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,200,White,Yellow,1x1 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,3_0,4027
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,200,Colorful,Green,1x1 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,4_0,4027
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,Study,No,For sale,0_0,4099
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png,Light brown,NA,NA,NA,No,No,No,NA,620,155,White,Yellow,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,Study,No,For sale,1_0,4099
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,Study,No,For sale,2_0,4099
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png,Gray,Color,NA,NA,Yes,Yes,No,1,NFS,500,Gray,Beige,1x1 ,Crafting,,facility,None,None,None,House Door Decor,Yes,Not for sale,0_0,5719
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,500,Blue,Beige,1x1 ,Crafting,,facility,None,None,None,House Door Decor,Yes,Not for sale,1_0,5719
fossil plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png,NA,NA,NA,NA,No,No,No,NA,1200,300,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fossil gallery,expensive,den,None,None,Museum,No,Not for sale,0_0,12484
fruit wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,Colorful,Colorful,1x1 ,Crafting,,fancy,None,fruits,None,House Door Decor,Yes,Not for sale,NA,4378
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1500,375,Gray,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Facility Decor,No,For sale,0_0,7280
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png,Copper,NA,NA,NA,No,No,No,NA,1500,375,Brown,Brown,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Facility Decor,No,For sale,1_0,7280
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1500,375,Black,Black,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Facility Decor,No,For sale,2_0,7280
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png,Colorful,NA,NA,NA,No,No,No,NA,1500,375,Colorful,Colorful,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Facility Decor,No,For sale,3_0,7280
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png,Wooden,NA,NA,NA,No,No,No,NA,1500,375,Brown,Beige,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Facility Decor,No,For sale,4_0,7280
gold HHA plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450,Brown,Yellow,1x1 ,HHA,,living room,expensive,None,None,Museum,No,Not for sale,NA,7035
gold rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,Yellow,Yellow,1x1 ,Crafting,,expensive,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5820
golden gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,11125,Yellow,Yellow,2x1 ,Crafting,,expensive,None,golden,None,Facility Decor,No,Not for sale,NA,11261
grasshopper-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png,NA,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Special Insect,No,For sale,NA,11099
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png,Green,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Green,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,0_0,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png,Green,NA,Mountains,Design,No,No,Yes,7,140000,35000,Green,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,0_1,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png,Green,NA,Fish,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,0_2,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png,Green,NA,Bird,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,0_3,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png,Green,NA,Flower,Design,No,No,Yes,7,140000,35000,Green,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,0_4,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png,Brown,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Brown,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,1_0,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png,Brown,NA,Mountains,Design,No,No,Yes,7,140000,35000,Brown,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,1_1,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png,Brown,NA,Fish,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,1_2,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png,Brown,NA,Bird,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,1_3,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png,Brown,NA,Flower,Design,No,No,Yes,7,140000,35000,Brown,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,1_4,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png,Pink,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Pink,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,2_0,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png,Pink,NA,Mountains,Design,No,No,Yes,7,140000,35000,Pink,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,2_1,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png,Pink,NA,Fish,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,2_2,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png,Pink,NA,Bird,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,2_3,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png,Pink,NA,Flower,Design,No,No,Yes,7,140000,35000,Pink,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,2_4,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png,Blue,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Light blue,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,3_0,7282
