Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Internal ID
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped0.png,Black,No,920,230,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,4408
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped1.png,White,No,920,230,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9707
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped2.png,Pink,No,920,230,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9708
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped3.png,Light blue,No,920,230,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9709
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped4.png,Beige,No,920,230,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9710
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped5.png,Orange,No,920,230,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9711
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped6.png,Blue,No,920,230,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9712
cropped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCropped7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCropped7.png,Yellow,No,920,230,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale,9713
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise0.png,Brown,No,1100,275,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,3353
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise1.png,Purple,No,1100,275,Purple,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,9263
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise2.png,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,9264
cuffed pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSusomise3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSusomise3.png,Gray,No,1100,275,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,9265
culottes,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotCulotte0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotCulotte0.png,Light blue,No,700,175,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; comfy; vacation,For sale,4444
culottes,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotCulotte1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotCulotte1.png,White,No,700,175,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; comfy; vacation,For sale,6842
culottes,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotCulotte2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotCulotte2.png,Pink,No,700,175,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; comfy; vacation,For sale,8864
culottes,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotCulotte3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotCulotte3.png,Green,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; comfy; vacation,For sale,8865
cut-pleather skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCutleather0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCutleather0.png,Brown,No,1100,275,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,5810
cut-pleather skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCutleather1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCutleather1.png,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,10212
cut-pleather skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCutleather2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCutleather2.png,Navy blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,10213
cut-pleather skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCutleather3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCutleather3.png,White,No,1100,275,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,10214
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle0.png,Blue & red,No,700,175,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,4514
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle1.png,Black & blue,No,700,175,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11300
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle2.png,Black & red,No,700,175,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11301
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle3.png,Black & yellow,No,700,175,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11302
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle4.png,Red & green,No,700,175,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11303
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle5.png,Orange & red,No,700,175,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11304
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle6.png,Green & purple,No,700,175,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11305
cycling shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCycle7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCycle7.png,Purple & pink,No,700,175,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,outdoorsy; sporty,For sale,11306
dance warm-up pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCool0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCool0.png,Black,No,1560,390,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; theatrical,For sale,5341
dance warm-up pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCool1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCool1.png,White,No,1560,390,White,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; theatrical,For sale,11395
dance warm-up pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCool2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCool2.png,Purple,No,1560,390,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; theatrical,For sale,11396
dance warm-up pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCool3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCool3.png,Red,No,1560,390,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; theatrical,For sale,11397
denim cutoffs,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDenim0.png,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,4274
denim cutoffs,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDenim1.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11437
denim cutoffs,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDenim2.png,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11438
denim cutoffs,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDenim3.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11439
denim cutoffs,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDenim4.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11440
denim painter's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim0.png,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy,For sale,4326
denim painter's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim1.png,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy,For sale,11441
denim painter's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim2.png,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy,For sale,11442
denim painter's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim3.png,Black,No,1560,390,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy,For sale,11443
denim painter's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim4.png,White,No,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy,For sale,11444
denim pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim0.png,Blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,2403
denim pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim1.png,Light blue,No,1120,280,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,4186
denim pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim2.png,Navy blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,4187
denim pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim3.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,4188
denim pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim4.png,White,No,1120,280,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,9011
denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim0.png,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,4246
denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim1.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11430
denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim2.png,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11431
denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim3.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11432
denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim4.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale,11433
dotted shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDotgold0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDotgold0.png,Black,No,980,245,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,party; comfy; vacation,For sale,4523
dotted shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDotgold1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDotgold1.png,Gray,No,980,245,Gray,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,party; comfy; vacation,For sale,8915
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown0.png,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,4256
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown1.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11263
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown2.png,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11264
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown3.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11265
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown4.png,Green,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11266
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown5.png,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11267
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown6.png,Orange,No,1120,280,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11268
down pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown7.png,Lime,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11269
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown0.png,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,4266
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown1.png,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11328
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown2.png,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11329
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown3.png,White,No,1040,260,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11330
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown4.png,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11331
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown5.png,Yellow,No,1040,260,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11332
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown6.png,Orange,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11333
down skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown7.png,Lime,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Active,everyday; outdoorsy,For sale,11334
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape0.png,Red,No,1820,455,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,4505
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape1.png,Green,No,1820,455,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11656
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape2.png,Blue,No,1820,455,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11657
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape3.png,Gray,No,1820,455,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11658
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape4.png,Orange,No,1820,455,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11659
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape5.png,Pink,No,1820,455,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11660
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape6.png,Purple,No,1820,455,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11661
draped skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape7.png,Light blue,No,1820,455,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Simple,everyday; comfy; vacation,For sale,11662
dreamy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa0.png,Pink,No,1440,360,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; comfy,For sale,5923
dreamy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa1.png,Green,No,1440,360,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; comfy,For sale,9194
dreamy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa2.png,Yellow,No,1440,360,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; comfy,For sale,9195
dreamy pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa3.png,Blue,No,1440,360,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; comfy,For sale,9196
dress pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool0.png,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,3405
dress pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool1.png,Navy blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11404
dress pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool2.png,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11405
dress pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool3.png,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11406
elephant-print pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail0.png,Red,No,1100,275,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,comfy; vacation,For sale,5735
