Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape,Villager Equippable
9430,clover dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNClover1.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNClover1.png,Summer,Cute,everyday; fairy tale; party; vacation,Dark green,Balloon,N,Yes
5442,cold-country bunad,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic0.png,Winter,Elegant,formal; party,Blue,Overall,L,Yes
8174,cold-country bunad,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic1.png,Winter,Elegant,formal; party,Green,Overall,L,Yes
8175,cold-country bunad,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic2.png,Winter,Elegant,formal; party,Red,Overall,L,Yes
4650,cold-country dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic0.png,Winter,Elegant,formal; party,Blue,Dress,L,Yes
8162,cold-country dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Green,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic1.png,Winter,Elegant,formal; party,Green,Dress,L,Yes
8163,cold-country dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic2.png,Winter,Elegant,formal; party,Red,Dress,L,Yes
3464,concierge uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel0.png,1920,480,Able Sisters,Available from Able Sisters shop only,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel0.png,All Year,Simple,formal; work,Green,Overall,L,Yes
7445,concierge uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel1.png,1920,480,Able Sisters,Available from Able Sisters shop only,Red,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel1.png,All Year,Simple,formal; work,Red,Overall,L,Yes
7446,concierge uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel2.png,1920,480,Able Sisters,Available from Able Sisters shop only,White,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel2.png,All Year,Simple,formal; work,White,Overall,L,Yes
7447,concierge uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel3.png,1920,480,Able Sisters,Available from Able Sisters shop only,Brown,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel3.png,All Year,Simple,formal; work,Brown,Overall,L,Yes
7448,concierge uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel4.png,1920,480,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel4.png,All Year,Simple,formal; work,Light blue,Overall,L,Yes
5288,coveralls with arm covers,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer0.png,All Year,Active,outdoorsy; work,Green,Overall,L,Yes
9610,coveralls with arm covers,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer1.png,All Year,Active,outdoorsy; work,Blue,Overall,L,Yes
9611,coveralls with arm covers,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer2.png,All Year,Active,outdoorsy; work,Orange,Overall,L,Yes
9612,coveralls with arm covers,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer3.png,All Year,Active,outdoorsy; work,Pink,Overall,L,Yes
9613,coveralls with arm covers,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer4.png,All Year,Active,outdoorsy; work,Purple,Overall,L,Yes
5391,cyber suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber0.png,3500,875,Able Sisters,Available from Able Sisters shop only,Black,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber0.png,All Year,Cool,party; theatrical,Blue,Overall,L,Yes
8658,cyber suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber1.png,3500,875,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber1.png,All Year,Cool,party; theatrical,Yellow,Overall,L,Yes
8659,cyber suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber2.png,3500,875,Able Sisters,Available from Able Sisters shop only,Black,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber2.png,All Year,Cool,party; theatrical,Pink,Overall,L,Yes
2783,dazed dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro0.png,Summer,Cute,everyday; fairy tale,Pink,A-line,N,Yes
8300,dazed dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro1.png,Summer,Cute,everyday; fairy tale,Blue,A-line,N,Yes
8301,dazed dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro2.png,Summer,Cute,everyday; fairy tale,Green,A-line,N,Yes
3668,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto0.png,All Year,Simple,everyday; outdoorsy; vacation,Blue,Overall,L,Yes
9469,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto1.png,All Year,Simple,everyday; outdoorsy; vacation,Brown,Overall,L,Yes
9470,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto2.png,All Year,Simple,everyday; outdoorsy; vacation,Beige,Overall,L,Yes
9471,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto3.png,All Year,Simple,everyday; outdoorsy; vacation,Avocado,Overall,L,Yes
9472,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto4.png,All Year,Simple,everyday; outdoorsy; vacation,White,Overall,L,Yes
9473,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto5.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto5.png,All Year,Simple,everyday; outdoorsy; vacation,Orange,Overall,L,Yes
9474,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto6.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto6.png,All Year,Simple,everyday; outdoorsy; vacation,Red,Overall,L,Yes
9475,denim overalls,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto7.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto7.png,All Year,Simple,everyday; outdoorsy; vacation,Black,Overall,L,Yes
3606,desert outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia0.png,All Year,Elegant,fairy tale; party,Purple,Overall,N,Yes
8154,desert outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia1.png,All Year,Elegant,fairy tale; party,Blue,Overall,N,Yes
8155,desert outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia2.png,All Year,Elegant,fairy tale; party,Pink,Overall,N,Yes
8156,desert outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia3.png,All Year,Elegant,fairy tale; party,Yellow,Overall,N,Yes
4611,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia0.png,All Year,Elegant,fairy tale; party,Blue,Overall,H,Yes
8159,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia1.png,All Year,Elegant,fairy tale; party,Purple,Overall,H,Yes
8160,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia2.png,All Year,Elegant,fairy tale; party,Pink,Overall,H,Yes
8161,desert-princess outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia3.png,All Year,Elegant,fairy tale; party,Yellow,Overall,H,Yes
3142,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress0.png,1800,450,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress0.png,All Year,Cute,work,Pink,Balloon,H,Yes
8876,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress1.png,1800,450,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress1.png,All Year,Cute,work,Red,Balloon,H,Yes
8877,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress2.png,1800,450,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress2.png,All Year,Cute,work,Blue,Balloon,H,Yes
8878,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress3.png,1800,450,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress3.png,All Year,Cute,work,Yellow,Balloon,H,Yes
8879,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress4.png,1800,450,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress4.png,All Year,Cute,work,Aquamarine,Balloon,H,Yes
8880,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress5.png,1800,450,Able Sisters,Available from Able Sisters shop only,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress5.png,All Year,Cute,work,Cream,Balloon,H,Yes
8881,diner uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress6.png,1800,450,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress6.png,All Year,Cute,work,Black,Balloon,H,Yes
4406,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys0.png,2800,700,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys0.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Yellow,Balloon,N,Yes
9422,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys1.png,2800,700,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys1.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Red,Balloon,N,Yes
9423,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys2.png,2800,700,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys2.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Green,Balloon,N,Yes
9424,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys3.png,2800,700,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys3.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Pink,Balloon,N,Yes
9425,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys4.png,2800,700,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys4.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Purple,Balloon,N,Yes
9426,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys5.png,2800,700,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys5.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Sky blue,Balloon,N,Yes
9427,dollhouse dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys6.png,2800,700,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys6.png,Summer,Cute,fairy tale; party; theatrical; vacation; work,Light blue,Balloon,N,Yes
3462,dragon suit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLDragonYellow.png,2500,625,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLDragonYellow.png,All Year,Active,sporty,Yellow,Overall,L,Yes
5796,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa0.png,2080,520,Able Sisters,Available from Able Sisters shop only,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa0.png,All Year,Cute,fairy tale; party; theatrical,Pink,Balloon,H,Yes
8699,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa1.png,2080,520,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa1.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Balloon,H,Yes
8700,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa2.png,2080,520,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa2.png,All Year,Cute,fairy tale; party; theatrical,Blue,Balloon,H,Yes
8701,dreamy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa3.png,2080,520,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa3.png,All Year,Cute,fairy tale; party; theatrical,Green,Balloon,H,Yes
12449,earth-egg outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggground0.png,NFS,1200,Crafting,,Red,Yellow,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggground0.png,All Year,Active,fairy tale; party; theatrical,None,Rib,N,Yes
12448,egg party dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLEgg0.png,NFS,7200,Crafting,,Colorful,Colorful,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLEgg0.png,All Year,Gorgeous,fairy tale; party; theatrical,None,Balloon,L,Yes
5614,egg-sushi costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEgg.png,1600,400,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEgg.png,All Year,Cute,fairy tale; party; theatrical,White,Rib,N,Yes
4791,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady0.png,2400,600,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady0.png,All Year,Elegant,fairy tale; formal; party,Purple,Dress,L,Yes
8142,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady1.png,2400,600,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady1.png,All Year,Elegant,fairy tale; formal; party,Blue,Dress,L,Yes
8143,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady2.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady2.png,All Year,Elegant,fairy tale; formal; party,Green,Dress,L,Yes
8144,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady3.png,2400,600,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady3.png,All Year,Elegant,fairy tale; formal; party,Berry red,Dress,L,Yes
8145,elegant dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLLady4.png,2400,600,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLLady4.png,All Year,Elegant,fairy tale; formal; party,Pink,Dress,L,Yes
3703,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy0.png,3640,910,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy0.png,All Year,Cute,fairy tale; party; theatrical,Green,Balloon,N,Yes
8127,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy1.png,3640,910,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy1.png,All Year,Cute,fairy tale; party; theatrical,Pink,Balloon,N,Yes
8128,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy2.png,3640,910,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy2.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Balloon,N,Yes
8129,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy3.png,3640,910,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy3.png,All Year,Cute,fairy tale; party; theatrical,Mint,Balloon,N,Yes
8130,fairy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNFairy4.png,3640,910,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNFairy4.png,All Year,Cute,fairy tale; party; theatrical,Purple,Balloon,N,Yes
3137,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood0.png,2400,600,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood0.png,All Year,Cute,fairy tale; theatrical,Red,Balloon,H,Yes
8869,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood1.png,2400,600,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood1.png,All Year,Cute,fairy tale; theatrical,Pink,Balloon,H,Yes
8870,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood2.png,2400,600,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood2.png,All Year,Cute,fairy tale; theatrical,Yellow,Balloon,H,Yes
8871,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood3.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood3.png,All Year,Cute,fairy tale; theatrical,Green,Balloon,H,Yes
8872,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood4.png,2400,600,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood4.png,All Year,Cute,fairy tale; theatrical,Blue,Balloon,H,Yes
8873,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood5.png,2400,600,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood5.png,All Year,Cute,fairy tale; theatrical,Light blue,Balloon,H,Yes
8874,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood6.png,2400,600,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood6.png,All Year,Cute,fairy tale; theatrical,Light green,Balloon,H,Yes
8875,fairy-tale dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHHood7.png,2400,600,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHHood7.png,All Year,Cute,fairy tale; theatrical,Orange,Balloon,H,Yes
5461,fancy kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHaregi0.png,5200,1300,Able Sisters,Available from Able Sisters shop only,Red,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHaregi0.png,Winter,Gorgeous,formal; party,Vermilion,Kimono,L,Yes
