Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation
11443,denim painter's pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim3.png,1560,390,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim3.png,All Year,Simple,everyday; outdoorsy,Black
11444,denim painter's pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideDenim4.png,1560,390,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideDenim4.png,All Year,Simple,everyday; outdoorsy,White
2403,denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim0.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim0.png,All Year,Simple,everyday,Blue
4186,denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim1.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim1.png,All Year,Simple,everyday,Light blue
4187,denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim2.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim2.png,All Year,Simple,everyday,Navy blue
4188,denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim3.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim3.png,All Year,Simple,everyday,Black
9011,denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDenim4.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDenim4.png,All Year,Simple,everyday,White
4246,denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim0.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim0.png,All Year,Simple,everyday; vacation,Blue
11430,denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim1.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim1.png,All Year,Simple,everyday; vacation,Light blue
11431,denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim2.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim2.png,All Year,Simple,everyday; vacation,Navy blue
11432,denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim3.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim3.png,All Year,Simple,everyday; vacation,Black
11433,denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDenim4.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDenim4.png,All Year,Simple,everyday; vacation,White
4523,dotted shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDotgold0.png,980,245,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDotgold0.png,All Year,Cute,party; comfy; vacation,Black
8915,dotted shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotDotgold1.png,980,245,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotDotgold1.png,All Year,Cute,party; comfy; vacation,Gray
4256,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown0.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown0.png,Winter,Active,everyday; outdoorsy,Blue
11263,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown1.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown1.png,Winter,Active,everyday; outdoorsy,Black
11264,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown2.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown2.png,Winter,Active,everyday; outdoorsy,Red
11265,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown3.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown3.png,Winter,Active,everyday; outdoorsy,White
11266,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown4.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown4.png,Winter,Active,everyday; outdoorsy,Green
11267,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown5.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown5.png,Winter,Active,everyday; outdoorsy,Yellow
11268,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown6.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown6.png,Winter,Active,everyday; outdoorsy,Orange
11269,down pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalDown7.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalDown7.png,Winter,Active,everyday; outdoorsy,Lime
4266,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown0.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown0.png,Winter,Active,everyday; outdoorsy,Blue
11328,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown1.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown1.png,Winter,Active,everyday; outdoorsy,Black
11329,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown2.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown2.png,Winter,Active,everyday; outdoorsy,Red
11330,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown3.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown3.png,Winter,Active,everyday; outdoorsy,White
11331,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown4.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown4.png,Winter,Active,everyday; outdoorsy,Green
11332,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown5.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown5.png,Winter,Active,everyday; outdoorsy,Yellow
11333,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown6.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown6.png,Winter,Active,everyday; outdoorsy,Orange
11334,down skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxDown7.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxDown7.png,Winter,Active,everyday; outdoorsy,Lime
4505,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape0.png,1820,455,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape0.png,Summer,Simple,everyday; comfy; vacation,Red
11656,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape1.png,1820,455,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape1.png,Summer,Simple,everyday; comfy; vacation,Green
11657,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape2.png,1820,455,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape2.png,Summer,Simple,everyday; comfy; vacation,Blue
11658,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape3.png,1820,455,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape3.png,Summer,Simple,everyday; comfy; vacation,Gray
11659,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape4.png,1820,455,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape4.png,Summer,Simple,everyday; comfy; vacation,Orange
11660,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape5.png,1820,455,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape5.png,Summer,Simple,everyday; comfy; vacation,Pink
11661,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape6.png,1820,455,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape6.png,Summer,Simple,everyday; comfy; vacation,Purple
11662,draped skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDrape7.png,1820,455,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDrape7.png,Summer,Simple,everyday; comfy; vacation,Light blue
5923,dreamy pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa0.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa0.png,Winter,Cute,fairy tale; comfy,Pink
9194,dreamy pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa1.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa1.png,Winter,Cute,fairy tale; comfy,Green
9195,dreamy pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa2.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa2.png,Winter,Cute,fairy tale; comfy,Yellow
9196,dreamy pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideYumekawa3.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideYumekawa3.png,Winter,Cute,fairy tale; comfy,Blue
3405,dress pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool0.png,1300,325,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool0.png,All Year,Simple,everyday; formal,Green
11404,dress pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool1.png,1300,325,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool1.png,All Year,Simple,everyday; formal,Navy blue
11405,dress pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool2.png,1300,325,Able Sisters,Available from Able Sisters shop only,Beige,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool2.png,All Year,Simple,everyday; formal,Beige
11406,dress pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSchool3.png,1300,325,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSchool3.png,All Year,Simple,everyday; formal,Berry red
5735,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail0.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail0.png,Summer,Simple,comfy; vacation,Red
9184,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail1.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail1.png,Summer,Simple,comfy; vacation,Blue
9185,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail2.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail2.png,Summer,Simple,comfy; vacation,Orange
9186,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail3.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail3.png,Summer,Simple,comfy; vacation,Green
9187,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail4.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail4.png,Summer,Simple,comfy; vacation,Purple
9188,elephant-print pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideThail5.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideThail5.png,Summer,Simple,comfy; vacation,Black
5459,embellished denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWidePrintdenim0.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWidePrintdenim0.png,All Year,Cool,everyday; outdoorsy,Blue
9539,embellished denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWidePrintdenim1.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWidePrintdenim1.png,All Year,Cool,everyday; outdoorsy,Light blue
9540,embellished denim pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWidePrintdenim2.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWidePrintdenim2.png,All Year,Cool,everyday; outdoorsy,Black
4547,embroidered floral skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEmbroidery0.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEmbroidery0.png,All Year,Elegant,everyday; comfy; vacation,Green
8736,embroidered floral skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEmbroidery1.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEmbroidery1.png,All Year,Elegant,everyday; comfy; vacation,Blue
8737,embroidered floral skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongEmbroidery2.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEmbroidery2.png,All Year,Elegant,everyday; comfy; vacation,Berry red
4548,embroidered-pattern skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongGeometric0.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongGeometric0.png,All Year,Simple,everyday; vacation,Blue
8738,embroidered-pattern skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongGeometric1.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongGeometric1.png,All Year,Simple,everyday; vacation,Green
8739,embroidered-pattern skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongGeometric2.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongGeometric2.png,All Year,Simple,everyday; vacation,Red
9841,explorer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfExplorer0.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfExplorer0.png,All Year,Active,outdoorsy; work,Camel
12068,explorer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfExplorer1.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfExplorer1.png,All Year,Active,outdoorsy; work,Avocado
12069,explorer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfExplorer2.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfExplorer2.png,All Year,Active,outdoorsy; work,Beige
12070,explorer shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfExplorer3.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfExplorer3.png,All Year,Active,outdoorsy; work,Blue
5415,faux-fur skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur0.png,1440,360,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur0.png,Winter,Cute,everyday; fairy tale; party,Light blue
8794,faux-fur skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur1.png,1440,360,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur1.png,Winter,Cute,everyday; fairy tale; party,Pink
8795,faux-fur skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur2.png,1440,360,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur2.png,Winter,Cute,everyday; fairy tale; party,Red
8796,faux-fur skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur3.png,1440,360,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur3.png,Winter,Cute,everyday; fairy tale; party,Purple
8797,faux-fur skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur4.png,1440,360,Able Sisters,Available from Able Sisters shop only,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur4.png,Winter,Cute,everyday; fairy tale; party,Yellow
5704,faux-shearling skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton0.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton0.png,Winter,Simple,everyday; outdoorsy,Beige
11335,faux-shearling skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton1.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton1.png,Winter,Simple,everyday; outdoorsy,Pink
11336,faux-shearling skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton2.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton2.png,Winter,Simple,everyday; outdoorsy,Green
11337,faux-shearling skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton3.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton3.png,Winter,Simple,everyday; outdoorsy,Black
11338,faux-shearling skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton4.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton4.png,Winter,Simple,everyday; outdoorsy,Gray
4614,flare skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare0.png,1140,285,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare0.png,All Year,Simple,everyday; comfy,Red
8790,flare skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare1.png,1140,285,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare1.png,All Year,Simple,everyday; comfy,Black
8791,flare skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare2.png,1140,285,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare2.png,All Year,Simple,everyday; comfy,Pink
8792,flare skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare3.png,1140,285,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare3.png,All Year,Simple,everyday; comfy,Mint
8793,flare skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare4.png,1140,285,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare4.png,All Year,Simple,everyday; comfy,Light blue
3408,flashy slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy0.png,1300,325,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy0.png,All Year,Gorgeous,formal; party; theatrical,White
11354,flashy slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy1.png,1300,325,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy1.png,All Year,Gorgeous,formal; party; theatrical,Black
11355,flashy slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy2.png,1300,325,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy2.png,All Year,Gorgeous,formal; party; theatrical,Purple
11356,flashy slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy3.png,1300,325,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy3.png,All Year,Gorgeous,formal; party; theatrical,Berry red
11357,flashy slacks,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy4.png,1300,325,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy4.png,All Year,Gorgeous,formal; party; theatrical,Aquamarine
