nameKor,Name,Image,Variation,Body Title,DIY,Customize,Kit Cost,Uses,Stack Size,Buy,Sell,Size,Set,Source,Source Notes
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_3_0.png,Red,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 삽,outdoorsy shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopOutdoor_Remake_7_0.png,Black,Color,No,Yes,1,100,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_3_0.png,Red,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 새총,outdoorsy slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshotOutdoor_Remake_7_0.png,Black,Color,No,Yes,1,20,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_0_0.png,Avocado,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_1_0.png,Orange,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_2_0.png,Light blue,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_3_0.png,Red,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_4_0.png,Beige,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_5_0.png,Pink,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_6_0.png,Yellow,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
아웃도어 물뿌리개,outdoorsy watering can,https://acnhcdn.com/latest/FtrIcon/ToolWateringOutdoor_Remake_7_0.png,Black,Color,No,Yes,1,60,1,2500,625,1x1,Outdoor Tools,Nook's Cranny,Available in Nook's Cranny (upgraded only)
팬파이프,pan flute,https://acnhcdn.com/latest/FtrIcon/ToolPanpipe.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,2800,1x1,None,Crafting,
팬지 지팡이,pansy wand,https://acnhcdn.com/latest/FtrIcon/ToolStickPansy.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,1x1,None,Crafting,
파티용 폭죽,party popper,https://acnhcdn.com/latest/FtrIcon/ToolCracker.png,NA,NA,No,No,NA,1,10,100,25,1x1,None,Nook's Cranny,Only available close to new year holiday
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_0_0.png,Light blue,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_1_0.png,White,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_2_0.png,Yellow,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_3_0.png,Pink,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_4_0.png,Green,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_5_0.png,Blue,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_6_0.png,Purple,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
꽃무늬 삽,printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_7_0.png,Black,Color,No,Yes,1,100,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
장미 지팡이,rose wand,https://acnhcdn.com/latest/FtrIcon/ToolStickRose.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,1x1,None,Crafting,
조개껍데기 지팡이,shell wand,https://acnhcdn.com/latest/FtrIcon/ToolStickShell.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,5100,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_0_0.png,Red,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_1_0.png,Yellow,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_2_0.png,Green,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_3_0.png,Blue,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_4_0.png,Purple,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_5_0.png,Pink,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_6_0.png,White,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
삽,shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_7_0.png,Black,Color,Yes,Yes,1,100,1,2400,600,1x1,None,Crafting,
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_0_0.png,Red,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_1_0.png,Yellow,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_2_0.png,Green,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_3_0.png,Blue,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_4_0.png,Purple,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_5_0.png,Pink,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_6_0.png,White,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
새총,slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_7_0.png,Gray,Color,Yes,Yes,1,20,1,900,225,1x1,None,Nook's Cranny Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened"
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_0_0.png,Yellow,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_1_0.png,Red,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_2_0.png,Blue,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_3_0.png,Light green,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_4_0.png,Pink,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_5_0.png,Purple,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_6_0.png,Light blue,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별모양 잠자리채,star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_7_0.png,Green,Color,No,Yes,1,30,1,2500,625,1x1,None,Nook's Cranny,Available in Nook's Cranny (upgraded only)
별 지팡이,star wand,https://acnhcdn.com/latest/FtrIcon/ToolChangeStick.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,6500,1x1,None,Crafting,
돌도끼,stone axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeStoneNormal.png,NA,NA,Yes,No,NA,100,1,NFS,560,1x1,None,Crafting,
탬버린,tambourine,https://acnhcdn.com/latest/FtrIcon/ToolTambourine.png,NA,NA,No,No,NA,Unlimited,1,1500,375,1x1,None,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny
타이머,timer,https://acnhcdn.com/latest/FtrIcon/ToolTimer.png,NA,NA,No,No,NA,Unlimited,1,840,210,1x1,None,Nook's Cranny,
나뭇가지 지팡이,tree-branch wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTree.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1550,1x1,None,Crafting,
튤립 지팡이,tulip wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTulip.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,1x1,None,Crafting,
높이뛰기 장대,vaulting pole,https://acnhcdn.com/latest/FtrIcon/LongWoodenStick.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,600,1x1,None,Crafting,
지팡이,wand,https://acnhcdn.com/latest/FtrIcon/ToolStickWood.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1000,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_0_0.png,Blue,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_1_0.png,Orange,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_2_0.png,Green,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_3_0.png,Red,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_4_0.png,Purple,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_6_0.png,White,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
물뿌리개,watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_7_0.png,Black,Color,Yes,Yes,1,60,1,2400,600,1x1,None,Crafting,
웨딩 지팡이,wedding wand,https://acnhcdn.com/latest/FtrIcon/ToolStickJune.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,3500,1x1,,Wedding Season,
아네모네 지팡이,windflower wand,https://acnhcdn.com/latest/FtrIcon/ToolStickAnemones.png,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,1x1,None,Crafting,
튼튼하지 않은 도끼,worn axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeFragile.png,NA,NA,No,No,NA,3,1,40,10,1x1,None,May Day Tour,Only available during May Day Tour
