nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog
드럼,drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_7_4.png,Black & white,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
드럼,drum set,https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_7_5.png,Black & white,NA,Vintage logo,Bass drum head,No,No,Yes,2,5600,1400,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
빨래 건조대,drying rack,https://acnhcdn.com/latest/FtrIcon/FtrClothesstand_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,2700,675,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,bathroom,None,None,No,Supplies,For sale
빨래 건조대,drying rack,https://acnhcdn.com/latest/FtrIcon/FtrClothesstand_Remake_1_0.png,Ivory,NA,NA,NA,No,No,No,NA,2700,675,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,bathroom,None,None,No,Supplies,For sale
빨래 건조대,drying rack,https://acnhcdn.com/latest/FtrIcon/FtrClothesstand_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,2700,675,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,bathroom,None,None,No,Supplies,For sale
빨래 건조대,drying rack,https://acnhcdn.com/latest/FtrIcon/FtrClothesstand_Remake_3_0.png,White,NA,NA,NA,No,No,No,NA,2700,675,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,bathroom,None,None,No,Supplies,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_0.png,Black,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_1.png,Black,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_2.png,Black,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_3.png,Black,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_4.png,Black,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_5.png,Black,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_6.png,Black,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_7.png,Black,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_0.png,White,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_1.png,White,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_2.png,White,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_3.png,White,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_4.png,White,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_5.png,White,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_6.png,White,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_1_7.png,White,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_0.png,Orange,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_1.png,Orange,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_2.png,Orange,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_3.png,Orange,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_4.png,Orange,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_5.png,Orange,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_6.png,Orange,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_2_7.png,Orange,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_0.png,Blue,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_1.png,Blue,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_2.png,Blue,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_3.png,Blue,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_4.png,Blue,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_5.png,Blue,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_6.png,Blue,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_3_7.png,Blue,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_0.png,Red,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_1.png,Red,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_2.png,Red,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_3.png,Red,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_4.png,Red,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_5.png,Red,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_6.png,Red,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_4_7.png,Red,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_0.png,Pink,NA,None,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_1.png,Pink,NA,Familiar logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_2.png,Pink,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_3.png,Pink,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_4.png,Pink,NA,Emblem logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_5.png,Pink,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_6.png,Pink,NA,Pop logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
이펙터 장비,effects rack,https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_5_7.png,Pink,NA,Cute logo,Sticker area,No,No,Yes,3,6800,1700,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",concert,facility,None,None,No,Musical Instrument,For sale
호화로운 기모노 걸이,elaborate kimono stand,https://acnhcdn.com/latest/FtrIcon/FtrKimonostandRich_Remake_0_0.png,Cranes,NA,NA,NA,No,No,No,NA,220000,55000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,For sale
호화로운 기모노 걸이,elaborate kimono stand,https://acnhcdn.com/latest/FtrIcon/FtrKimonostandRich_Remake_1_0.png,Tree peonies,NA,NA,NA,No,No,No,NA,220000,55000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,For sale
호화로운 기모노 걸이,elaborate kimono stand,https://acnhcdn.com/latest/FtrIcon/FtrKimonostandRich_Remake_2_0.png,Wisteria,NA,NA,NA,No,No,No,NA,220000,55000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,For sale
호화로운 기모노 걸이,elaborate kimono stand,https://acnhcdn.com/latest/FtrIcon/FtrKimonostandRich_Remake_3_0.png,Balls,NA,NA,NA,No,No,No,NA,220000,55000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,For sale
호화로운 기모노 걸이,elaborate kimono stand,https://acnhcdn.com/latest/FtrIcon/FtrKimonostandRich_Remake_4_0.png,Hawk,NA,NA,NA,No,No,No,NA,220000,55000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_0_0.png,Chic white,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_1_0.png,Natural wood,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_2_0.png,Sunburst,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_3_0.png,Cosmo black,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_4_0.png,Deep ocean,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_5_0.png,Ash green,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_6_0.png,Shocking pink,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭 베이스 기타,electric bass,https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_7_0.png,Space silver,NA,NA,NA,No,No,No,NA,82000,20500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_0.png,Dark red,NA,None,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_1.png,Dark red,NA,Familiar logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_2.png,Dark red,NA,Chic logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_3.png,Dark red,NA,Rock logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_4.png,Dark red,NA,Emblem logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_5.png,Dark red,NA,Handwritten logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_6.png,Dark red,NA,Pop logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_7.png,Dark red,NA,Cute logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_0.png,Natural wood,NA,None,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_1.png,Natural wood,NA,Familiar logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_2.png,Natural wood,NA,Chic logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_3.png,Natural wood,NA,Rock logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_4.png,Natural wood,NA,Emblem logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_5.png,Natural wood,NA,Handwritten logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_6.png,Natural wood,NA,Pop logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_1_7.png,Natural wood,NA,Cute logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_2_0.png,Cherry,NA,None,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_2_1.png,Cherry,NA,Familiar logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_2_2.png,Cherry,NA,Chic logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_2_3.png,Cherry,NA,Rock logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
일렉트릭기타 ES2,electric guitar,https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_2_4.png,Cherry,NA,Emblem logo,Sticker area,No,No,Yes,7,71000,17750,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",concert,None,None,None,Yes,Musical Instrument,For sale
