nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Door Deco,Catalog
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_1.png,Red,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_0_2.png,Red,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_0.png,Blue,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_1.png,Blue,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_1_2.png,Blue,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_0.png,Yellow,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_1.png,Yellow,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_2_2.png,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_0.png,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_1.png,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_3_2.png,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_0.png,Pink,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png,Pink,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png,Pink,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png,Cream,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png,Cream,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png,Cream,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png,Purple,NA,Red lines,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png,Purple,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
다이너 네온 시계,diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png,Purple,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
양면 벽시계,double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,1100,275,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,Clock,No,For sale
비상구,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png,��,NA,NA,NA,No,No,No,NA,810,202,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,Facility Decor,No,For sale
비상구,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png,��,NA,NA,NA,No,No,No,NA,810,202,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,Facility Decor,No,For sale
비상구,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png,Red exit,NA,NA,NA,No,No,No,NA,810,202,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,Facility Decor,No,For sale
비상구,exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png,�� ��,NA,NA,NA,No,No,No,NA,810,202,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,Facility Decor,No,For sale
팬시 백합 리스,fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
팬시 국화 리스,fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
팬시 장미 리스,fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,1x1 ,Crafting,,fancy,None,flowers,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,Light blue,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,Red,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,Yellow,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,Green,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,Blue,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,Black,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 문패,fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,Gray,Color,NA,NA,No,Yes,No,1,NFS,90,1x1 ,Fishing Tourney,,child's room,fancy,None,None,No,House Door Decor,Yes,Not for sale
물고기 벽장식,fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,NA,NA,NA,NA,No,No,No,NA,1200,300,1x1,International Museum Day,Reward for completing the Stamp Rally in the fish gallery,expensive,den,None,None,No,Museum,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,Giant trevally,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,Red snapper,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,Blue marlin,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,Squid,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,Black bass,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,Carp,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
어탁,fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,Giant snakehead,Variation,NA,NA,No,Yes,No,1,NFS,700,2x1 ,Fishing Tourney,,ocean,living room,None,None,No,Seaside,No,Not for sale
풍어기,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,2200,550,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,Seaside,No,For sale
풍어기,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,2200,550,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,Seaside,No,For sale
풍어기,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,2200,550,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,Seaside,No,For sale
풍어기,fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,2200,550,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,Seaside,No,For sale
벽걸이 드라이플라워,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,1,NFS,200,1x1 ,Crafting,,living room,None,None,None,No,Plants,No,Not for sale
벽걸이 드라이플라워,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,200,1x1 ,Crafting,,living room,None,None,None,No,Plants,No,Not for sale
벽걸이 드라이플라워,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,200,1x1 ,Crafting,,living room,None,None,None,No,Plants,No,Not for sale
벽걸이 드라이플라워,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,200,1x1 ,Crafting,,living room,None,None,None,No,Plants,No,Not for sale
벽걸이 드라이플라워,floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,200,1x1 ,Crafting,,living room,None,None,None,No,Plants,No,Not for sale
표창장,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,620,155,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,Study,No,For sale
표창장,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png,Light brown,NA,NA,NA,No,No,No,NA,620,155,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,Study,No,For sale
표창장,formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,620,155,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,Study,No,For sale
화석 문패,fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png,Gray,Color,NA,NA,Yes,Yes,No,1,NFS,500,1x1 ,Crafting,,facility,None,None,None,No,House Door Decor,Yes,Not for sale
화석 문패,fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,500,1x1 ,Crafting,,facility,None,None,None,No,House Door Decor,Yes,Not for sale
화석 벽장식,fossil plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png,NA,NA,NA,NA,No,No,No,NA,1200,300,1x1,International Museum Day,Reward for completing the Stamp Rally in the fossil gallery,expensive,den,None,None,No,Museum,No,Not for sale
과일 리스,fruit wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,1x1 ,Crafting,,fancy,None,fruits,None,No,House Door Decor,Yes,Not for sale
톱니바퀴,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1500,375,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,Facility Decor,No,For sale
톱니바퀴,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png,Copper,NA,NA,NA,No,No,No,NA,1500,375,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,Facility Decor,No,For sale
톱니바퀴,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1500,375,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,Facility Decor,No,For sale
톱니바퀴,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png,Colorful,NA,NA,NA,No,No,No,NA,1500,375,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,Facility Decor,No,For sale
톱니바퀴,gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png,Wooden,NA,NA,NA,No,No,No,NA,1500,375,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,Facility Decor,No,For sale
아카데미 금 상패,gold HHA plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450,1x1 ,HHA,,living room,expensive,None,None,No,Museum,No,Not for sale
금장미 리스,gold rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,1x1 ,Crafting,,expensive,None,flowers,None,No,House Door Decor,Yes,Not for sale
황금 톱니바퀴,golden gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,11125,2x1 ,Crafting,,expensive,None,golden,None,Yes,Facility Decor,No,Not for sale
메뚜기 머리 벽장식,grasshopper-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png,NA,NA,NA,NA,No,No,No,NA,1400,350,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,No,Special Insect,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png,Green,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png,Green,NA,Mountains,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png,Green,NA,Fish,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png,Green,NA,Bird,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png,Green,NA,Flower,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png,Brown,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png,Brown,NA,Mountains,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png,Brown,NA,Fish,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png,Brown,NA,Bird,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png,Brown,NA,Flower,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png,Pink,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png,Pink,NA,Mountains,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png,Pink,NA,Fish,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png,Pink,NA,Bird,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png,Pink,NA,Flower,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png,Blue,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png,Blue,NA,Mountains,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_2.png,Blue,NA,Fish,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_3.png,Blue,NA,Bird,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
족자,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_4.png,Blue,NA,Flower,Design,No,No,Yes,7,140000,35000,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,Japanese Style,No,For sale
