nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer0.png,Red,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer1.png,Purple,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer2.png,Blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer3.png,Berry red,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer4.png,Green,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer5.png,Pink,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer6.png,Light blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
치어리더 옷,cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer7.png,Yellow,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
체리 옷,cherry dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCherry0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCherry0.png,Red,Yes,NFS,1600,1x1,Crafting,,All Year,Cute,fairy tale; party; theatrical,Not for sale,A-line,N
턱시도 드레스,chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny0.png,Black,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
턱시도 드레스,chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny1.png,Pink,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
턱시도 드레스,chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny2.png,Red,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
턱시도 드레스,chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny3.png,Light blue,No,2240,560,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,N
치마 한복,chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori0.png,Vermilion,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal,For sale,A-long,L
치마 한복,chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori1.png,Yellow-green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal,For sale,A-long,L
치마 한복,chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori2.png,Pink,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal,For sale,A-long,L
치마 한복,chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori3.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal,For sale,A-long,L
치마 한복,chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori4.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal,For sale,A-long,L
치나 포블라나,china poblana,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressHChinapoblanaRed.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressHChinapoblanaRed.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale,Dress,H
그리스풍 옷,chiton,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNGreece.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNGreece.png,White,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; theatrical,For sale,Box,N
클로버 원피스,clover dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNClover0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNClover0.png,Green,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; party; vacation,For sale,Balloon,N
클로버 원피스,clover dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNClover1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNClover1.png,Dark green,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; party; vacation,For sale,Balloon,N
추운 나라 옷,cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic0.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Overall,L
추운 나라 옷,cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic1.png,Green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Overall,L
추운 나라 옷,cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic2.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Overall,L
추운 나라 드레스,cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic0.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Dress,L
추운 나라 드레스,cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic1.png,Green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Dress,L
추운 나라 드레스,cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic2.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,formal; party,For sale,Dress,L
호텔리어 옷,concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel0.png,Green,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale,Overall,L
호텔리어 옷,concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel1.png,Red,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale,Overall,L
호텔리어 옷,concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel2.png,White,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale,Overall,L
호텔리어 옷,concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel3.png,Brown,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale,Overall,L
호텔리어 옷,concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel4.png,Light blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale,Overall,L
토시가 있는 작업복,coveralls with arm covers,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer0.png,Green,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
토시가 있는 작업복,coveralls with arm covers,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer1.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
토시가 있는 작업복,coveralls with arm covers,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer2.png,Orange,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
토시가 있는 작업복,coveralls with arm covers,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer3.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
토시가 있는 작업복,coveralls with arm covers,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLFarmer4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLFarmer4.png,Purple,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
사이버 슈트,cyber suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber0.png,Blue,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,party; theatrical,For sale,Overall,L
사이버 슈트,cyber suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber1.png,Yellow,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,party; theatrical,For sale,Overall,L
사이버 슈트,cyber suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLCyber2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLCyber2.png,Pink,No,3500,875,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,party; theatrical,For sale,Overall,L
꿈색 체크무늬 원피스,dazed dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro0.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale,For sale,A-line,N
꿈색 체크무늬 원피스,dazed dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro1.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale,For sale,A-line,N
꿈색 체크무늬 원피스,dazed dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNYumeiro2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNYumeiro2.png,Green,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale,For sale,A-line,N
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto0.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto1.png,Brown,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto2.png,Beige,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto3.png,Avocado,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto4.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto5.png,Orange,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto6.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
데님 멜빵 의상,denim overalls,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSaropetto7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSaropetto7.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; vacation,For sale,Overall,L
아라비아풍 옷,desert outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia0.png,Purple,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,N
아라비아풍 옷,desert outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia1.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,N
아라비아풍 옷,desert outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia2.png,Pink,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,N
아라비아풍 옷,desert outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallNArabia3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallNArabia3.png,Yellow,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,N
아라비아 공주 의상,desert-princess outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia0.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,H
아라비아 공주 의상,desert-princess outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia1.png,Purple,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,H
아라비아 공주 의상,desert-princess outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia2.png,Pink,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,H
아라비아 공주 의상,desert-princess outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallHArabia3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHArabia3.png,Yellow,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party,For sale,Overall,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress0.png,Pink,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress1.png,Red,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress2.png,Blue,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress3.png,Yellow,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress4.png,Aquamarine,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress5.png,Cream,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
다이너 유니폼,diner uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHWaitress6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHWaitress6.png,Black,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,work,For sale,Balloon,H
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys0.png,Yellow,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys1.png,Red,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys2.png,Green,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys3.png,Pink,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys4.png,Purple,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys5.png,Sky blue,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
아이돌 의상,dollhouse dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNIdleeightys6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNIdleeightys6.png,Light blue,No,2800,700,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Cute,fairy tale; party; theatrical; vacation; work,For sale,Balloon,N
드래곤 옷,dragon suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLDragonYellow.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLDragonYellow.png,Yellow,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty,For sale,Overall,L
아기자기한 드레스,dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa0.png,Pink,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
아기자기한 드레스,dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa1.png,Yellow,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
아기자기한 드레스,dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa2.png,Blue,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
아기자기한 드레스,dreamy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHYumekawa3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHYumekawa3.png,Green,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,H
땅 달걀 옷,earth-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggground0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggground0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
달걀 파티 원피스,egg party dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLEgg0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLEgg0.png,None,Yes,NFS,7200,1x1,Crafting,,All Year,Gorgeous,fairy tale; party; theatrical,Not for sale,Balloon,L
계란 초밥 의상,egg-sushi costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEgg.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEgg.png,White,No,1600,400,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Rib,N
