nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Size,Source,Catalog
빙수의 사진,Cube's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
빙수의 사진,Cube's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
카를로스의 사진,Curlos's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
햄까스의 사진,Curly's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
뚝심의 사진,Curt's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
펑크스의 사진,Cyd's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp12_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
사지마의 사진,Cyrano's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
바닐라의 사진,Daisy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog07_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
마리모의 사진,Deena's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나디아의 사진,Deirdre's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
파도맨의 사진,Del's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
델리의 사진,Deli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMnk08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
봉의 사진,Derwin's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDuk08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
나탈리의 사진,Diana's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
아이다의 사진,Diva's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlFlg18_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
휴지의 사진,Dizzy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlElp01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
켄의 사진,Dobie's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol04_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
토니의 사진,Doc's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt10_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
차둘의 사진,Dom's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlShp15_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
