nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Type,Catalog
인조털 모자,faux-fur hat,https://acnhcdn.com/latest/ClosetIcon/CapHatUshanka6.png,https://acnhcdn.com/latest/FtrIcon/CapHatUshanka6.png,Red,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Elegant,everyday; formal; party,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt0.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt0.png,Beige,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt1.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt1.png,Black,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt2.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt2.png,Green,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt3.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt3.png,Gray,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt4.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt4.png,White,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
페도라,fedora,https://acnhcdn.com/latest/ClosetIcon/CapHatFelt5.png,https://acnhcdn.com/latest/FtrIcon/CapHatFelt5.png,Red,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; formal; work,HeadCap,For sale
소방관 모자,firefighter's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter0.png,Black,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,Headgear_HasBang,For sale
소방관 모자,firefighter's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter1.png,Flame orange,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,Headgear_HasBang,For sale
소방관 모자,firefighter's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter2.png,Brown,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,Headgear_HasBang,For sale
소방관 모자,firefighter's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter3.png,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter3.png,Lime yellow,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,Headgear_HasBang,For sale
소방관 모자,firefighter's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsFirefighter4.png,https://acnhcdn.com/latest/FtrIcon/CapBangsFirefighter4.png,Avocado,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,work,Headgear_HasBang,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy0.png,Pink,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy1.png,Blue,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy2.png,Black,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy3.png,Purple,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy4.png,Orange,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy5.png,Green,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
화려한 머리핀,flashy hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLGaudy6.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLGaudy6.png,White,No,2340,585,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,For sale
꽃 머리핀,floral hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin0.png,Pink,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
꽃 머리핀,floral hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin1.png,Blue,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
꽃 머리핀,floral hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin2.png,Green,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
꽃 머리핀,floral hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin3.png,Yellow,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
꽃 머리핀,floral hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLFlowerhairpin4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLFlowerhairpin4.png,Purple,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball0.png,Green,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball1.png,White,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball2.png,Yellow,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball3.png,Berry red,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball4.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball4.png,Blue,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball5.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball5.png,Turquoise,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball6.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball6.png,Red,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
럭비 헬멧,football helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceFootball7.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceFootball7.png,Black,No,1440,360,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,HeadFullFace,For sale
여우 가면,fox mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskFox0.png,https://acnhcdn.com/latest/FtrIcon/CapMaskFox0.png,White,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,goth; theatrical,HeadFace,For sale
여우 가면,fox mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskFox1.png,https://acnhcdn.com/latest/FtrIcon/CapMaskFox1.png,Black,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,goth; theatrical,HeadFace,For sale
개구리 모자,frog cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog0.png,Green,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,For sale
개구리 모자,frog cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog1.png,Blue,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,For sale
개구리 모자,frog cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog2.png,Red,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,For sale
개구리 모자,frog cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeFrog3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeFrog3.png,Yellow,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,For sale
누더기 모자,frugal hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSimple0.png,Brown,No,350,87,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,fairy tale; goth,HeadCap,For sale
누더기 모자,frugal hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSimple1.png,Green,No,350,87,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,fairy tale; goth,HeadCap,For sale
누더기 모자,frugal hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSimple2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSimple2.png,Blue-gray,No,350,87,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,fairy tale; goth,HeadCap,For sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya0.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya0.png,Red,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya1.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya1.png,Pink,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya2.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya2.png,Golden yellow,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya3.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya3.png,Green,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya4.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya4.png,Blue,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya5.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya5.png,Purple,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
게이샤 머리,geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya6.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya6.png,Black,No,NFS,1350,1x1,Gulliver,,All Year,Cute,theatrical; work,Headgear_HasEar,Not for sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon0.png,Red,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon1.png,Green,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon2.png,Blue,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon3.png,Yellow,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon4.png,Orange,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon5.png,Pink,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon6.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon6.png,White,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
커다란 리본,giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon7.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon7.png,Black,No,1470,367,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,For sale
글렌개리,glengarry,https://acnhcdn.com/latest/ClosetIcon/CapHatGreeneryRed.png,https://acnhcdn.com/latest/FtrIcon/CapHatGreeneryRed.png,Black,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; work,HeadCap,For sale
골든 아머 헬멧,gold helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceKnightGold.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceKnightGold.png,Gold,Yes,NFS,50000,1x1,Crafting,,All Year,Gorgeous,fairy tale; goth,HeadFullFace,Not for sale
골드 장미 화관,gold rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose5.png,Gold,Yes,NFS,12000,1x1,Crafting,,All Year,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Not for sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress0.png,Purple,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress1.png,Black,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress2.png,Red,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress3.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress3.png,Pink,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress4.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress4.png,Blue,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
헤드드레스,gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress5.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress5.png,Light purple,No,1120,280,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; party; theatrical,Headgear_NoEar,For sale
포도 모자,grape hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGrape.png,https://acnhcdn.com/latest/FtrIcon/CapHatGrape.png,Purple,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party; theatrical,HeadCap,For sale
천사 링,halo,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAAngel0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAAngel0.png,Gold,No,2220,555,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,HeadHairOrnament_Peak,For sale
수제 왕관,handmade crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCChildren0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCChildren0.png,NA,No,300,75,1x1,International Children's Day,,All Year,Active,fairy tale; theatrical,HeadHairOrnament_Top,Not in catalog
헤어밴드,headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban0.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban0.png,Pink,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,comfy,Headgear_HasEar,For sale
헤어밴드,headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban1.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban1.png,Blue,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,comfy,Headgear_HasEar,For sale
헤어밴드,headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban2.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban2.png,Purple,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,comfy,Headgear_HasEar,For sale
헤어밴드,headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban3.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban3.png,Green,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,comfy,Headgear_HasEar,For sale
헤드기어,headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear0.png,Red,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
헤드기어,headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear1.png,Blue,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
헤드기어,headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear2.png,Green,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
뒤집어쓴 보자기,headkerchief,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceHokkamuriGreen.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceHokkamuriGreen.png,Green,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,goth; outdoorsy,HeadFullFace,For sale
하트 머리핀,heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin0.png,Pink,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
하트 머리핀,heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin1.png,Red,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
하트 머리핀,heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin2.png,Green,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
하트 머리핀,heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin3.png,Blue,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
하트 머리핀,heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin4.png,Black,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,HeadHairOrnament_Left,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet0.png,Pink,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet1.png,Green,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet2.png,Purple,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet3.png,Blue,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet4.png,Red,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet5.png,Light blue,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet6.png,Black,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
고글 헬멧,helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet7.png,Yellow,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,Headgear_NoEarNoJaw,For sale
히비스커스 머리핀,hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus0.png,Red,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,fairy tale; vacation,HeadHairOrnament_Left,For sale
