nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog
쿠션,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_1.png,NA,NA,Floral,Cover,No,No,Yes,1,300,75,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale
쿠션,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_2.png,NA,NA,Alphabet,Cover,No,No,Yes,1,300,75,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale
쿠션,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_3.png,NA,NA,Paisley,Cover,No,No,Yes,1,300,75,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale
쿠션,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_4.png,NA,NA,Rainbow colors,Cover,No,No,Yes,1,300,75,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale
쿠션,cushion,https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_5.png,NA,NA,Pop,Cover,No,No,Yes,1,300,75,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Chair,Does not play music,No lighting,For sale
큐트 오디오 플레이어,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2600,650,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale
큐트 오디오 플레이어,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_1_0.png,Sky blue,NA,NA,NA,No,No,No,NA,2600,650,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale
큐트 오디오 플레이어,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,2600,650,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale
큐트 오디오 플레이어,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,2600,650,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale
큐트 오디오 플레이어,cute music player,https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,2600,650,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,None,cute,None,Yes,Audio,Cheap,No lighting,For sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_0.png,No finish,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_1.png,No finish,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_0_2.png,No finish,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_0.png,Cherry brown,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_1.png,Cherry brown,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_1_2.png,Cherry brown,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_0.png,Dark,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_1.png,Dark,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_2_2.png,Dark,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_0.png,Natural,Finish,Red,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_1.png,Natural,Finish,Blue,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
도마,cutting board,https://acnhcdn.com/latest/FtrIcon/FtrCuttingboard_Remake_3_2.png,Natural,Finish,Yellow,Towel,Yes,Yes,Yes,3,NFS,990,1x1,Crafting,,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,Not for sale
엘라푸스가위사슴벌레 모형,cyclommatus stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHosoakakuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,24000,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
가자미 모형,dab model,https://acnhcdn.com/latest/FtrIcon/FtrFishKareiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,900,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale
황어 모형,dace model,https://acnhcdn.com/latest/FtrIcon/FtrFishUguiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,720,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale
DAL 비행기 모형,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_0_0.png,Blue,Color,NA,NA,No,Yes,No,2,NFS,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale
DAL 비행기 모형,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_1_0.png,Yellow,Color,NA,NA,No,Yes,No,2,NFS,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale
DAL 비행기 모형,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,2,NFS,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale
DAL 비행기 모형,DAL model plane,https://acnhcdn.com/latest/FtrIcon/FtrDalFigure_Remake_3_0.png,Green,Color,NA,NA,No,Yes,No,2,NFS,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,child's room,living room,None,None,No,Toy,Does not play music,No lighting,Not for sale
DAL 머그컵,DAL mug,https://acnhcdn.com/latest/FtrIcon/FtrDalMug.png,NA,NA,NA,NA,No,No,No,NA,NFS,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,kitchen,living room,None,None,No,Dining,Does not play music,No lighting,Not for sale
달라헤스트,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_0_0.png,Red,Variation,NA,NA,No,Yes,No,2,NFS,1300,1x1,Gulliver,,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale
달라헤스트,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_1_0.png,Blue,Variation,NA,NA,No,Yes,No,2,NFS,1300,1x1,Gulliver,,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale
달라헤스트,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_2_0.png,White,Variation,NA,NA,No,Yes,No,2,NFS,1300,1x1,Gulliver,,folk art,None,None,None,No,Folk Craft Decor,Does not play music,No lighting,Not for sale
실잠자리 모형,damselfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectItotonboToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
왕잠자리 모형,darner dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGinyanmaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,690,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_0_0.png,Natural,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_1_0.png,Mallard,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_2_0.png,Spot-billed,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_3_0.png,Greater scaup,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_4_0.png,Common pochard,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_5_0.png,Steamer duck,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
유인용 오리,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_6_0.png,Duck,Design,NA,NA,Yes,Yes,No,1,NFS,480,1x1,Crafting,,child's room,None,None,None,No,Animal,Does not play music,No lighting,Not for sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
책상용 거울,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,shop,None,None,Yes,Dresser,Does not play music,No lighting,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_0.png,Black,NA,Desktop,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_1.png,Black,NA,Search engine,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_2.png,Black,NA,Calculations,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_3.png,Black,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_4.png,Black,NA,Programming,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_5.png,Black,NA,Art program,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_6.png,Black,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_0.png,Silver,NA,Desktop,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_1.png,Silver,NA,Search engine,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_2.png,Silver,NA,Calculations,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_3.png,Silver,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_4.png,Silver,NA,Programming,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_5.png,Silver,NA,Art program,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_6.png,Silver,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_0.png,White,NA,Desktop,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_1.png,White,NA,Search engine,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_2.png,White,NA,Calculations,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_3.png,White,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_4.png,White,NA,Programming,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_5.png,White,NA,Art program,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_6.png,White,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_0.png,Pink,NA,Desktop,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_1.png,Pink,NA,Search engine,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_2.png,Pink,NA,Calculations,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_3.png,Pink,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_4.png,Pink,NA,Programming,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_5.png,Pink,NA,Art program,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
데스크톱 PC,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_6.png,Pink,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_0_0.png,Orange,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_1_0.png,Lime,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_2_0.png,Light blue,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_4_0.png,Purple,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_6_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
디지털 알람 시계,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_7_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,Yes,Clock,Does not play music,No lighting,For sale
식기,dinnerware,https://acnhcdn.com/latest/FtrIcon/FtrDishes.png,NA,NA,NA,NA,No,No,No,NA,930,232,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
식기 건조대,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,530,132,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale
물방개 모형,diving beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGengorouToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
서류 더미,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png,NA,NA,Resource documents,Writing,Yes,No,Yes,2,1600,400,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,office,den,None,None,No,Office,Does not play music,No lighting,For sale
