Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,Body Customize,Pattern Customize,Outdoor
685,Dala horse,https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_2_0.png,NFS,1300,죠니,,하얀색,컬러풀,비매품,No,1x1,2_0,White,Variation,NA,NA,2,Yes,No,No
7121,damselfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectItotonboToy.png,NFS,1500,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,검정색,파란색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7058,darner dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGinyanmaToy.png,NFS,690,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,초록색,초록색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_0_0.png,NFS,480,제작,,베이지색,베이지색,비매품,Yes,1x1,0_0,Natural,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_1_0.png,NFS,480,제작,,베이지색,초록색,비매품,Yes,1x1,1_0,Mallard,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_2_0.png,NFS,480,제작,,갈색,베이지색,비매품,Yes,1x1,2_0,Spot-billed,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_3_0.png,NFS,480,제작,,하얀색,검정색,비매품,Yes,1x1,3_0,Greater scaup,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_4_0.png,NFS,480,제작,,하얀색,주황색,비매품,Yes,1x1,4_0,Common pochard,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_5_0.png,NFS,480,제작,,검정색,검정색,비매품,Yes,1x1,5_0,Steamer duck,Design,NA,NA,1,Yes,No,No
1797,decoy duck,https://acnhcdn.com/latest/FtrIcon/FtrDecoy_Remake_6_0.png,NFS,480,제작,,하얀색,하얀색,비매품,Yes,1x1,6_0,Duck,Design,NA,NA,1,Yes,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_0_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,노란색,하늘색,구매가능,No,1x1,0_0,Gold,NA,NA,NA,NA,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_1_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하늘색,구매가능,No,1x1,1_0,Red,NA,NA,NA,NA,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_2_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,분홍색,하늘색,구매가능,No,1x1,2_0,Pink,NA,NA,NA,NA,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_3_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,파란색,하늘색,구매가능,No,1x1,3_0,Blue,NA,NA,NA,NA,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_4_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하늘색,구매가능,No,1x1,4_0,White,NA,NA,NA,NA,No,No,No
1868,desk mirror,https://acnhcdn.com/latest/FtrIcon/FtrMirror_Remake_5_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,하늘색,구매가능,No,1x1,5_0,Black,NA,NA,NA,NA,No,No,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_0.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,파란색,구매가능,No,1x1,0_0,Black,NA,Desktop,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_1.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,하얀색,구매가능,No,1x1,0_1,Black,NA,Search engine,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_2.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,컬러풀,구매가능,No,1x1,0_2,Black,NA,Calculations,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_3.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,컬러풀,구매가능,No,1x1,0_3,Black,NA,Web browsing,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_4.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,컬러풀,구매가능,No,1x1,0_4,Black,NA,Programming,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_5.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,컬러풀,구매가능,No,1x1,0_5,Black,NA,Art program,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_6.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,0_6,Black,NA,Digital audio workstation,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_0.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,파란색,구매가능,No,1x1,1_0,Silver,NA,Desktop,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_1.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,하얀색,구매가능,No,1x1,1_1,Silver,NA,Search engine,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_2.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,1_2,Silver,NA,Calculations,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_3.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,1_3,Silver,NA,Web browsing,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_4.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,1_4,Silver,NA,Programming,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_5.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,1_5,Silver,NA,Art program,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_1_6.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,회색,컬러풀,구매가능,No,1x1,1_6,Silver,NA,Digital audio workstation,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_0.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,파란색,구매가능,No,1x1,2_0,White,NA,Desktop,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_1.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,하얀색,구매가능,No,1x1,2_1,White,NA,Search engine,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_2.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,컬러풀,구매가능,No,1x1,2_2,White,NA,Calculations,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_3.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,컬러풀,구매가능,No,1x1,2_3,White,NA,Web browsing,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_4.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,컬러풀,구매가능,No,1x1,2_4,White,NA,Programming,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_5.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,컬러풀,구매가능,No,1x1,2_5,White,NA,Art program,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_2_6.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,컬러풀,구매가능,No,1x1,2_6,White,NA,Digital audio workstation,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_0.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,파란색,구매가능,No,1x1,3_0,Pink,NA,Desktop,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_1.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,하얀색,구매가능,No,1x1,3_1,Pink,NA,Search engine,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_2.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,컬러풀,구매가능,No,1x1,3_2,Pink,NA,Calculations,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_3.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,컬러풀,구매가능,No,1x1,3_3,Pink,NA,Web browsing,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_4.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,컬러풀,구매가능,No,1x1,3_4,Pink,NA,Programming,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_5.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,컬러풀,구매가능,No,1x1,3_5,Pink,NA,Art program,Screen,7,No,Yes,No
3590,desktop computer,https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_3_6.png,100000,25000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,분홍색,컬러풀,구매가능,No,1x1,3_6,Pink,NA,Digital audio workstation,Screen,7,No,Yes,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_0_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,주황색,하얀색,구매가능,No,1x1,0_0,Orange,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_1_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,초록색,구매가능,No,1x1,1_0,Lime,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_2_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하늘색,주황색,구매가능,No,1x1,2_0,Light blue,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_3_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,파란색,노란색,구매가능,No,1x1,3_0,Blue,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_4_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,보라색,초록색,구매가능,No,1x1,4_0,Purple,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_5_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,5_0,Pink,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_6_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하늘색,구매가능,No,1x1,6_0,White,NA,NA,NA,NA,No,No,No
2731,digital alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_7_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,빨간색,구매가능,No,1x1,7_0,Black,NA,NA,NA,NA,No,No,No
1798,dinnerware,https://acnhcdn.com/latest/FtrIcon/FtrDishes.png,930,232,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,0_0,White,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_1_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,검정색,구매가능,No,1x1,1_0,Black,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_2_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,회색,회색,구매가능,No,1x1,2_0,Silver,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_3_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,분홍색,구매가능,No,1x1,3_0,Red,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_4_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,파란색,하늘색,구매가능,No,1x1,4_0,Blue,NA,NA,NA,NA,No,No,No
3400,dish-drying rack,https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_5_0.png,530,132,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,노란색,구매가능,No,1x1,5_0,Yellow,NA,NA,NA,NA,No,No,No
7057,diving beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGengorouToy.png,NFS,2400,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,검정색,초록색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하늘색,구매가능,Yes,1x1,0_0,NA,NA,Resource documents,Writing,2,No,Yes,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_1.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,Yes,1x1,0_1,NA,NA,Text documents,Writing,2,No,Yes,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_2.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,빨간색,구매가능,Yes,1x1,0_2,NA,NA,Exam papers,Writing,2,No,Yes,No
1750,document stack,https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_3.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,Yes,1x1,0_3,NA,NA,Storyboards,Writing,2,No,Yes,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_0_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,베이지색,구매가능,No,1x1,0_0,Red,NA,NA,NA,NA,No,No,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_1_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,파란색,베이지색,구매가능,No,1x1,1_0,Blue,NA,NA,NA,NA,No,No,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_2_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,베이지색,구매가능,No,1x1,2_0,Green,NA,NA,NA,NA,No,No,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_3_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,분홍색,베이지색,구매가능,No,1x1,3_0,Pink,NA,NA,NA,NA,No,No,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_4_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,베이지색,구매가능,No,1x1,4_0,Purple,NA,NA,NA,NA,No,No,No
1495,dolly,https://acnhcdn.com/latest/FtrIcon/FtrDoll_Remake_5_0.png,1600,400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,베이지색,구매가능,No,1x1,5_0,White,NA,NA,NA,NA,No,No,No
7837,dorado model,https://acnhcdn.com/latest/FtrIcon/FtrFishDoladoToy.png,NFS,45000,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,노란색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7114,drone beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKanabunToy.png,NFS,600,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,초록색,초록색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7066,dung beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectFunkorogashiToy.png,NFS,9000,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,검정색,베이지색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7074,earth-boring dung b. model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSenchikoganeToy.png,NFS,900,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,보라색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
4071,electronics kit,https://acnhcdn.com/latest/FtrIcon/FtrElectronicset_Remake_0_0.png,1300,325,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,컬러풀,구매가능,No,1x1,0_0,Green,NA,NA,NA,NA,No,No,No
4071,electronics kit,https://acnhcdn.com/latest/FtrIcon/FtrElectronicset_Remake_1_0.png,1300,325,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,컬러풀,구매가능,No,1x1,1_0,Black,NA,NA,NA,NA,No,No,No
7086,emperor butterfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMorufuochoToy.png,NFS,12000,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,파란색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_0_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,회색,회색,구매가능,No,1x1,0_0,Silver,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_1_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,1_0,Red,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_2_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,노란색,하얀색,구매가능,No,1x1,2_0,Yellow,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_3_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,파란색,검정색,구매가능,No,1x1,3_0,Blue,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_4_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,갈색,구매가능,No,1x1,4_0,Green,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_5_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,5_0,White,NA,NA,NA,NA,No,No,No
954,espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_6_0.png,5600,1400,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,검정색,구매가능,No,1x1,6_0,Black,NA,NA,NA,NA,No,No,No
4110,essay set,https://acnhcdn.com/latest/FtrIcon/FtrWriterset_Remake_0_0.png,650,162,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,No,1x1,0_0,Blank,NA,NA,NA,NA,No,No,No
4110,essay set,https://acnhcdn.com/latest/FtrIcon/FtrWriterset_Remake_1_0.png,650,162,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,No,1x1,1_0,Writer's block,NA,NA,NA,NA,No,No,No
4110,essay set,https://acnhcdn.com/latest/FtrIcon/FtrWriterset_Remake_2_0.png,650,162,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,No,1x1,2_0,In progress,NA,NA,NA,NA,No,No,No
4110,essay set,https://acnhcdn.com/latest/FtrIcon/FtrWriterset_Remake_3_0.png,650,162,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,검정색,구매가능,No,1x1,3_0,Letter,NA,NA,NA,NA,No,No,No
7063,evening cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHigurashiToy.png,NFS,1650,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,검정색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
2772,fancy violin,https://acnhcdn.com/latest/FtrIcon/FtrViolin_Remake_0_0.png,140000,35000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,갈색,검정색,구매가능,No,1x1,0_0,Natural,NA,NA,NA,NA,No,No,No
2772,fancy violin,https://acnhcdn.com/latest/FtrIcon/FtrViolin_Remake_1_0.png,140000,35000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,하얀색,검정색,구매가능,No,1x1,1_0,White,NA,NA,NA,NA,No,No,No
2772,fancy violin,https://acnhcdn.com/latest/FtrIcon/FtrViolin_Remake_2_0.png,140000,35000,너굴 상점,증축 후 너굴상점의 세 번째 가구 영역,검정색,검정색,구매가능,No,1x1,2_0,Black,NA,NA,NA,NA,No,No,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_0_0.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,0_0,White,NA,Document,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_0_1.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,0_1,White,NA,Graph,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_0_2.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,0_2,White,NA,Illustration,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_0_3.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,하얀색,구매가능,No,1x1,0_3,White,NA,Written note,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_1_0.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,1_0,Red,NA,Document,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_1_1.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,1_1,Red,NA,Graph,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_1_2.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,1_2,Red,NA,Illustration,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_1_3.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,빨간색,하얀색,구매가능,No,1x1,1_3,Red,NA,Written note,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_2_0.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,갈색,하얀색,구매가능,No,1x1,2_0,Brown,NA,Document,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_2_1.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,갈색,하얀색,구매가능,No,1x1,2_1,Brown,NA,Graph,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_2_2.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,갈색,하얀색,구매가능,No,1x1,2_2,Brown,NA,Illustration,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_2_3.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,갈색,하얀색,구매가능,No,1x1,2_3,Brown,NA,Written note,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_3_0.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,하얀색,구매가능,No,1x1,3_0,Black,NA,Document,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_3_1.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,하얀색,구매가능,No,1x1,3_1,Black,NA,Graph,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_3_2.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,하얀색,구매가능,No,1x1,3_2,Black,NA,Illustration,Printout,1,No,Yes,No
4101,fax machine,https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_3_3.png,1500,375,너굴 상점,너굴상점의 구매 제한 없는 상품,검정색,하얀색,구매가능,No,1x1,3_3,Black,NA,Written note,Printout,1,No,Yes,No
12230,festive top set,https://acnhcdn.com/latest/FtrIcon/FtrFestivaltop.png,NFS,320,제작,,컬러풀,빨간색,비매품,Yes,1x1,NA,NA,NA,NA,NA,NA,No,No,No
