Internal ID	Name	Image	Buy	Sell	Source	Source Notes	Color 1	Color 2	Catalog	DIY	Size	Variant ID	Variation	Body Title	Pattern	Pattern Title	Kit Cost	HHA Concept 1	HHA Concept 2	HHA Series	HHA Set	Body Customize	Pattern Customize	Miles Price	Outdoor
1852	사각 소파	https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_3_0.png	2700	675	너굴상점	증축 후 너굴상점의 일반 가구 영역	파란색	검정색	구매가능	No	1x1	3_0	Navy blue	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
1852	사각 소파	https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_4_0.png	2700	675	너굴상점	증축 후 너굴상점의 일반 가구 영역	노란색	검정색	구매가능	No	1x1	4_0	Yellow	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
1852	사각 소파	https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_5_0.png	2700	675	너굴상점	증축 후 너굴상점의 일반 가구 영역	분홍색	검정색	구매가능	No	1x1	5_0	Magenta	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
1852	사각 소파	https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_6_0.png	2700	675	너굴상점	증축 후 너굴상점의 일반 가구 영역	하얀색	검정색	구매가능	No	1x1	6_0	White	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
1852	사각 소파	https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_7_0.png	2700	675	너굴상점	증축 후 너굴상점의 일반 가구 영역	검정색	검정색	구매가능	No	1x1	7_0	Black	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
12370	OK 게임 머신	https://acnhcdn.com/latest/FtrIcon/FtrCompassSlot.png	2700	675	너굴 쇼핑 프로모션	포켓캠프 닌텐도 어카운트 연동 후 선물 코드 입력	컬러풀	컬러풀	카탈로그 내 없음	No	1x1	NA	NA	NA	NA	NA	NA	facility	party	None	None	No	No	NA	No
1157	벽돌 가마	https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_0_0.png	NFS	3820	제작		빨간색	회색	비매품	Yes	1.5x1.5	0_0	Red	Brick color	NA	NA	6	kitchen	shop	None	None	Yes	No	NA	Yes
1157	벽돌 가마	https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_1_0.png	NFS	3820	제작		갈색	회색	비매품	Yes	1.5x1.5	1_0	Brown	Brick color	NA	NA	6	kitchen	shop	None	None	Yes	No	NA	Yes
1157	벽돌 가마	https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_2_0.png	NFS	3820	제작		하얀색	검정색	비매품	Yes	1.5x1.5	2_0	White	Brick color	NA	NA	6	kitchen	shop	None	None	Yes	No	NA	Yes
1157	벽돌 가마	https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_3_0.png	NFS	3820	제작		검정색	회색	비매품	Yes	1.5x1.5	3_0	Black	Brick color	NA	NA	6	kitchen	shop	None	None	Yes	No	NA	Yes
3776	벽돌 우물	https://acnhcdn.com/latest/FtrIcon/FtrWellBrick_Remake_0_0.png	NFS	2800	제작		주황색	갈색	비매품	Yes	1.5x1.5	0_0	Red	Brick color	NA	NA	4	garden	None	None	None	Yes	No	NA	Yes
3776	벽돌 우물	https://acnhcdn.com/latest/FtrIcon/FtrWellBrick_Remake_1_0.png	NFS	2800	제작		하얀색	빨간색	비매품	Yes	1.5x1.5	1_0	White	Brick color	NA	NA	4	garden	None	None	None	Yes	No	NA	Yes
3776	벽돌 우물	https://acnhcdn.com/latest/FtrIcon/FtrWellBrick_Remake_2_0.png	NFS	2800	제작		회색	회색	비매품	Yes	1.5x1.5	2_0	Gray	Brick color	NA	NA	4	garden	None	None	None	Yes	No	NA	Yes
8298	2층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	하얀색	구매가능	No	2x1	0_0	Silver	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	3층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	파란색	구매가능	No	2x1	0_1	Silver	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	4층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	분홍색	구매가능	No	2x1	0_2	Silver	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	5층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	하늘색	구매가능	No	2x1	0_3	Silver	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	6층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	노란색	구매가능	No	2x1	0_4	Silver	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	7층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_1_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	검정색	하얀색	구매가능	No	2x1	1_0	Black	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	8층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_1_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	검정색	파란색	구매가능	No	2x1	1_1	Black	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	9층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_1_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	검정색	분홍색	구매가능	No	2x1	1_2	Black	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	10층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_1_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	검정색	하늘색	구매가능	No	2x1	1_3	Black	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	11층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_1_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	검정색	노란색	구매가능	No	2x1	1_4	Black	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	12층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_2_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	하얀색	구매가능	No	2x1	2_0	White	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	13층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_2_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	파란색	구매가능	No	2x1	2_1	White	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	14층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_2_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	분홍색	구매가능	No	2x1	2_2	White	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	15층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_2_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	하늘색	구매가능	No	2x1	2_3	White	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	16층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_2_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	노란색	구매가능	No	2x1	2_4	White	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	17층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_3_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	하얀색	구매가능	No	2x1	3_0	Red	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	18층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_3_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	파란색	구매가능	No	2x1	3_1	Red	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	19층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_3_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	분홍색	구매가능	No	2x1	3_2	Red	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	20층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_3_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	하늘색	구매가능	No	2x1	3_3	Red	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	21층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_3_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	노란색	구매가능	No	2x1	3_4	Red	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	22층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_4_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	하얀색	구매가능	No	2x1	4_0	Blue	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	23층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_4_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	파란색	구매가능	No	2x1	4_1	Blue	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	24층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_4_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	분홍색	구매가능	No	2x1	4_2	Blue	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	25층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_4_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	하늘색	구매가능	No	2x1	4_3	Blue	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	26층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_4_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	노란색	구매가능	No	2x1	4_4	Blue	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	27층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_5_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	하얀색	구매가능	No	2x1	5_0	Yellow	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	28층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_5_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	파란색	구매가능	No	2x1	5_1	Yellow	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	29층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_5_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	분홍색	구매가능	No	2x1	5_2	Yellow	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	30층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_5_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	하늘색	구매가능	No	2x1	5_3	Yellow	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	31층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_5_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	노란색	구매가능	No	2x1	5_4	Yellow	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	32층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_6_0.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	하얀색	구매가능	No	2x1	6_0	Pink	NA	White	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	33층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_6_1.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	파란색	구매가능	No	2x1	6_1	Pink	NA	Striped	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	34층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_6_2.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	분홍색	구매가능	No	2x1	6_2	Pink	NA	Checkered	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	35층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_6_3.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	하늘색	구매가능	No	2x1	6_3	Pink	NA	Space	Bedding	2	facility	None	None	None	No	Yes	NA	No
8298	36층 침대	https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_6_4.png	5000	1250	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	노란색	구매가능	No	2x1	6_4	Pink	NA	Colorful lines	Bedding	2	facility	None	None	None	No	Yes	NA	No
12398	이스터 아치	https://acnhcdn.com/latest/FtrIcon/FtrEggArch.png	NFS	4800	제작		컬러풀	컬러풀	비매품	Yes	3x1	NA	NA	NA	NA	NA	NA	fancy	party	Bunny Day	None	No	No	NA	No
12414	이스터 침대	https://acnhcdn.com/latest/FtrIcon/FtrEggBedW.png	NFS	2400	제작		컬러풀	컬러풀	비매품	Yes	2x2	NA	NA	NA	NA	NA	NA	fancy	None	Bunny Day	None	No	No	NA	No
12421	이스터 풍선 B	https://acnhcdn.com/latest/FtrIcon/FtrEggBalloonB.png	NFS	1200	제작		컬러풀	컬러풀	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	party	Bunny Day	None	No	No	NA	No
12419	이스터 풍선 A	https://acnhcdn.com/latest/FtrIcon/FtrEggBalloonA.png	NFS	1200	제작		컬러풀	컬러풀	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	party	Bunny Day	None	No	No	NA	No
12415	이스터 스툴	https://acnhcdn.com/latest/FtrIcon/FtrEggStool.png	NFS	1200	제작		보라색	컬러풀	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	None	Bunny Day	None	No	No	NA	No
12436	이스터 테이블	https://acnhcdn.com/latest/FtrIcon/FtrEggTableS.png	NFS	1600	제작		빨간색	분홍색	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	None	Bunny Day	None	No	No	NA	No
12420	이스터 화장대	https://acnhcdn.com/latest/FtrIcon/FtrEggDresser.png	NFS	1600	제작		초록색	초록색	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	None	Bunny Day	None	No	No	NA	No
12437	이스터 옷장	https://acnhcdn.com/latest/FtrIcon/FtrEggClosetLR.png	NFS	1600	제작		노란색	컬러풀	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	fancy	None	Bunny Day	None	No	No	NA	No
7805	버터 교반기	https://acnhcdn.com/latest/FtrIcon/FtrButtermixer_Remake_0_0.png	NFS	1980	제작		갈색	검정색	비매품	Yes	1x1	0_0	Dark wood	Lumber type	NA	NA	3	facility	garden	None	None	Yes	No	NA	Yes
7805	버터 교반기	https://acnhcdn.com/latest/FtrIcon/FtrButtermixer_Remake_1_0.png	NFS	1980	제작		노란색	검정색	비매품	Yes	1x1	1_0	Natural wood	Lumber type	NA	NA	3	facility	garden	None	None	Yes	No	NA	Yes
1277	카카오	https://acnhcdn.com/latest/FtrIcon/FtrPlantCacao.png	2300	575	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	갈색	구매가능	No	1x1	NA	NA	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
1429	모닥불	https://acnhcdn.com/latest/FtrIcon/FtrBonfire.png	NFS	30	제작		갈색	갈색	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
1433	반합	https://acnhcdn.com/latest/FtrIcon/FtrMesstin.png	900	225	너굴상점	"증축 전,후 너굴상점이나 너굴상점 오픈 이전 콩돌이&밤돌이"	갈색	검정색	구매가능	No	1x1	NA	NA	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_0_0.png	1800	450	시작 아이템		초록색	초록색	구매가능	No	2x1	0_0	Green	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_1_0.png	1800	450	시작 아이템		노란색	노란색	구매가능	No	2x1	1_0	Yellow	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_2_0.png	1800	450	시작 아이템		빨간색	빨간색	구매가능	No	2x1	2_0	Red	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_3_0.png	1800	450	시작 아이템		파란색	파란색	구매가능	No	2x1	3_0	Blue	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_4_0.png	1800	450	시작 아이템		회색	검정색	구매가능	No	2x1	4_0	Snow camouflage	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_5_0.png	1800	450	시작 아이템		초록색	갈색	구매가능	No	2x1	5_0	Camouflage	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_6_0.png	1800	450	시작 아이템		하얀색	하얀색	구매가능	No	2x1	6_0	Simple pattern	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
4081	캠핑용 침대	https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_7_0.png	1800	450	시작 아이템		하늘색	노란색	구매가능	No	2x1	7_0	Pop pattern	NA	NA	NA	NA	outdoors	None	None	None	No	No	NA	Yes
12374	캠핑장 간판	https://acnhcdn.com/latest/FtrIcon/FtrCompassSignCamp.png	2500	625	너굴 쇼핑 프로모션	포켓캠프 닌텐도 어카운트 연동 후 선물 코드 입력	갈색	컬러풀	카탈로그 내 없음	No	2x1	NA	NA	NA	NA	NA	NA	facility	garden	None	None	No	No	NA	No
5959	게자리 테이블	https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png	NFS	21975	제작		노란색	하얀색	비매품	Yes	1x1	NA	NA	NA	NA	NA	NA	expensive	None	stars	None	No	No	NA	No
7392	캔디 머신	https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_0_0.png	2800	700	너굴상점	"증축 전,후 너굴상점의 가구 영역"	빨간색	컬러풀	구매가능	No	1x1	0_0	Red	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
7392	캔디 머신	https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_1_0.png	2800	700	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	컬러풀	구매가능	No	1x1	1_0	Blue	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
7392	캔디 머신	https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_2_0.png	2800	700	너굴상점	"증축 전,후 너굴상점의 가구 영역"	노란색	컬러풀	구매가능	No	1x1	2_0	Yellow	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
7392	캔디 머신	https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_3_0.png	2800	700	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	컬러풀	구매가능	No	1x1	3_0	Pink	NA	NA	NA	NA	shop	facility	None	None	No	No	NA	No
5957	염소자리 모형	https://acnhcdn.com/latest/FtrIcon/FtrZodiacCapricornus.png	NFS	22650	제작		하얀색	노란색	비매품	Yes	2x1	NA	NA	NA	NA	NA	NA	expensive	None	stars	None	No	No	NA	No
7161	박스 침대	https://acnhcdn.com/latest/FtrIcon/FtrCardboardBedS_Remake_0_0.png	NFS	240	제작		노란색	노란색	비매품	Yes	2x1	0_0	Plain	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7161	박스 침대	https://acnhcdn.com/latest/FtrIcon/FtrCardboardBedS_Remake_1_0.png	NFS	240	제작		노란색	노란색	비매품	Yes	2x1	1_0	Labeled	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7163	박스 의자	https://acnhcdn.com/latest/FtrIcon/FtrCardboardChairS_Remake_0_0.png	NFS	60	제작		베이지색	베이지색	비매품	Yes	1x1	0_0	Plain	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7163	박스 의자	https://acnhcdn.com/latest/FtrIcon/FtrCardboardChairS_Remake_1_0.png	NFS	60	제작		베이지색	베이지색	비매품	Yes	1x1	1_0	Labeled	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7159	박스 소파	https://acnhcdn.com/latest/FtrIcon/FtrCardboardSofaL_Remake_0_0.png	NFS	120	제작		베이지색	베이지색	비매품	Yes	2x1	0_0	Plain	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7159	박스 소파	https://acnhcdn.com/latest/FtrIcon/FtrCardboardSofaL_Remake_1_0.png	NFS	120	제작		하얀색	베이지색	비매품	Yes	2x1	1_0	Labeled	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7160	박스 테이블	https://acnhcdn.com/latest/FtrIcon/FtrCardboardTableL_Remake_0_0.png	NFS	240	제작		노란색	노란색	비매품	Yes	2x2	0_0	Plain	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
7160	박스 테이블	https://acnhcdn.com/latest/FtrIcon/FtrCardboardTableL_Remake_1_0.png	NFS	240	제작		노란색	하얀색	비매품	Yes	2x2	1_0	Labeled	Cardboard	NA	NA	1	garage	None	cardboard	None	Yes	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_0_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	베이지색	베이지색	구매가능	No	1x1	0_0	Beige	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_1_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	갈색	베이지색	구매가능	No	1x1	1_0	Brown	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_2_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	파란색	베이지색	구매가능	No	1x1	2_0	Navy blue	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_3_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	회색	노란색	구매가능	No	1x1	3_0	Gray	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_4_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	분홍색	하늘색	구매가능	No	1x1	4_0	Pink	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
896	캣타워	https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_5_0.png	3000	750	너굴상점	"증축 전,후 너굴상점의 가구 영역"	하얀색	베이지색	구매가능	No	1x1	5_0	White	NA	NA	NA	NA	living room	None	None	None	No	No	NA	No
1449	첼로	https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_0_0.png	130000	32500	너굴상점	증축 후 너굴상점의 세 번째 가구 영역	갈색	갈색	구매가능	No	1x1	0_0	Natural	NA	NA	NA	NA	music	expensive	None	None	No	No	NA	No
1449	첼로	https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_1_0.png	130000	32500	너굴상점	증축 후 너굴상점의 세 번째 가구 영역	하얀색	하얀색	구매가능	No	1x1	1_0	White	NA	NA	NA	NA	music	expensive	None	None	No	No	NA	No
1449	첼로	https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_2_0.png	130000	32500	너굴상점	증축 후 너굴상점의 세 번째 가구 영역	검정색	검정색	구매가능	No	1x1	2_0	Black	NA	NA	NA	NA	music	expensive	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_0_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	0_0	Blank	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_1_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	1_0	After school	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_2_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	2_0	Foreign language	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_3_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	3_0	Math	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_4_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	4_0	Music	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_5_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	5_0	Club activities	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
2012	칠판	https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_6_0.png	2600	650	너굴상점	증축 후 너굴상점의 일반 가구 영역	초록색	회색	구매가능	No	2x1	6_0	Art	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
7264	우승기	https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_0_0.png	3900	975	너굴상점	증축 후 너굴상점의 일반 가구 영역	빨간색	노란색	구매가능	No	1x1	0_0	Red	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
7264	우승기	https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_1_0.png	3900	975	너굴상점	증축 후 너굴상점의 일반 가구 영역	파란색	노란색	구매가능	No	1x1	1_0	Blue	NA	NA	NA	NA	school	None	None	None	No	No	NA	No
