index,nameKor,nameJpn,nameEng,gender,birth,personality,species,phraseKor,phraseEng,coffeeBean,milkAmount,sugarCount,hobby,likeMusic,likeStyles,likeColors,wallPaper,floor,funitures,amiiboCardUrl,detailUrl,exteriorUrl,interiorUrl,iconUrl,posterUrl
240,나디아,ナディア,Deirdre,f,05월 04일,단순활발,사슴,됐고,whatevs,블루마운틴,없음,0,Play,K.K.보사노바,Simple#Simple,Orange#Orange,단풍 벽,단풍 바닥,7142;4038;808;4003;6081;4708;805;1620;3808;6075;6078,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_240.png?alt=media&token=282d03b6-35e7-4159-8273-03a6609d983e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_240_deirdre.png?alt=media&token=50087789-8255-47be-9190-24f19fe45bc4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_240_Deirdre.png?alt=media&token=8acd8003-de95-4c1c-8192-78828c335c17,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_240_Deirdre.png?alt=media&token=c7c94820-65e5-4d99-9608-e73241b1467a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_240.png?alt=media&token=b5b860fd-30a3-45c9-a754-4dc28d49a962,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_240_Deirdre.png?alt=media&token=f0a764d7-e791-485b-b6e5-91d9ce8ddc11
241,스나일,スナイル,Hans,m,12월 05일,느끼함,고릴라,알만하다,groovy,블루마운틴,없음,0,Fitness,K.K.소나타,Elegant#Gorgeous,Gray#Blue,스키장 벽,스키장 바닥,1429;5970;7281;533;533;5972;533;1434;1430;4042;530;530;889;3697,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_241.png?alt=media&token=edf62845-c116-4bb8-9d43-808962e5e9bb,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_241_hans.png?alt=media&token=e3cc18e2-f67c-4079-b695-06fe6471963c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_241_Hans.png?alt=media&token=2d3c7bd4-ffdf-4345-9e57-1ecb594e3190,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_241_Hans.png?alt=media&token=eda13052-06c1-40c7-b431-1ae07b74e42e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_241.png?alt=media&token=e24b6e0a-8f7a-4fbc-b760-e870862325da,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_241_Hans.png?alt=media&token=bebca5e7-8102-4132-992b-6536509705d3
242,윤이,ユキ,Chevre,f,03월 06일,친절함,염소,맞아유,la baa,블루마운틴,없음,0,Education,K.K.찬송가,Cute#Elegant,Red#Pink,화이트 보태니컬 타일 벽,검정 패턴 바닥,4052;4051;7236;2554;1875;3681;998;4054;4114;6505,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_242.png?alt=media&token=c7c5b735-ec85-4a7d-bc58-bb84ff389c88,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_242_chevre.png?alt=media&token=5e326ea1-5ecb-413f-b4b9-1caf7a3d3bed,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_242_Chevre.png?alt=media&token=7df2c488-298a-455b-ae7f-9e7701ffc611,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_242_Chevre.png?alt=media&token=57feb73d-bba9-4d9d-af48-bf9f3007a0c4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_242.png?alt=media&token=e667594e-de96-4006-8aa5-761b6a3d0b9e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_242_Chevre.png?alt=media&token=0abf4d81-60a3-4d91-9240-482e9b2bd012
243,용남이,タツオ,Drago,m,02월 12일,먹보,악어,띠용띠용,burrrn,킬리만자로,살짝,1,Nature,K.K.차이나,Elegant#Gorgeous,Orange#Red,왕조 벽,왕조 바닥,3971;6031;6031;7797;7796;8415;8415;3972;794;3970;3972;7021,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_243.png?alt=media&token=fa261d9b-9a56-45df-9f15-737b5e62984c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_243_drago.png?alt=media&token=7d096584-58dd-4e71-bf93-7c365d315608,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_243_Drago.png?alt=media&token=8d846c48-6acb-47b9-af7e-2535e248dfae,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_243_Drago.png?alt=media&token=d221fcd5-bf2a-4cd9-b621-e827ed823aff,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_243.png?alt=media&token=5cab30d5-0a20-4b52-9f9a-0abe97656cbb,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_243_Drago.png?alt=media&token=8a197844-2fe3-4687-a6ca-187029603533
244,백프로,ヒャクパー,Tangy,f,06월 17일,아이돌,고양이,귤귤,reeeeOWR,블루마운틴,적당히,2,Music,사랑해,Simple#Cute,Green#Yellow,오렌지 벽지,그린 복고풍 바닥,4130;2596;7259;4546;3975;4134;4011;4127;1263;3672;3672;975;4378;4128;3975;4107;3976,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_244.png?alt=media&token=5c4f88dc-8eb9-4a2f-8657-a705f8217772,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_244_tangy.png?alt=media&token=158c96a7-8f3e-4f6e-9a33-071103c601d3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_244_Tangy.png?alt=media&token=bf23ad68-609a-44db-a6db-787691853de3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_244_Tangy.png?alt=media&token=a212544e-1c19-4260-b317-31d93ca380e3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_244.png?alt=media&token=0137a391-6aec-4e8e-bb15-41d1b6cd5be7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_244_Tangy.png?alt=media&token=d9c56e24-d14d-4e29-b129-eaf84d2074d6
245,챔프,チャンプ,Mac,m,11월 11일,운동광,강아지,우물우물,woo woof,블렌드,없음,0,Fitness,내가 있는 곳,Active#Cool,Red#Black,덩굴 벽,공터 바닥,1631;7142;1799;3348;7802;3229;1620;4113;4393;4042;1432;3697,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_245.png?alt=media&token=f769c8d3-4336-4513-bbc2-907a00c063cf,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_245_mac.png?alt=media&token=edbf4cef-7c18-44e9-ba34-7e8047bd4f7f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_245_Mac.png?alt=media&token=2756bc10-f9ea-43ad-89c5-d6b59bb51755,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_245_Mac.png?alt=media&token=9338d288-b405-48ba-ae11-78a1228c7741,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_245.png?alt=media&token=1a3f4324-a20a-4c28-8dce-bd06924d4c9a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_245_Mac.png?alt=media&token=52a32cdb-6f9d-4aad-8135-c4a829a2df61
246,엘레핀,エレフィン,Eloise,f,12월 08일,성숙함,코끼리,훨훨,tooooot,블루마운틴,듬뿍,3,Fashion,K.K.소울,Elegant#Simple,Green#Orange,노란 텍스타일 벽,갈색 꽃무늬 마룻바닥,929;4052;4049;4053;4109;3275;4054;4076;3775;998;1050;3975;796,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_246.png?alt=media&token=64c33642-2090-4dc1-9869-7cb7d09b4a31,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_246_eloise.png?alt=media&token=7ed28383-3d87-4534-8b6d-953df969b5f6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_246_Eloise.png?alt=media&token=5f5cde1f-cbb9-4094-b0d5-a19fc6c8898b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_246_Eloise.png?alt=media&token=2567ba08-e36b-4668-9b67-5d2d9b395224,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_246.png?alt=media&token=8b8d760b-9f0a-413d-8213-81c89be5feff,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_246_Eloise.png?alt=media&token=150f1472-1e80-4686-9d2e-fd9c2cf8658a
247,샘,サム,Wart Jr.,m,08월 21일,무뚝뚝,개구리,므흣,grr-ribbit,블루마운틴,적당히,2,Education,오르막길,Simple#Simple,Blue#Purple,낡은 토벽,파란 테두리 일본식 바닥,717;1849;3230;7048;3622;3554;7323;7323;957;3658;4106;3672;725;787,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_247.png?alt=media&token=279c4423-69a6-4f1a-a087-7880a037c837,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_247_wart%20Jr..png?alt=media&token=09e3faae-ac5b-4003-a964-8bc3ef3fd063,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_247_WartJr..png?alt=media&token=8ef59be1-aff1-4a02-bcd0-84ac4d26992c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_247_%2CWartJr..png?alt=media&token=4f25486a-45ec-4cd1-b8fb-44333c838ca4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_247.png?alt=media&token=36f8efe5-9da4-46f2-b49c-5d744c488655,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_247_Wart%20Jr..png?alt=media&token=3665f9e8-c183-4d95-b9d3-d5b6875f8a0e
248,아이리스,アイリス,Hazel,f,08월 30일,단순활발,다람쥐,알아알아,uni-wow,블렌드,없음,0,Play,유로 비트,Active#Cute,Red#Yellow,씨름판 벽,옹이 무늬 마룻바닥,7529;1181;1181;4226;2010;787;1744;7264,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_248.png?alt=media&token=ac946a3b-b2dd-45c6-b374-4879ef9317c5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_248_hazel.png?alt=media&token=26df0468-9ac7-4cf9-8730-9757338ffafe,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_248_Hazel.png?alt=media&token=877af9c9-beef-4be2-8a01-9089959bb8a7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_248_Hazel.png?alt=media&token=a3cfa37a-cff4-4746-9abd-047e744b3db1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_248.png?alt=media&token=6322904f-1c83-4140-85e1-d97ce71925a1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_248_Hazel.png?alt=media&token=27272a09-5ae0-45df-9904-acadc18bfe5d
249,베어드,ベアード,Beardo,m,09월 27일,느끼함,곰,오홍홍,whiskers,블루마운틴,살짝,1,Education,K.K.밀롱가,Elegant#Elegant,Brown#Blue,블루 왕관 벽지,보라 심플 카펫 바닥,3954;3561;2554;3784;3958;3951;3783;794;4009;1750,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_249.png?alt=media&token=f1303314-0d0c-43f8-93f5-2f195afd8661,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_249_beardo.png?alt=media&token=41144b36-c4a4-4d08-ad4a-da6cf5cd20ba,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_249_Beardo.png?alt=media&token=bde0b6a7-7b96-4d0f-ad73-d59fc744582f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_249_Beardo.png?alt=media&token=79b714e3-1117-4023-b148-1b1915e81c62,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_249.png?alt=media&token=5b6b94de-0162-43d1-aa26-712ddd1f4084,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_249_Beardo.png?alt=media&token=1e558fcd-4452-41d5-8c06-baa41f177361
250,에바,ドミグラ,Ava,f,04월 28일,친절함,닭,그랬대요,beaker,블루마운틴,적당히,2,Music,K.K.러브송,Elegant#Cute,Red#Gray,하얀 장미 벽지,하얀 심플 카펫 바닥,3490;4003;7132;2560;3616;3428;7137;2740;7789;7134;7365;1838,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_250.png?alt=media&token=e09c314d-ceef-412d-85cd-1d2bc2619a61,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_250_ava.png?alt=media&token=2bc8cd80-5ce4-4ba3-ae1a-2e2623a4ec62,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_250_Ava.png?alt=media&token=035ce43a-731f-49d3-b117-4dceb71d253a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_250_Ava.png?alt=media&token=44a324bc-9edc-4b7c-97e8-a2d6b6744eae,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_250.png?alt=media&token=9b05b30d-d541-41c8-9e48-5b3f338d0b92,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_250_Ava.png?alt=media&token=891f1025-efa8-4e15-a3fa-773f0090a6d3
251,팬타,パンタ,Chester,m,08월 06일,먹보,아기곰,부끄,rookie,블렌드,살짝,1,Play,K.K.차이나,Simple#Simple,Yellow#Green,대나무 숲 벽,대나무 바닥,5979;3555;10743;710;5978;5977;5977;710;7348;9698,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_251.png?alt=media&token=444b37ed-3d59-4986-8002-40a24001390a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_251_chester.png?alt=media&token=048d4bdc-2f6b-4b5c-9c22-6b9e11802598,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_251_Chester.png?alt=media&token=d00fe5b0-f296-4765-93a4-d9ef957767a8,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_251_Chester.png?alt=media&token=1e4d7fed-665c-448a-957d-b438aec54436,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_251.png?alt=media&token=b22d5e86-77f0-4dfa-b26e-181ce5430416,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_251_Chester.png?alt=media&token=c1654706-b749-4831-a044-317aeeee0480
252,유네찌,さっち,Merry,f,06월 29일,아이돌,고양이,냥냥,mweee,블루마운틴,적당히,2,Fashion,토마토 스파게티,Cute#Cute,Pink#Light blue,구슬 커튼 벽,오렌지색 복고풍 바닥,4132;1227;2554;2713;790;3616;3439;1913;4130,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_252.png?alt=media&token=e8c6b69c-4324-46ab-91b8-f26627581317,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_252_merry.png?alt=media&token=d1845da1-737d-4e47-91b3-5c1a6b32bbfc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_252_Merry.png?alt=media&token=247afc6b-6e1b-4630-9008-bde84188f5e1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_252_Merry.png?alt=media&token=c6de6530-7d12-4c54-b8bd-65eab86c2ecc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_252.png?alt=media&token=1bb5f4c3-eb42-487e-90a1-ead9f3b47f0c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_252_Merry.png?alt=media&token=9782c1ff-93f2-4ac3-b1e8-e1fe52123c41
253,토시,ゲンジ,Genji,m,01월 21일,운동광,토끼,땡글,mochi,블루마운틴,듬뿍,3,Fitness,K.K.왕조,Elegant#Simple,Green#Purple,황금 미닫이 문 벽,이끼 낀 바닥,3580;7393;6031;716;710;7282;5976;677;7391;725,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_253.png?alt=media&token=2d42910f-5bc5-4547-9dc7-999214cae2cc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_253_genji.png?alt=media&token=8b3af290-5ff2-49a1-8f5f-f53c16019172,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_253_Genji.png?alt=media&token=5a31b451-33fd-46f7-9a07-d921db071018,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_253_Genji.png?alt=media&token=9d642ce4-e2bc-4353-a438-db19bd4b799f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_253.png?alt=media&token=70ac3a81-c96c-400b-82b4-342afa90c371,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_253_Genji.png?alt=media&token=99a4e781-aee0-497c-9c24-878fb731d70c
254,복자,ふくこ,Greta,f,09월 05일,성숙함,생쥐,오호호,yelp,모카,없음,0,Education,추억의 K.K.가요,Elegant#Simple,Pink#Purple,모던 창호지 문 벽,평범한 바닥,5970;717;2736;787;3230;4106;7047;722;725;3658;7369;7369;7282;7369;7369,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_254.png?alt=media&token=c7da2bfc-cb04-4e91-a30d-e7fc523a9110,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_254_greta.png?alt=media&token=0f60e230-d285-433c-adac-ff98cfb86934,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_254_Greta.png?alt=media&token=ecf55cc0-4724-41fe-a169-7e7e9bc73aa8,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_254_Greta.png?alt=media&token=89acd1e8-6ab0-45b1-a078-949d0b03d4e0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_254.png?alt=media&token=9ebebfd9-7a6a-4045-9890-ae1a8edad51a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_254_Greta.png?alt=media&token=bfc0f744-21f5-464c-a8d2-e4d5f1afa2b4
255,로보,ロボ,Wolfgang,m,11월 25일,무뚝뚝,늑대,거봐,snarrrl,블렌드,듬뿍,3,Education,드럼앤베이스,Cool#Active,Black#Green,짙은 색 나무로 짠 벽,스트라이프 바닥,4117;7323;7323;3275;4109;3270;3196;4338;3200;3562;3271;3818;1043;3194;3282;3193;4114;7800,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_255.png?alt=media&token=346ea57c-6167-4af4-b55f-e8dc32dd9a1a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_255_wolfgang.png?alt=media&token=58be15a2-a36d-4e2c-bff5-6a4c3f8f6aa3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_255_Wolfgang.png?alt=media&token=2ccc0949-06b9-4ff2-afc6-7e08927c0886,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_255_Wolfgang.png?alt=media&token=5e86fa7c-b6a1-44c3-9dd7-15840b2a823d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_255.png?alt=media&token=83102d18-23a4-4da8-92f5-74702a62cf9a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_255_Wolfgang.png?alt=media&token=eb6bb76b-0d27-413c-ae12-6679db51e41d
256,아이다,アイーダ,Diva,f,10월 02일,단순활발,개구리,흐응,ya know,킬리만자로,없음,0,Fitness,K.K.마하라자,Gorgeous#Elegant,Purple#Light blue,이집트풍 벽,바위 산 바닥,5959;5959;8702;8702;8825;3473;3772;5165;5165;5165,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_256.png?alt=media&token=f5599e81-6978-4e1a-ba2d-6a65521e60e9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_256_diva.png?alt=media&token=a81cc002-c22f-467c-988d-216e8a1a2c63,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_256_Diva.png?alt=media&token=80e959d9-67f0-4d8b-9b00-e8289b43082f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_256_Diva.png?alt=media&token=0fa44e81-f035-4a34-b882-144ba8e4a24f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_256.png?alt=media&token=66fa4784-c83f-4114-ab2f-86c0aca7a735,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_256_Diva.png?alt=media&token=c9ca20b5-1f22-4282-9291-2fc0c7e379b4
257,곰도로스,クマロス,Klaus,m,03월 31일,느끼함,곰,라저,strudel,블루마운틴,살짝,1,Education,K.K.소나타,Simple#Simple,Gray#White,르네상스풍 벽,대리석 바닥,1840;4098;2776;3468;4073;5959;5956;5338;794;4017,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_257.png?alt=media&token=28c6e820-ba8f-4fba-a821-f06e6a5e9be4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_257_klaus.png?alt=media&token=38d20244-3133-4a20-b26c-0589562e35a6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_257_Klaus.png?alt=media&token=0dd5b653-732a-4989-a586-2883715bf86d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_257_Klaus.png?alt=media&token=7a920953-2d0a-4d39-a4aa-5863b5a10d01,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_257.png?alt=media&token=ace1eb48-eaef-4ca8-bb85-483afab1da91,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_257_Klaus.png?alt=media&token=9f4d783c-b7d2-4a47-a275-0072f7b29b75
