Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Version,Style,Label Themes,Type,Catalog
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart1.png,Yellow,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart2.png,Blue,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart3.png,Purple,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
heart shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeart4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart4.png,Green,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
HMD,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHmdWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHmdWhite.png,White,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,comfy,AccessoryEye,For sale
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot0.png,Black,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,For sale
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot1.png,Red,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,For sale
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot2.png,Green,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,For sale
jester's mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPierrot3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot3.png,Blue,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate0.png,Twilight,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate1.png,Midnight,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate2.png,Passion,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate3.png,Ocean,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate4.png,Sunset,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
Labelle sunglasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassKate5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate5.png,Love,No,2000,500,1x1,Labelle,,All Year,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind0.png,Red,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind1.png,Blue,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind2.png,Green,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind3.png,Pink,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind4.png,Yellow,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind5.png,Gold,No,880,220,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,party; theatrical,AccessoryEye,For sale
leaf,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeafGreen.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeafGreen.png,Green,Yes,NFS,100,1x1,Crafting,,All Year,1.0.0,Simple,outdoorsy; comfy; vacation,AccessoryMouth,Not for sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png,Purple,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png,Black,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian2.png,Blue,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png,Red,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png,Green,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png,Gold,No,910,227,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; party; theatrical,AccessoryEye,For sale
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle0.png,Black,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,For sale
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle1.png,Gold,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,For sale
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle2.png,Silver,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,fairy tale; formal; work,AccessoryOneEye,For sale
night-vision goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNightvisionBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNightvisionBlack.png,Black,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Active,outdoorsy,AccessoryEye,For sale
Nook Inc. eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNook0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNook0.png,Green,No,NFS,2000,1x1,Nook Miles Shop,,All Year,1.0.0,Simple,comfy,AccessoryEye,Not for sale
nose drip,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthJokeDripCyan.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthJokeDripCyan.png,Light blue,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,comfy,AccessoryMouth,For sale
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon0.png,Gray,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,comfy; vacation; work,AccessoryEye,For sale
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon1.png,Green,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,comfy; vacation; work,AccessoryEye,For sale
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon2.png,Purple,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,comfy; vacation; work,AccessoryEye,For sale
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon3.png,Gold,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,comfy; vacation; work,AccessoryEye,For sale
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon4.png,Black,No,1100,275,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,comfy; vacation; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval0.png,Green,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval1.png,Orange,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval2.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval3.png,Purple,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval4.png,Magenta,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval5.png,Mustard,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval6.png,Black,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; work,AccessoryEye,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier0.png,Baby purple,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier1.png,Baby mint,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier2.png,Baby yellow,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier3.png,Baby green,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier4.png,Baby pink,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier5.png,Baby gray,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier6.png,Baby blue,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier7.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier7.png,Baby orange,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,comfy,AccessoryMouth,For sale
pig nose,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPigPink.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPigPink.png,Pink,No,560,140,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,For sale
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot0.png,Black,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cool,sporty; work,AccessoryEye,For sale
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot1.png,Gold,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cool,sporty; work,AccessoryEye,For sale
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot0.png,Red,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,party; vacation,AccessoryEye,For sale
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot1.png,Green,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,party; vacation,AccessoryEye,For sale
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot2.png,Blue,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,party; vacation,AccessoryEye,For sale
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot3.png,Black,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,party; vacation,AccessoryEye,For sale
pleather mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeatherBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeatherBlack.png,Black,No,770,192,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,goth,AccessoryMouthEarJaw,For sale
post-op patch,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyepatchWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyepatchWhite.png,White,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,goth,AccessoryOneEye,For sale
privacy mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCrowBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCrowBlack.png,Black,No,560,140,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; goth; comfy,AccessoryMouthEarJaw,For sale
reflector,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMirrorGray.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMirrorGray.png,Gray,No,560,140,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,work,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro0.png,Yellow,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro1.png,Green,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro2.png,Red,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro3.png,Purple,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro4.png,Blue,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro5.png,Gray,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Elegant,everyday; party; vacation,AccessoryEye,For sale
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone0.png,Red,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,For sale
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone1.png,Ochre,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,For sale
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone2.png,Purple,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,party; theatrical; vacation,AccessoryEye,For sale
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle0.png,Black,No,630,157,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Elegant,everyday; formal; work,AccessoryEye,For sale
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle1.png,Gold,No,630,157,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Elegant,everyday; formal; work,AccessoryEye,For sale
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle2.png,Gray,No,630,157,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Elegant,everyday; formal; work,AccessoryEye,For sale
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle3.png,Brown,No,630,157,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Elegant,everyday; formal; work,AccessoryEye,For sale
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle4.png,Purple,No,630,157,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Elegant,everyday; formal; work,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston0.png,Black,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston1.png,Green,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston2.png,Blue,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston3.png,Yellow,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston4.png,Pink,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston5.png,Red,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston6.png,White,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston7.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston7.png,Purple,No,1560,390,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; party; vacation,AccessoryEye,For sale
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound0.png,Brown,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound1.png,Light brown,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound2.png,Dark brown,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
